Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2022-2023,SeriaA,Torino,Nikola Vlašić,hr CRO,"MF,FW",24,30.3,115,3.79,96,5,4,7,1,2,8,0.26,7,0,0,0,1,0
2022-2023,SeriaA,Torino,Antonio Sanabria,py PAR,FW,26,27,50,1.85,41,0,5,2,1,1,5,0.19,5,0,0,0,0,0
2022-2023,SeriaA,Torino,Perr Schuurs,nl NED,DF,22,25.8,20,0.77,14,0,3,1,1,1,2,0.08,2,0,0,0,0,0
2022-2023,SeriaA,Torino,Koffi Djidji,ci CIV,DF,29,26.9,18,0.67,16,0,0,0,0,2,1,0.04,1,0,0,0,0,0
2022-2023,SeriaA,Torino,Aleksei Miranchuk,ru RUS,MF,26,23.2,78,3.36,67,3,1,3,3,1,9,0.39,7,0,0,1,1,0
2022-2023,SeriaA,Torino,Wilfried Singo,ci CIV,DF,21,22.7,45,1.98,29,0,7,7,2,0,4,0.18,2,0,1,1,0,0
2022-2023,SeriaA,Torino,Samuele Ricci,it ITA,MF,20,23,38,1.65,27,3,2,4,2,0,1,0.04,0,0,0,1,0,0
2022-2023,SeriaA,Torino,Karol Linetty,pl POL,MF,27,21,41,1.96,32,4,1,1,2,1,1,0.05,1,0,0,0,0,0
2022-2023,SeriaA,Torino,Mërgim Vojvoda,xk KVX,DF,27,19.1,62,3.24,46,8,4,4,0,0,9,0.47,7,1,1,0,0,0
2022-2023,SeriaA,Torino,Nemanja Radonjić,rs SRB,"MF,FW",26,16.2,49,3.03,28,4,14,2,1,0,6,0.37,5,0,1,0,0,0
2022-2023,SeriaA,Torino,Valentino Lazaro,at AUT,DF,26,15.3,51,3.34,33,14,2,2,0,0,4,0.26,3,1,0,0,0,0
2022-2023,SeriaA,Torino,Saša Lukić,rs SRB,MF,25,13.3,44,3.31,35,3,0,2,3,1,2,0.15,2,0,0,0,0,0
2022-2023,SeriaA,Torino,Ivan Ilić,rs SRB,MF,21,13.1,35,2.68,28,5,0,0,1,1,5,0.38,4,0,0,0,1,0
2022-2023,SeriaA,Torino,Ola Aina,ng NGA,DF,25,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0
2022-2023,SeriaA,Torino,Yann Karamoh,fr FRA,"MF,FW",24,8,22,2.77,17,0,3,1,1,0,3,0.38,1,0,2,0,0,0
2022-2023,SeriaA,Torino,Demba Seck,sn SEN,"MF,FW",21,5.8,14,2.42,12,0,1,0,1,0,1,0.17,1,0,0,0,0,0
2022-2023,SeriaA,Torino,Pietro Pellegri,it ITA,FW,21,5.2,8,1.54,7,0,1,0,0,0,2,0.38,1,0,1,0,0,0
2022-2023,SeriaA,Torino,David Zima,cz CZE,DF,21,4.5,4,0.89,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Andrew Gravillon,gp GLP,DF,24,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Michel Ndary Adopo,fr FRA,"MF,DF",22,2.9,4,1.37,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Gvidas Gineitis,lt LTU,MF,18,1.5,3,1.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Emirhan İlkhan,tr TUR,MF,18,1,5,5.17,5,0,0,0,0,0,1,1.03,1,0,0,0,0,0
2022-2023,SeriaA,Torino,Brian Bayeye,,DF,22,0.7,3,4.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Jacopo Segre,it ITA,DF,25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Torino,Ronaldo Vieira,eng ENG,MF,24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Michele Di Gregorio,it ITA,GK,25,37,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Carlos,br BRA,DF,23,34.3,56,1.63,45,3,3,2,2,1,9,0.26,8,0,0,1,0,0
2022-2023,SeriaA,Monza,Matteo Pessina,it ITA,MF,25,32.6,69,2.12,57,1,2,0,7,2,11,0.34,9,0,1,0,1,0
2022-2023,SeriaA,Monza,Gianluca Caprari,it ITA,"MF,FW",29,27.1,78,2.87,59,9,5,4,1,0,11,0.41,8,2,0,0,1,0
2022-2023,SeriaA,Monza,Patrick Ciurria,it ITA,"DF,MF",27,30.6,67,2.19,42,12,4,6,2,1,4,0.13,3,1,0,0,0,0
2022-2023,SeriaA,Monza,Armando Izzo,it ITA,DF,30,27.4,26,0.95,22,0,0,1,1,2,1,0.04,0,0,0,0,1,0
2022-2023,SeriaA,Monza,Pablo Marí,es ESP,DF,28,27.6,14,0.51,13,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Luca Caldirola,it ITA,DF,31,26.1,12,0.46,12,0,0,0,0,0,1,0.04,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Dany Mota,pt POR,"FW,MF",24,21.2,57,2.68,42,0,5,6,4,0,8,0.38,2,0,3,1,2,0
2022-2023,SeriaA,Monza,Nicolò Rovella,it ITA,MF,20,19.3,53,2.74,41,5,1,1,2,3,7,0.36,5,1,0,0,0,1
2022-2023,SeriaA,Monza,Stefano Sensi,it ITA,MF,26,18,63,3.5,38,18,0,2,4,1,8,0.44,7,0,0,0,1,0
2022-2023,SeriaA,Monza,Andrea Petagna,it ITA,FW,27,18.5,41,2.22,32,0,4,4,1,0,7,0.38,3,0,2,1,1,0
2022-2023,SeriaA,Monza,Marlon,br BRA,DF,26,17.7,7,0.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Samuele Birindelli,it ITA,DF,23,15.6,35,2.25,30,0,2,2,1,0,4,0.26,4,0,0,0,0,0
2022-2023,SeriaA,Monza,Pepín,gq EQG,MF,25,12.5,23,1.84,22,0,0,0,1,0,3,0.24,3,0,0,0,0,0
2022-2023,SeriaA,Monza,Andrea Colpani,it ITA,MF,23,10.5,38,3.6,23,5,3,4,3,0,2,0.19,1,0,0,0,1,0
2022-2023,SeriaA,Monza,Filippo Ranocchia,it ITA,MF,21,5.9,19,3.23,8,4,1,5,1,0,1,0.17,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Mattia Valoti,it ITA,"MF,FW",28,5,7,1.39,4,0,0,0,1,2,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Giulio Donati,it ITA,DF,32,4.7,4,0.85,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Christian Gytkjær,dk DEN,"FW,MF",32,6.2,9,1.46,7,0,0,2,0,0,2,0.32,1,0,0,1,0,0
2022-2023,SeriaA,Monza,Andrea Barberis,it ITA,MF,28,3.8,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0
2022-2023,SeriaA,Monza,Marco D'Alessandro,it ITA,"DF,FW",31,3.2,8,2.49,7,0,0,0,1,0,1,0.31,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Valentin Antov,bg BUL,DF,21,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Luca Marrone,it ITA,DF,32,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Salvatore Molina,it ITA,DF,30,2.5,5,1.97,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Andrea Carboni,it ITA,DF,21,1.9,3,1.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Alessio Cragno,it ITA,GK,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Andrea Ranocchia,it ITA,DF,34,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Franco Carboni,it ITA,"DF,FW",19,0.7,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Monza,Samuele Vignato,it ITA,"MF,FW",18,0.7,1,1.5,1,0,0,0,0,0,1,1.5,1,0,0,0,0,0
2022-2023,SeriaA,Monza,Warren Bondo,fr FRA,MF,18,0.7,3,4.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Marco Silvestri,it ITA,GK,31,38,8,0.21,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Walace,br BRA,MF,27,35.4,53,1.49,43,1,0,5,3,1,6,0.17,5,0,0,0,1,0
2022-2023,SeriaA,Udinese,Roberto Pereyra,ar ARG,"DF,MF",31,31.3,104,3.31,91,0,7,5,1,0,10,0.32,10,0,0,0,0,0
2022-2023,SeriaA,Udinese,Nehuén Pérez,ar ARG,DF,22,31.3,28,0.89,24,2,0,1,0,1,1,0.03,1,0,0,0,0,0
2022-2023,SeriaA,Udinese,Jaka Bijol,si SVN,DF,23,30.3,21,0.69,17,0,0,4,0,0,3,0.1,3,0,0,0,0,0
2022-2023,SeriaA,Udinese,Destiny Udogie,it ITA,DF,19,30,88,2.93,61,6,7,4,7,3,8,0.27,7,0,0,1,0,0
2022-2023,SeriaA,Udinese,Rodrigo Becão,br BRA,DF,26,27.6,29,1.05,20,4,0,1,2,2,1,0.04,1,0,0,0,0,0
2022-2023,SeriaA,Udinese,Sandi Lovrić,si SVN,MF,24,25.9,87,3.35,53,18,4,9,2,1,9,0.35,6,1,1,1,0,0
2022-2023,SeriaA,Udinese,Beto,gw GNB,FW,24,23.7,49,2.07,31,0,8,5,5,0,4,0.17,3,0,1,0,0,0
2022-2023,SeriaA,Udinese,Isaac Success,ng NGA,FW,26,20.2,81,4.02,57,0,6,3,14,1,10,0.5,7,0,1,0,2,0
2022-2023,SeriaA,Udinese,Lazar Samardzic,rs SRB,MF,20,20.5,98,4.77,54,27,6,7,1,3,10,0.49,4,3,0,1,0,2
2022-2023,SeriaA,Udinese,Kingsley Ehizibue,nl NED,DF,27,17.1,31,1.82,22,2,0,5,1,1,3,0.18,2,0,0,0,1,0
2022-2023,SeriaA,Udinese,Gerard Deulofeu,es ESP,FW,28,13.5,82,6.09,54,14,6,5,3,0,9,0.67,7,2,0,0,0,0
2022-2023,SeriaA,Udinese,Tolgay Arslan,de GER,MF,31,13.5,44,3.28,30,5,3,1,4,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Jean-Victor Makengo,fr FRA,MF,24,8.9,13,1.45,11,0,1,0,1,0,1,0.11,1,0,0,0,0,0
2022-2023,SeriaA,Udinese,Enzo Ebosse,cm CMR,DF,23,10.3,8,0.78,7,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Adam Masina,ma MAR,DF,28,8.8,5,0.57,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Ilija Nestorovski,mk MKD,"FW,MF",32,7.1,7,0.99,3,0,0,2,2,0,2,0.28,1,0,0,0,1,0
2022-2023,SeriaA,Udinese,Florian Thauvin,fr FRA,"FW,MF",29,6.1,24,3.94,13,6,2,1,2,0,1,0.16,1,0,0,0,0,0
2022-2023,SeriaA,Udinese,Festy Ebosele,ie IRL,DF,19,4.6,11,2.41,8,0,2,0,0,1,2,0.44,2,0,0,0,0,0
2022-2023,SeriaA,Udinese,Marvin Zeegelaar,nl NED,DF,31,3.9,5,1.27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Bram Nuytinck,nl NED,DF,32,4.3,2,0.47,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Brandon Soppy,fr FRA,DF,20,1,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Axel Guessand,fr FRA,DF,17,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,James Abankwah,ie IRL,DF,18,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Simone Pafundi,it ITA,"MF,FW",16,0.9,4,4.29,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Mato Jajalo,ba BIH,MF,34,0.7,3,4.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Vivaldo Semedo,pt POR,"FW,MF",17,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Nicolò Cocetta,it ITA,DF,18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Udinese,Leonardo Buta,pt POR,DF,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,35,35,6,0.17,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Davide Frattesi,it ITA,MF,22,31.9,79,2.47,60,0,7,5,5,2,4,0.13,4,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Rogério,br BRA,DF,24,33.3,74,2.22,62,6,1,1,4,0,6,0.18,5,0,0,0,1,0
2022-2023,SeriaA,Sassuolo,Jeremy Toljan,de GER,DF,27,29.7,42,1.41,41,1,0,0,0,0,3,0.1,3,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Armand Lauriente,fr FRA,FW,23,24.2,113,4.68,78,10,15,3,4,3,12,0.5,7,0,2,1,2,0
2022-2023,SeriaA,Sassuolo,Martin Erlic,hr CRO,DF,24,25.9,10,0.39,8,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Maxime Lopez,fr FRA,MF,24,25.5,73,2.87,64,6,1,2,0,0,4,0.16,3,0,0,1,0,0
2022-2023,SeriaA,Sassuolo,Andrea Pinamonti,it ITA,FW,23,24,53,2.21,34,0,1,10,7,1,3,0.12,0,0,0,2,1,0
2022-2023,SeriaA,Sassuolo,Gian Marco Ferrari,it ITA,DF,30,24.7,21,0.85,19,1,0,0,1,0,2,0.08,2,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Domenico Berardi,it ITA,FW,27,20.7,105,5.07,78,10,5,5,6,1,17,0.82,10,1,1,3,2,0
2022-2023,SeriaA,Sassuolo,Matheus Henrique,br BRA,MF,24,21.6,62,2.87,53,2,1,2,2,2,5,0.23,4,1,0,0,0,0
2022-2023,SeriaA,Sassuolo,Ruan,br BRA,DF,23,19,6,0.32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Grégoire Defrel,mq MTQ,FW,31,13,16,1.23,14,0,0,1,1,0,1,0.08,1,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Kristian Thorstvedt,no NOR,MF,23,12.6,28,2.21,21,0,2,3,1,1,1,0.08,1,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Pedro Obiang,gq EQG,MF,30,9.7,11,1.13,9,0,1,1,0,0,1,0.1,1,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Giorgos Kyriakopoulos,gr GRE,"FW,DF",26,8.5,26,3.05,21,0,2,1,1,1,3,0.35,2,0,0,1,0,0
2022-2023,SeriaA,Sassuolo,Nedim Bajrami,al ALB,"FW,MF",23,9.1,34,3.74,21,6,4,2,0,1,2,0.22,1,0,0,1,0,0
2022-2023,SeriaA,Sassuolo,Nadir Zortea,it ITA,DF,23,7.3,14,1.92,12,1,1,0,0,0,2,0.27,2,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Hamed Junior Traorè,ci CIV,"MF,FW",22,6.6,26,3.96,21,5,0,0,0,0,6,0.91,4,2,0,0,0,0
2022-2023,SeriaA,Sassuolo,Abdou Harroui,nl NED,MF,24,7.2,15,2.09,15,0,0,0,0,0,1,0.14,1,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Kaan Ayhan,tr TUR,DF,27,6.1,5,0.83,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Emil Ceide,no NOR,FW,20,5.7,19,3.33,15,0,3,0,1,0,3,0.53,1,0,1,0,1,0
2022-2023,SeriaA,Sassuolo,Luca D'Andrea,it ITA,FW,17,3.5,16,4.56,12,1,2,1,0,0,1,0.28,1,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Riccardo Marchizza,it ITA,DF,24,3.1,8,2.54,7,0,1,0,0,0,2,0.64,2,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Agustín Álvarez Martínez,uy URU,"FW,MF",21,4.1,9,2.2,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0
2022-2023,SeriaA,Sassuolo,Alessandro Russo,it ITA,GK,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Mert Müldür,tr TUR,"FW,DF",23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Janis Antiste,fr FRA,FW,19,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Filippo Romagna,it ITA,DF,25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Sassuolo,Giacomo Raspadori,it ITA,FW,22,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Sebastiano Luperto,it ITA,DF,25,34.8,12,0.34,10,1,0,1,0,0,2,0.06,2,0,0,0,0,0
2022-2023,SeriaA,Empoli,Fabiano Parisi,it ITA,DF,21,31.4,62,1.97,42,4,7,2,6,1,8,0.25,6,0,1,0,1,0
2022-2023,SeriaA,Empoli,Guglielmo Vicario,it ITA,GK,25,30.9,6,0.19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Răzvan Marin,ro ROU,MF,26,28.2,92,3.26,54,34,2,1,1,0,4,0.14,1,3,0,0,0,0
2022-2023,SeriaA,Empoli,Filippo Bandinelli,it ITA,MF,27,25.1,61,2.42,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0
2022-2023,SeriaA,Empoli,Tommaso Baldanzi,it ITA,MF,19,19.7,60,3.04,38,2,7,5,8,0,4,0.2,4,0,0,0,0,0
2022-2023,SeriaA,Empoli,Ardian Ismajli,al ALB,DF,25,23.3,11,0.47,9,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Tyronne Ebuehi,ng NGA,DF,26,21.4,29,1.36,22,5,0,1,1,0,4,0.19,3,0,0,1,0,0
2022-2023,SeriaA,Empoli,Francesco Caputo,it ITA,FW,34,19,35,1.85,29,0,0,5,1,0,5,0.26,5,0,0,0,0,0
2022-2023,SeriaA,Empoli,Martin Satriano,uy URU,FW,21,18.9,32,1.69,19,0,4,5,4,0,3,0.16,2,0,0,1,0,0
2022-2023,SeriaA,Empoli,Petar Stojanović,si SVN,DF,26,17,49,2.88,34,7,3,2,2,1,3,0.18,3,0,0,0,0,0
2022-2023,SeriaA,Empoli,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",29,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0
2022-2023,SeriaA,Empoli,Alberto Grassi,it ITA,MF,27,13.3,13,0.98,11,0,0,1,1,0,1,0.08,1,0,0,0,0,0
2022-2023,SeriaA,Empoli,Nicolò Cambiaghi,it ITA,"FW,MF",21,14.3,53,3.71,31,1,3,5,10,3,7,0.49,1,1,2,1,2,0
2022-2023,SeriaA,Empoli,Nicolas Haas,ch SUI,MF,26,12.8,19,1.48,17,1,1,0,0,0,1,0.08,0,1,0,0,0,0
2022-2023,SeriaA,Empoli,Koni De Winter,be BEL,DF,20,11.4,5,0.44,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Liam Henderson,sct SCO,MF,26,11.2,33,2.95,30,1,0,1,0,1,1,0.09,1,0,0,0,0,0
2022-2023,SeriaA,Empoli,Sam Lammers,nl NED,FW,25,9.8,25,2.55,18,1,3,1,2,0,1,0.1,1,0,0,0,0,0
2022-2023,SeriaA,Empoli,Nedim Bajrami,al ALB,"MF,FW",23,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0
2022-2023,SeriaA,Empoli,Jacopo Fazzini,it ITA,MF,19,9.2,24,2.62,16,3,2,1,2,0,1,0.11,0,1,0,0,0,0
2022-2023,SeriaA,Empoli,Samuele Perisan,it ITA,GK,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Sebastian Walukiewicz,pl POL,DF,22,6.7,4,0.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Mattia Destro,it ITA,"FW,MF",31,6.4,11,1.73,5,0,3,1,2,0,1,0.16,1,0,0,0,0,0
2022-2023,SeriaA,Empoli,Roberto Piccoli,it ITA,FW,21,5.7,9,1.57,6,0,1,2,0,0,1,0.17,0,0,1,0,0,0
2022-2023,SeriaA,Empoli,Liberato Cacace,nz NZL,DF,21,6.5,23,3.53,13,3,2,4,0,1,1,0.15,0,0,0,1,0,0
2022-2023,SeriaA,Empoli,Marko Pjaca,hr CRO,"MF,FW",27,5.8,27,4.64,17,4,3,2,1,0,1,0.17,1,0,0,0,0,0
2022-2023,SeriaA,Empoli,Emanuel Vignato,it ITA,"MF,FW",21,0.6,5,7.89,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Emmanuel Ekong,se SWE,"FW,MF",20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Lorenzo Tonelli,it ITA,DF,32,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Samir Ujkani,xk KVX,GK,34,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Duccio Degl'Innocenti,it ITA,MF,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Empoli,Herculano Nabian,pt POR,MF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Lassana Coulibaly,ml MLI,MF,26,32.1,56,1.74,51,1,1,0,3,0,10,0.31,10,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Antonio Candreva,it ITA,"MF,DF",35,30.3,99,3.27,67,22,2,5,3,0,11,0.36,9,1,0,1,0,0
2022-2023,SeriaA,Salernitana,Boulaye Dia,sn SEN,"FW,MF",25,28,64,2.29,53,0,3,5,3,0,9,0.32,8,0,1,0,0,0
2022-2023,SeriaA,Salernitana,Tonny Vilhena,nl NED,MF,27,25.2,53,2.11,37,9,3,1,3,0,3,0.12,3,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Domagoj Bradarić,hr CRO,DF,22,25,42,1.68,34,2,1,3,1,1,5,0.2,5,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Flavius Daniliuc,at AUT,DF,21,24.4,18,0.74,15,1,0,2,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Krzysztof Piątek,pl POL,FW,27,23.8,53,2.23,36,0,5,6,5,1,10,0.42,6,0,1,3,0,0
2022-2023,SeriaA,Salernitana,Pasquale Mazzocchi,it ITA,DF,27,21.8,63,2.9,43,12,5,0,2,1,9,0.41,5,1,2,0,1,0
2022-2023,SeriaA,Salernitana,Lorenzo Pirola,it ITA,DF,20,21.6,11,0.51,5,1,0,4,1,0,1,0.05,0,0,0,1,0,0
2022-2023,SeriaA,Salernitana,Norbert Gyömbér,sk SVK,DF,30,19.3,11,0.57,8,1,0,1,0,1,3,0.15,2,0,0,1,0,0
2022-2023,SeriaA,Salernitana,Guillermo Ochoa,mx MEX,GK,37,20,5,0.25,5,0,0,0,0,0,2,0.1,2,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Dylan Bronn,tn TUN,DF,27,18.7,14,0.75,12,0,0,2,0,0,2,0.11,2,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Luigi Sepe,it ITA,GK,31,17,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Grigoris Kastanos,cy CYP,"MF,DF",24,14.3,36,2.52,25,7,1,1,2,0,5,0.35,1,2,0,1,1,0
2022-2023,SeriaA,Salernitana,Federico Bonazzoli,it ITA,"FW,MF",25,12.4,26,2.09,20,0,1,3,2,0,3,0.24,3,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Federico Fazio,ar ARG,DF,35,11.9,12,1,7,1,0,4,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Giulio Maggiore,it ITA,MF,24,9.9,14,1.41,11,0,0,2,1,0,1,0.1,1,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Erik Botheim,no NOR,"MF,FW",22,9.6,17,1.77,12,0,0,2,1,2,4,0.42,4,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Emil Bohinen,no NOR,MF,23,9.2,17,1.85,15,1,0,1,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Matteo Lovato,it ITA,DF,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Junior Sambia,fr FRA,DF,25,7.7,22,2.84,17,0,4,1,0,0,1,0.13,1,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Ivan Radovanović,rs SRB,"MF,DF",33,7.5,2,0.27,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Hans Nicolussi Caviglia,it ITA,MF,22,6.5,9,1.38,7,0,1,0,0,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,William Troost-Ekong,ng NGA,DF,28,4.9,1,0.2,1,0,0,0,0,0,1,0.2,1,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Domen Črnigoj,si SVN,MF,26,3.3,6,1.83,4,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Vincenzo Fiorillo,it ITA,GK,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Diego Valencia,cl CHI,"MF,FW",22,2.6,1,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Franck Ribéry,fr FRA,MF,39,0.4,1,2.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Julian Kristoffersen,no NOR,FW,25,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Salernitana,Antonio Iervolino,it ITA,MF,19,0.1,2,30,2,0,0,0,0,0,1,15,1,0,0,0,0,0
2022-2023,SeriaA,Lecce,Wladimiro Falcone,it ITA,GK,27,38,6,0.16,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,SeriaA,Lecce,Federico Baschirotto,it ITA,DF,25,37,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0
