Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2017-2018,EPL,Bournemouth,Junior Stanislas,eng ENG,"MF,FW",27,14.3,53,3.71,34,6,7,5,1,0,6,0.42,4,0,0,2,0,0
2017-2018,EPL,Bournemouth,Jermain Defoe,eng ENG,FW,34,12.1,28,2.32,19,0,0,6,2,1,4,0.33,1,0,0,2,0,1
2017-2018,EPL,Bournemouth,Marc Pugh,eng ENG,"MF,FW",30,10.9,24,2.19,18,3,1,1,1,0,1,0.09,0,0,0,0,1,0
2017-2018,EPL,Bournemouth,Harry Arter,ie IRL,MF,27,10.7,23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1
2017-2018,EPL,Bournemouth,Benik Afobe,cd COD,FW,24,6.8,11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0
2017-2018,EPL,Bournemouth,Lys Mousset,fr FRA,"FW,MF",21,6.6,12,1.81,8,0,2,1,1,0,2,0.3,2,0,0,0,0,0
2017-2018,EPL,Bournemouth,Tyrone Mings,eng ENG,DF,24,2.2,3,1.34,3,0,0,0,0,0,1,0.45,1,0,0,0,0,0
2017-2018,EPL,Bournemouth,Jack Simpson,eng ENG,DF,20,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Bournemouth,Emerson Hyndman,us USA,MF,21,0.6,2,3.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Pablo Zabaleta,ar ARG,"DF,MF",32,36.5,41,1.12,32,3,3,0,2,1,1,0.03,1,0,0,0,0,0
2017-2018,EPL,West Ham,Aaron Cresswell,eng ENG,DF,27,34.1,66,1.94,36,24,1,2,3,0,9,0.26,6,3,0,0,0,0
2017-2018,EPL,West Ham,Angelo Ogbonna,it ITA,DF,29,32,18,0.56,12,1,1,2,2,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Cheikhou Kouyaté,sn SEN,MF,27,31.1,38,1.22,32,0,0,2,2,2,8,0.26,7,0,0,0,0,1
2017-2018,EPL,West Ham,Mark Noble,eng ENG,MF,30,26.7,56,2.1,45,5,0,1,4,1,1,0.04,1,0,0,0,0,0
2017-2018,EPL,West Ham,Marko Arnautović,at AUT,"FW,MF",28,25.7,80,3.11,51,2,15,7,4,1,16,0.62,10,0,3,2,0,1
2017-2018,EPL,West Ham,Manuel Lanzini,ar ARG,"MF,FW",24,22.7,86,3.79,56,11,9,2,8,0,12,0.53,9,1,1,0,1,0
2017-2018,EPL,West Ham,Arthur Masuaku,cd COD,DF,23,20.8,39,1.88,31,2,4,0,2,0,6,0.29,6,0,0,0,0,0
2017-2018,EPL,West Ham,Adrián,es ESP,GK,30,19,2,0.11,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0
2017-2018,EPL,West Ham,Joe Hart,eng ENG,GK,30,19,4,0.21,3,1,0,0,0,0,1,0.05,1,0,0,0,0,0
2017-2018,EPL,West Ham,Pedro Obiang,gq EQG,MF,25,17.4,26,1.5,24,0,0,0,1,1,2,0.12,2,0,0,0,0,0
2017-2018,EPL,West Ham,Winston Reid,nz NZL,DF,29,16.1,8,0.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Javier Hernández,mx MEX,FW,29,17.2,44,2.56,30,0,8,1,5,0,4,0.23,0,0,2,1,1,0
2017-2018,EPL,West Ham,Michail Antonio,jm JAM,"FW,MF",27,15,38,2.53,24,1,6,1,6,0,5,0.33,1,0,2,1,1,0
2017-2018,EPL,West Ham,Declan Rice,eng ENG,"DF,MF",18,15.9,10,0.63,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0
2017-2018,EPL,West Ham,James Collins,wls WAL,DF,33,11.7,7,0.6,6,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,João Mário,pt POR,MF,24,11.4,34,2.99,18,10,3,0,3,0,2,0.18,1,0,0,0,1,0
2017-2018,EPL,West Ham,André Ayew,gh GHA,"MF,FW",27,9.9,13,1.31,8,0,3,0,2,0,4,0.4,3,0,1,0,0,0
2017-2018,EPL,West Ham,Edimilson Fernandes,ch SUI,"MF,DF",21,9.4,12,1.28,8,1,2,0,1,0,2,0.21,1,0,0,0,1,0
2017-2018,EPL,West Ham,José Fonte,pt POR,DF,33,7.6,9,1.18,7,1,0,1,0,0,2,0.26,1,0,0,1,0,0
2017-2018,EPL,West Ham,Andy Carroll,eng ENG,FW,28,8.3,17,2.04,11,0,2,3,1,0,1,0.12,0,0,0,1,0,0
2017-2018,EPL,West Ham,Patrice Evra,fr FRA,"DF,MF",36,2.5,2,0.79,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Sam Byram,eng ENG,"DF,MF",23,2.8,2,0.73,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Diafra Sakho,sn SEN,FW,27,3.4,5,1.47,3,0,0,1,1,0,1,0.29,0,0,0,1,0,0
2017-2018,EPL,West Ham,Jordan Hugill,eng ENG,FW,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Josh Cullen,ie IRL,MF,21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,West Ham,Reece Oxford,eng ENG,MF,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Abdoulaye Doucouré,ml MLI,MF,24,36.9,99,2.68,83,1,6,4,1,4,7,0.19,6,0,1,0,0,0
2017-2018,EPL,Watford,Richarlison,br BRA,"FW,MF",20,31.4,93,2.96,53,0,13,11,14,2,12,0.38,4,0,2,3,3,0
2017-2018,EPL,Watford,Christian Kabasele,be BEL,DF,26,25.9,13,0.5,12,1,0,0,0,0,2,0.08,2,0,0,0,0,0
2017-2018,EPL,Watford,José Holebas,gr GRE,DF,33,26.5,67,2.53,25,32,4,4,0,2,4,0.15,1,3,0,0,0,0
2017-2018,EPL,Watford,Adrian Mariappa,jm JAM,DF,30,24.6,7,0.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Heurelho Gomes,br BRA,GK,36,23.6,4,0.17,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Tom Cleverley,eng ENG,MF,27,21.1,58,2.75,37,16,0,1,3,1,3,0.14,2,1,0,0,0,0
2017-2018,EPL,Watford,Daryl Janmaat,nl NED,DF,28,20.2,30,1.48,23,0,2,4,0,1,4,0.2,1,0,1,2,0,0
2017-2018,EPL,Watford,Troy Deeney,eng ENG,FW,29,20.5,48,2.34,43,0,0,3,2,0,5,0.24,5,0,0,0,0,0
2017-2018,EPL,Watford,Kiko Femenía,es ESP,"DF,FW",26,19,38,2,30,1,3,2,2,0,4,0.21,3,0,1,0,0,0
2017-2018,EPL,Watford,Roberto Pereyra,ar ARG,"MF,FW",26,18,61,3.38,39,8,6,5,2,1,10,0.55,5,1,1,2,1,0
2017-2018,EPL,Watford,Étienne Capoue,fr FRA,MF,29,17.1,31,1.81,21,2,2,1,2,3,2,0.12,1,0,0,1,0,0
2017-2018,EPL,Watford,Sebastian Prödl,at AUT,DF,30,17.4,4,0.23,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,André Carrillo,pe PER,"FW,MF",26,17.1,64,3.74,38,1,17,2,4,2,3,0.18,2,0,1,0,0,0
2017-2018,EPL,Watford,Andre Gray,jm JAM,FW,26,16.6,28,1.68,24,0,0,3,1,0,3,0.18,1,0,0,2,0,0
2017-2018,EPL,Watford,Orestis Karnezis,gr GRE,GK,32,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Marvin Zeegelaar,nl NED,DF,26,11,15,1.36,12,1,0,0,1,1,1,0.09,1,0,0,0,0,0
2017-2018,EPL,Watford,Will Hughes,eng ENG,MF,22,11,38,3.45,31,0,2,0,4,1,6,0.55,5,0,1,0,0,0
2017-2018,EPL,Watford,Miguel Britos,uy URU,DF,32,8.9,8,0.9,6,1,0,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Ben Watson,eng ENG,MF,32,5.1,7,1.38,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Craig Cathcart,nir NIR,DF,28,5.8,5,0.91,4,0,0,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Nathaniel Chalobah,eng ENG,MF,22,5,7,1.41,2,1,1,1,1,1,1,0.2,1,0,0,0,0,0
2017-2018,EPL,Watford,Molla Wagué,ml MLI,DF,26,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Gerard Deulofeu,es ESP,"FW,MF",23,4.8,17,3.52,9,3,2,1,2,0,1,0.21,0,0,0,0,1,0
2017-2018,EPL,Watford,Stefano Okaka,it ITA,FW,27,5,15,2.98,11,0,2,2,0,0,1,0.2,1,0,0,0,0,0
2017-2018,EPL,Watford,Nordin Amrabat,ma MAR,FW,30,2.2,5,2.27,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Younès Kaboul,fr FRA,DF,31,1.7,1,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Jerome Sinclair,eng ENG,"MF,FW",20,0.3,1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Watford,Dodi Lukebakio,be BEL,"MF,FW",19,0.2,2,11.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Lewis Dunk,eng ENG,DF,25,38,32,0.84,21,0,1,6,2,2,3,0.08,1,0,0,1,1,0
2017-2018,EPL,Brighton,Mathew Ryan,au AUS,GK,25,38,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Shane Duffy,ie IRL,DF,25,36.6,13,0.36,8,0,0,3,2,0,2,0.05,1,0,0,0,1,0
2017-2018,EPL,Brighton,Dale Stephens,eng ENG,MF,28,36,47,1.31,43,0,0,3,0,1,3,0.08,2,0,0,1,0,0
2017-2018,EPL,Brighton,Davy Pröpper,nl NED,MF,25,34.7,64,1.85,48,0,6,5,3,2,7,0.2,6,0,1,0,0,0
2017-2018,EPL,Brighton,Pascal Groß,de GER,"FW,MF",26,32.5,134,4.12,78,47,3,4,2,0,13,0.4,10,3,0,0,0,0
2017-2018,EPL,Brighton,Anthony Knockaert,fr FRA,"MF,FW",25,26.9,84,3.12,58,8,12,2,4,0,8,0.3,8,0,0,0,0,0
2017-2018,EPL,Brighton,Gaëtan Bong,cm CMR,DF,29,24.8,20,0.8,17,3,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Glenn Murray,eng ENG,FW,33,24.4,43,1.76,32,0,2,3,5,1,4,0.16,2,0,0,0,2,0
2017-2018,EPL,Brighton,Bruno,es ESP,DF,36,22.4,37,1.65,28,4,3,0,2,0,2,0.09,2,0,0,0,0,0
2017-2018,EPL,Brighton,José Izquierdo,co COL,"MF,FW",25,22,67,3.04,47,0,12,6,2,0,9,0.41,3,0,3,2,1,0
2017-2018,EPL,Brighton,Solly March,eng ENG,"MF,FW",23,20.6,48,2.34,36,6,4,0,2,0,4,0.19,3,0,0,0,1,0
2017-2018,EPL,Brighton,Ezequiel Schelotto,it ITA,DF,28,14.6,21,1.43,14,2,1,2,1,1,1,0.07,1,0,0,0,0,0
2017-2018,EPL,Brighton,Markus Suttner,at AUT,DF,30,13.1,17,1.3,13,3,0,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Tomer Hemed,il ISR,FW,30,9.4,7,0.74,5,0,0,1,1,0,2,0.21,2,0,0,0,0,0
2017-2018,EPL,Brighton,Beram Kayal,il ISR,MF,29,8.3,16,1.93,12,0,1,1,1,1,1,0.12,1,0,0,0,0,0
2017-2018,EPL,Brighton,Izzy Brown,eng ENG,"MF,FW",20,3.5,12,3.48,9,0,1,0,2,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Jürgen Locadia,nl NED,"FW,MF",23,2.5,4,1.61,3,0,0,0,1,0,1,0.4,1,0,0,0,0,0
2017-2018,EPL,Brighton,Leonardo Ulloa,ar ARG,FW,31,3,10,3.37,9,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Connor Goldson,eng ENG,DF,24,2.2,1,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Jamie Murphy,sct SCO,MF,27,1.9,3,1.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Liam Rosenior,eng ENG,DF,33,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Sam Baldock,eng ENG,FW,28,0.4,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Brighton,Uwe Hünemeier,de GER,DF,31,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Mathias Jørgensen,dk DEN,DF,27,38,19,0.5,16,1,0,0,0,2,4,0.11,4,0,0,0,0,0
2017-2018,EPL,Huddersfield,Jonas Lössl,dk DEN,GK,28,38,8,0.21,5,3,0,0,0,0,2,0.05,1,1,0,0,0,0
2017-2018,EPL,Huddersfield,Christopher Schindler,de GER,DF,27,36.3,16,0.44,13,0,0,1,0,2,1,0.03,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Aaron Mooy,au AUS,MF,26,34.1,89,2.61,66,20,0,1,0,2,7,0.21,5,2,0,0,0,0
2017-2018,EPL,Huddersfield,Jonathan Hogg,eng ENG,MF,28,26.6,37,1.39,31,0,1,1,3,1,1,0.04,0,0,0,0,1,0
2017-2018,EPL,Huddersfield,Tom Ince,eng ENG,"MF,FW",25,27.2,67,2.46,41,5,6,9,5,1,2,0.07,1,0,0,1,0,0
2017-2018,EPL,Huddersfield,Rajiv van La Parra,nl NED,"FW,MF",26,23.7,49,2.06,31,0,8,4,6,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Tommy Smith,eng ENG,DF,25,21.2,34,1.61,28,4,0,0,0,2,2,0.09,2,0,0,0,0,0
2017-2018,EPL,Huddersfield,Steve Mounié,bj BEN,FW,22,20.6,30,1.46,21,0,3,4,2,0,4,0.19,2,0,2,0,0,0
2017-2018,EPL,Huddersfield,Florent Hadergjonaj,xk KVX,"DF,MF",23,18.6,41,2.2,34,4,1,1,1,0,1,0.05,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Chris Löwe,de GER,DF,28,17.6,20,1.13,9,6,0,1,2,2,2,0.11,1,1,0,0,0,0
2017-2018,EPL,Huddersfield,Laurent Depoitre,be BEL,FW,28,20.2,32,1.58,22,0,3,3,3,1,6,0.3,2,0,2,1,1,0
2017-2018,EPL,Huddersfield,Elias Kachunga,cd COD,"FW,MF",25,14.8,29,1.96,23,0,3,0,3,0,1,0.07,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Collin Quaner,de GER,"FW,MF",26,14.2,39,2.74,27,1,5,3,3,0,5,0.35,4,0,0,1,0,0
2017-2018,EPL,Huddersfield,Scott Malone,eng ENG,DF,26,12.4,23,1.85,19,1,1,1,0,1,1,0.08,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Alex Pritchard,eng ENG,"MF,FW",24,11.1,38,3.43,22,6,3,3,4,0,3,0.27,1,0,1,0,1,0
2017-2018,EPL,Huddersfield,Danny Williams,us USA,MF,28,12.5,12,0.96,9,0,0,1,1,1,1,0.08,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Terence Kongolo,nl NED,DF,23,11.7,12,1.03,8,0,1,1,2,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Philip Billing,dk DEN,MF,21,8.5,6,0.71,4,0,1,0,0,1,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Joe Lolley,eng ENG,"FW,MF",24,2.5,6,2.44,4,0,2,0,0,0,1,0.41,0,0,1,0,0,0
2017-2018,EPL,Huddersfield,Abdelhamid Sabiri,ma MAR,MF,20,2.4,8,3.27,7,0,0,0,1,0,1,0.41,1,0,0,0,0,0
2017-2018,EPL,Huddersfield,Martin Cranie,eng ENG,DF,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Kasey Palmer,jm JAM,"MF,FW",20,1.9,5,2.65,2,1,1,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Dean Whitehead,eng ENG,MF,35,0.8,1,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Huddersfield,Michael Hefele,de GER,DF,26,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Ryan Bertrand,eng ENG,DF,27,34.8,76,2.18,54,12,4,4,1,1,7,0.2,4,1,1,1,0,0
2017-2018,EPL,Southampton,Oriol Romeu,es ESP,MF,25,32.2,59,1.83,55,0,0,0,2,2,1,0.03,1,0,0,0,0,0
2017-2018,EPL,Southampton,Dušan Tadić,rs SRB,"MF,FW",28,31,122,3.93,96,8,9,5,4,0,9,0.29,6,0,2,1,0,0
2017-2018,EPL,Southampton,Cédric Soares,pt POR,DF,25,31,56,1.8,50,4,1,1,0,0,4,0.13,3,0,1,0,0,0
2017-2018,EPL,Southampton,Wesley Hoedt,nl NED,DF,23,28,22,0.79,15,1,3,2,1,0,4,0.14,1,0,1,1,1,0
2017-2018,EPL,Southampton,Maya Yoshida,jp JPN,DF,28,22.8,14,0.61,10,0,0,3,1,0,2,0.09,1,0,0,0,1,0
2017-2018,EPL,Southampton,Jack Stephens,eng ENG,DF,23,22,10,0.45,8,0,1,1,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Nathan Redmond,eng ENG,"FW,MF",23,21.6,79,3.66,59,8,9,0,2,1,6,0.28,6,0,0,0,0,0
2017-2018,EPL,Southampton,Fraser Forster,eng ENG,GK,29,20,1,0.05,0,1,0,0,0,0,1,0.05,0,1,0,0,0,0
2017-2018,EPL,Southampton,Mario Lemina,ga GAB,MF,23,19.1,33,1.73,25,0,4,1,1,2,1,0.05,1,0,0,0,0,0
2017-2018,EPL,Southampton,James Ward-Prowse,eng ENG,"FW,MF",22,19.1,60,3.15,32,23,0,5,0,0,7,0.37,3,3,0,1,0,0
2017-2018,EPL,Southampton,Pierre Højbjerg,dk DEN,MF,21,18.6,33,1.78,25,1,4,1,2,0,3,0.16,1,0,0,1,1,0
2017-2018,EPL,Southampton,Alex McCarthy,eng ENG,GK,27,18,2,0.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Steven Davis,nir NIR,MF,32,16.9,46,2.72,38,6,1,0,1,0,2,0.12,1,0,0,0,1,0
2017-2018,EPL,Southampton,Shane Long,ie IRL,FW,30,17.6,55,3.13,36,0,2,5,9,3,5,0.28,3,0,1,0,1,0
2017-2018,EPL,Southampton,Sofiane Boufal,ma MAR,"FW,MF",23,13.5,54,3.99,30,4,11,3,5,1,8,0.59,5,0,3,0,0,0
2017-2018,EPL,Southampton,Manolo Gabbiadini,it ITA,FW,25,12,14,1.17,11,0,1,1,1,0,1,0.08,1,0,0,0,0,0
2017-2018,EPL,Southampton,Virgil van Dijk,nl NED,DF,26,11,9,0.81,8,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Charlie Austin,eng ENG,FW,28,11.5,23,1.99,15,0,2,5,1,0,1,0.09,0,0,0,1,0,0
2017-2018,EPL,Southampton,Guido Carrillo,ar ARG,FW,26,5,11,2.2,9,0,1,1,0,0,1,0.2,1,0,0,0,0,0
2017-2018,EPL,Southampton,Jan Bednarek,pl POL,DF,21,4.7,2,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Jérémy Pied,fr FRA,DF,28,2,3,1.5,3,0,0,0,0,0,1,0.5,1,0,0,0,0,0
2017-2018,EPL,Southampton,Matt Targett,eng ENG,DF,21,1.8,2,1.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Josh Sims,eng ENG,"FW,MF",20,1.8,10,5.52,5,0,1,4,0,0,1,0.55,1,0,0,0,0,0
2017-2018,EPL,Southampton,Sam McQueen,eng ENG,"DF,MF",22,1.6,3,1.82,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Southampton,Michael Obafemi,ie IRL,FW,17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Swansea City,Łukasz Fabiański,pl POL,GK,32,38,5,0.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Swansea City,Alfie Mawson,eng ENG,DF,23,38,13,0.34,11,0,2,0,0,0,1,0.03,1,0,0,0,0,0
2017-2018,EPL,Swansea City,Martin Olsson,se SWE,DF,29,35,35,1,24,4,3,1,3,0,2,0.06,2,0,0,0,0,0
2017-2018,EPL,Swansea City,Kyle Naughton,eng ENG,DF,28,33.7,48,1.43,41,2,1,2,1,1,4,0.12,3,0,0,0,0,1
2017-2018,EPL,Swansea City,Jordan Ayew,gh GHA,"FW,MF",25,31.7,83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0
2017-2018,EPL,Swansea City,Federico Fernández,ar ARG,DF,28,29.7,14,0.47,13,0,0,1,0,0,1,0.03,1,0,0,0,0,0
2017-2018,EPL,Swansea City,Tom Carroll,eng ENG,MF,25,28.6,82,2.87,51,26,1,1,2,1,7,0.25,5,1,0,0,0,1
2017-2018,EPL,Swansea City,Mike van der Hoorn,nl NED,DF,24,21.6,9,0.42,7,0,0,2,0,0,0,0,0,0,0,0,0,0
2017-2018,EPL,Swansea City,Sam Clucas,eng ENG,MF,26,22.7,35,1.54,26,5,0,4,0,0,2,0.09,1,1,0,0,0,0
2017-2018,EPL,Swansea City,Ki Sung-yueng,kr KOR,MF,28,20.8,36,1.73,22,13,0,1,0,0,5,0.24,1,4,0,0,0,0
