Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2017-2018',SerieA,Genoa,Mattia Bani,it ITA,DF,27,13.5,469,425,42,34,0,0,1,0,0,333,2,7
2017-2018',Ligue1,Lens,Simon Banza,cd COD,FW,24,1.4,31,29,1,0,0,1,1,0,0,18,1,1
2017-2018',EPL,Brentford,Shandon Baptiste,gd GRN,MF,23,10.1,308,305,3,1,0,0,8,2,0,257,0,3
2017-2018',SerieA,Hellas Verona,Antonín Barák,cz CZE,"MF,FW",26,26,1107,1081,17,5,2,4,13,6,0,876,9,37
2017-2018',LaLiga,Osasuna,Barbero,es ESP,"FW,MF",22,0.2,11,10,1,0,0,0,0,0,0,7,0,0
2017-2018',Ligue1,Nice,Danilo Barbosa,br BRA,DF,25,1,42,41,1,1,0,0,0,0,0,32,0,0
2017-2018',LaLiga,Granada,Barcia,es ESP,DF,20,0.8,22,22,0,0,0,0,0,0,0,8,0,0
2017-2018',Ligue1,Lyon,Bradley Barcola,fr FRA,"FW,MF",18,2.9,81,80,1,0,0,0,4,0,0,57,0,5
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',Ligue1,Nice,Melvin Bard,fr FRA,DF,20,28.8,1878,1578,297,30,0,4,87,267,0,1508,3,39
2017-2018',LaLiga,Levante,Enis Bardhi,mk MKD,"MF,FW",26,18.9,749,639,103,32,9,15,87,15,52,529,7,19
2017-2018',SerieA,Bologna,Francesco Bardi,it ITA,GK,29,2,49,30,18,5,0,0,0,0,0,33,1,0
2017-2018',LaLiga,Espanyol,Keidi Bare,al ALB,MF,23,16.5,886,845,36,34,2,15,7,2,0,761,5,12
2017-2018',SerieA,Inter,Nicolò Barella,it ITA,MF,24,32.4,1876,1836,31,17,11,15,66,14,0,1554,9,44
2017-2018',LaLiga,Osasuna,Kike Barja,es ESP,"MF,FW",24,9.6,374,355,16,3,1,4,55,11,2,249,3,14
2017-2018',EPL,Chelsea,Ross Barkley,eng ENG,"MF,FW",27,2,128,121,7,0,1,0,7,0,7,106,0,4
2017-2018',Bundesliga,Eint Frankfurt,Aymen Barkok,ma MAR,"MF,DF",23,1.8,70,59,11,0,0,2,2,9,2,52,0,0
2017-2018',EPL,Burnley,Ashley Barnes,eng ENG,FW,31,9,198,191,1,0,1,1,2,0,0,122,6,6
2017-2018',EPL,Leicester City,Harvey Barnes,eng ENG,"FW,MF",23,23.3,756,747,7,0,7,2,45,5,0,550,2,24
2017-2018',LaLiga,Elche,Antonio Barragán,es ESP,DF,34,11.3,542,421,121,36,0,6,33,81,4,423,0,5
2017-2018',Bundesliga,Mainz 05,Leandro Barreiro Martins,lu LUX,MF,21,19.9,536,525,6,5,2,1,8,1,0,375,5,18
2017-2018',LaLiga,Real Sociedad,Ander Barrenetxea,es ESP,"FW,MF",19,6.1,184,184,0,0,1,1,8,0,0,129,0,11
2017-2018',Bundesliga,Arminia,Jacob Barrett Laursen,dk DEN,DF,26,18.1,783,574,209,23,0,3,54,169,17,541,0,33
2017-2018',SerieA,Bologna,Musa Barrow,gm GAM,"FW,MF",22,23.7,923,821,99,26,7,15,112,10,59,698,3,15
2017-2018',Bundesliga,Greuther Fürth,Abdourahmane Barry,gn GUI,DF,21,2.3,111,90,20,3,0,0,7,17,0,85,1,5
2017-2018',LaLiga,Betis,Marc Bartra,es ESP,DF,30,22.1,1131,1089,34,32,2,23,0,2,0,926,8,5
2017-2018',SerieA,Torino,Daniele Baselli,it ITA,"MF,FW",29,1.7,89,82,7,3,0,0,5,0,2,64,0,1
2017-2018',SerieA,Cagliari,Daniele Baselli,it ITA,MF,29,3.2,151,131,20,9,1,0,17,1,10,110,0,3
2017-2018',SerieA,Lazio,Toma Bašić,hr CRO,MF,24,10.9,451,436,14,6,0,1,15,0,0,386,1,5
2017-2018',Ligue1,Bordeaux,Toma Bašić,hr CRO,MF,24,2.3,95,84,11,2,1,0,18,0,9,67,0,2
2017-2018',Ligue1,Metz,Amine Bassi,fr FRA,"MF,FW",23,2,117,99,18,8,0,1,16,1,9,85,0,4
2017-2018',LaLiga,Cádiz,Álvaro Bastida,es ESP,MF,17,2.2,53,52,1,0,0,0,0,0,0,41,0,2
2017-2018',SerieA,Inter,Alessandro Bastoni,it ITA,DF,22,25.7,1810,1684,120,58,2,29,29,30,2,1599,6,25
2017-2018',SerieA,Spezia,Simone Bastoni,it ITA,"MF,DF",24,25.4,1224,1015,201,55,8,13,113,108,38,876,8,37
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',EPL,Leeds United,Lewis Bate,eng ENG,MF,18,1.6,61,60,1,0,0,1,0,0,0,45,0,3
2017-2018',LaLiga,Mallorca,Rodrigo Battaglia,ar ARG,MF,30,13.1,515,483,29,27,0,3,1,1,0,427,3,9
2017-2018',Bundesliga,Greuther Fürth,Maximilian Bauer,de GER,DF,21,18.8,897,849,45,42,0,3,1,2,0,723,3,8
2017-2018',Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,31,33,1523,1232,286,70,0,2,0,0,0,1225,5,2
2017-2018',Bundesliga,Union Berlin,Timo Baumgartl,de GER,DF,25,24.1,1205,1134,66,57,0,10,10,4,0,950,5,8
2017-2018',Bundesliga,Leverkusen,Julian Baumgartlinger,at AUT,"MF,FW",33,1,70,68,2,1,0,0,1,0,0,62,0,0
2017-2018',Bundesliga,Hoffenheim,Christoph Baumgartner,at AUT,"MF,FW",21,21,729,695,32,6,4,4,35,23,2,514,2,18
2017-2018',LaLiga,Real Sociedad,Jon Bautista,es ESP,MF,26,0.5,7,5,2,0,0,0,0,0,0,6,0,0
2017-2018',Ligue1,Bordeaux,Paul Baysse,fr FRA,"MF,DF",33,0.1,4,4,0,0,0,0,0,0,0,2,0,0
2017-2018',Bundesliga,Augsburg,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",24,2.7,51,48,3,0,0,0,10,3,0,30,0,6
2017-2018',LaLiga,Rayo Vallecano,Bebé,cv CPV,FW,31,9.6,332,289,42,17,2,5,87,4,20,208,1,14
2017-2018',Bundesliga,Hoffenheim,Ihlas Bebou,tg TOG,"FW,DF",27,23.2,629,561,65,1,0,1,49,58,0,431,3,31
2017-2018',SerieA,Udinese,Rodrigo Becão,br BRA,DF,25,34.8,1428,1270,157,49,1,3,17,105,0,1117,1,16
2017-2018',EPL,Brentford,Mads Bech Sørensen,dk DEN,DF,22,9.3,514,435,78,6,0,0,10,72,0,393,1,9
2017-2018',Bundesliga,Union Berlin,Sheraldo Becker,sr SUR,"FW,MF",26,19.5,605,597,6,1,3,2,123,2,1,374,2,28
2017-2018',EPL,Southampton,Jan Bednarek,pl POL,DF,25,29.2,1490,1399,90,45,0,6,1,43,0,1201,1,5
2017-2018',EPL,Manchester Utd,Donny van de Beek,nl NED,MF,24,0.8,34,33,0,0,1,0,0,0,0,26,1,2
2017-2018',EPL,Everton,Donny van de Beek,nl NED,MF,24,5.4,250,240,9,1,1,1,6,1,1,206,1,4
2017-2018',EPL,Everton,Asmir Begović,ba BIH,GK,34,3,85,46,39,8,0,0,0,0,0,39,0,1
2017-2018',SerieA,Genoa,Valon Behrami,ch SUI,"MF,FW",36,3.5,66,63,3,1,1,0,2,2,0,44,0,3
2017-2018',Bundesliga,Union Berlin,Kevin Behrens,de GER,FW,30,5.5,195,194,0,0,0,0,2,0,0,125,1,3
2017-2018',Ligue1,Brest,Youcef Belaïli,dz ALG,"MF,FW",29,9.2,390,327,60,19,4,4,50,10,31,271,3,14
2017-2018',SerieA,Salernitana,Vid Belec,si SVN,GK,31,21.5,575,329,245,63,0,0,0,0,0,367,1,1
2017-2018',Bundesliga,Hertha BSC,Ishak Belfodil,dz ALG,FW,29,18.2,471,432,36,1,1,0,12,2,0,327,3,16
2017-2018',Ligue1,Brest,Haris Belkebla,dz ALG,MF,27,25.7,986,949,35,17,0,9,11,6,0,826,2,17
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',Bundesliga,Mainz 05,Stefan Bell,de GER,DF,29,31.8,1545,1495,45,39,0,4,16,6,0,1180,5,21
2017-2018',Bundesliga,Bochum,Armel Bella Kotchap,de GER,DF,19,19.6,739,719,18,10,0,9,2,8,0,565,2,4
2017-2018',SerieA,Cagliari,Raoul Bellanova,it ITA,"DF,FW",21,27.7,933,837,95,4,0,6,96,91,0,667,1,29
2017-2018',Bundesliga,Leverkusen,Karim Bellarabi,de GER,"FW,MF",31,7.6,268,257,11,0,2,1,25,8,3,200,0,10
2017-2018',Ligue1,Strasbourg,Jean-Ricner Bellegarde,fr FRA,MF,23,25.9,1073,1021,46,20,5,7,54,1,25,876,6,22
2017-2018',LaLiga,Betis,Héctor Bellerín,es ESP,DF,26,22,1048,845,200,18,1,4,42,182,0,804,3,27
2017-2018',Bundesliga,Dortmund,Jude Bellingham,eng ENG,MF,18,31,1517,1475,33,23,12,18,14,9,1,1256,9,25
2017-2018',Bundesliga,Arminia,George Bello,us USA,DF,19,4.8,171,134,37,0,1,0,11,35,2,130,0,0
2017-2018',Ligue1,Rennes,Jeanuël Belocian,fr FRA,DF,16,0.1,10,10,0,0,0,0,0,0,0,8,0,0
2017-2018',SerieA,Torino,Andrea Belotti,it ITA,FW,27,15.2,369,341,25,2,2,4,13,1,0,252,3,17
2017-2018',LaLiga,Celta Vigo,Fran Beltrán,es ESP,MF,22,28.9,1893,1821,70,54,1,31,17,2,6,1716,2,16
2017-2018',Ligue1,Lille,Hatem Ben Arfa,fr FRA,"FW,MF",34,3.5,153,134,18,3,1,0,7,1,6,132,1,1
2017-2018',Ligue1,Marseille,Salim Ben Seghir,fr FRA,MF,18,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018',Ligue1,Monaco,Wissam Ben Yedder,fr FRA,FW,30,28.1,688,630,54,2,8,1,14,2,0,496,4,12
2017-2018',SerieA,Fiorentina,Marco Benassi,it ITA,"DF,MF",26,1.8,133,116,17,4,0,3,4,12,0,108,0,4
2017-2018',SerieA,Empoli,Marco Benassi,it ITA,MF,26,4.2,174,161,13,1,1,1,13,9,1,117,0,10
2017-2018',LaLiga,Elche,Darío Benedetto,ar ARG,"FW,MF",31,6.6,112,102,9,0,0,4,6,1,0,72,1,2
2017-2018',Ligue1,Marseille,Darío Benedetto,ar ARG,"FW,MF",31,0.6,12,12,0,0,0,0,0,0,0,9,0,0
2017-2018',Bundesliga,Gladbach,László Bénes,sk SVK,MF,23,2.7,187,160,25,14,0,0,15,1,10,138,2,1
2017-2018',Ligue1,Nice,Walter Benítez,ar ARG,GK,28,37,1036,702,332,72,0,2,0,0,0,777,2,0
2017-2018',LaLiga,Osasuna,Iker Benito,es ESP,"FW,MF",18,1.3,29,27,0,0,0,0,4,0,0,19,2,1
2017-2018',Ligue1,Bordeaux,Loris Benito,ch SUI,DF,29,0.7,52,46,6,1,0,0,0,5,0,42,0,0
2017-2018',LaLiga,Cádiz,Pedro Benito,es ESP,FW,21,0.3,5,5,0,0,0,0,1,0,0,3,0,0
2017-2018',SerieA,Udinese,Filip Benković,hr CRO,"DF,FW",24,0.1,5,5,0,0,0,0,0,0,0,4,0,0
2017-2018',SerieA,Milan,Ismaël Bennacer,dz ALG,MF,23,16.9,1102,1037,61,41,4,12,24,5,15,950,4,9
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',Bundesliga,Gladbach,Keanan Bennetts,eng ENG,"FW,DF",22,0.6,25,23,2,0,0,0,2,2,0,17,0,1
2017-2018',EPL,West Ham,Saïd Benrahma,dz ALG,"FW,MF",25,24.1,841,813,27,4,5,5,74,4,1,632,1,27
2017-2018',Bundesliga,Gladbach,Ramy Bensebaini,dz ALG,DF,26,22.4,1288,1148,132,30,2,5,15,99,1,1046,8,26
2017-2018',Ligue1,Angers,Nabil Bentaleb,dz ALG,MF,26,16.8,913,886,26,23,1,3,3,3,0,755,1,11
2017-2018',EPL,Tottenham,Rodrigo Bentancur,uy URU,MF,24,15.1,1019,1002,17,14,5,8,9,3,0,912,0,14
2017-2018',SerieA,Juventus,Rodrigo Bentancur,uy URU,MF,24,12.8,758,746,11,10,2,2,4,1,0,659,1,11
2017-2018',EPL,Crystal Palace,Christian Benteke,be BEL,FW,30,12.7,305,279,23,1,2,1,0,4,0,196,3,3
2017-2018',LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,33,28.8,1245,1175,57,4,6,10,10,2,8,1043,13,30
2017-2018',SerieA,Hellas Verona,Alessandro Berardi,it ITA,GK,30,1,30,21,9,2,0,0,0,0,0,13,0,0
2017-2018',SerieA,Sassuolo,Domenico Berardi,it ITA,FW,26,31.3,1402,1284,115,43,15,37,102,13,59,996,3,51
2017-2018',LaLiga,Athletic Club,Yuri Berchiche,es ESP,DF,31,11.3,634,509,120,17,0,8,33,103,0,487,5,12
2017-2018',LaLiga,Athletic Club,Álex Berenguer,es ESP,MF,26,24.1,877,760,108,26,7,6,145,6,73,548,9,41
2017-2018',SerieA,Sampdoria,Bartosz Bereszyński,pl POL,DF,29,32.7,1606,1322,279,45,0,7,60,233,1,1251,5,43
2017-2018',EPL,Burnley,Jóhann Berg Guðmundsson,is ISL,MF,30,12.2,341,336,2,0,2,2,44,1,1,209,3,17
2017-2018',Ligue1,Lens,Patrick Berg,no NOR,MF,23,3.4,218,215,3,2,0,3,2,1,0,179,0,1
2017-2018',Ligue1,Reims,Mitchell van Bergen,nl NED,"FW,MF",21,10.9,225,185,36,10,1,0,49,1,19,139,4,8
2017-2018',EPL,Tottenham,Steven Bergwijn,nl NED,"FW,MF",23,6.3,177,171,6,1,1,0,8,4,1,144,0,3
2017-2018',SerieA,Torino,Etrit Berisha,al ALB,GK,32,10,319,211,107,29,0,0,0,0,0,176,1,0
2017-2018',Ligue1,Reims,Valon Berisha,xk KVX,"MF,FW",28,5.1,188,153,33,9,0,4,27,0,20,126,2,2
2017-2018',SerieA,Juventus,Federico Bernardeschi,it ITA,"MF,FW",27,16.4,592,537,52,14,4,11,51,12,26,452,3,17
2017-2018',Ligue1,Angers,Paul Bernardoni,fr FRA,GK,24,13,340,212,127,29,0,2,0,0,0,267,1,0
2017-2018',Ligue1,Saint-Étienne,Paul Bernardoni,fr FRA,GK,24,19,581,384,195,59,0,0,0,0,0,330,2,0
2017-2018',Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",28,10.6,681,619,61,7,1,0,12,54,0,628,1,3
2017-2018',Ligue1,Montpellier,Dimitry Bertaud,cd COD,GK,23,9.3,313,213,99,13,0,0,0,0,0,223,1,0
2017-2018',Ligue1,Clermont Foot,Jason Berthomier,fr FRA,MF,31,19.2,1427,1268,158,77,3,17,133,4,77,1158,1,16
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',SerieA,Spezia,Nicolò Bertola,it ITA,"MF,DF",18,0.4,11,11,0,0,0,0,0,0,0,6,0,1
2017-2018',EPL,Leicester City,Ryan Bertrand,eng ENG,DF,31,3.7,191,142,49,5,0,0,12,34,10,151,0,7
2017-2018',SerieA,Hellas Verona,Daniel Bessa,it ITA,MF,28,8.5,479,453,24,12,0,2,17,3,8,383,2,11
2017-2018',SerieA,Udinese,Beto,gw GNB,FW,23,24.1,362,331,29,0,1,5,2,3,0,247,2,5
2017-2018',Bundesliga,Gladbach,Jordan Beyer,de GER,DF,21,15.4,937,900,36,17,0,5,8,19,0,823,1,6
2017-2018',Ligue1,Troyes,Giulian Biancone,fr FRA,"DF,MF",21,25.5,1279,1106,169,28,2,16,87,141,0,939,4,25
2017-2018',Bundesliga,Wolfsburg,Bartosz Białek,pl POL,"FW,DF",19,2,42,42,0,0,0,0,0,0,0,23,0,2
2017-2018',Bundesliga,Hoffenheim,Ermin Bičakčić,ba BIH,DF,31,0.1,3,3,0,0,0,0,0,0,0,3,0,0
2017-2018',EPL,Brentford,Mads Bidstrup,dk DEN,MF,20,0.5,13,13,0,0,0,0,0,0,0,10,0,1
2017-2018',LaLiga,Elche,Pedro Bigas,es ESP,DF,30,17.2,933,888,40,39,1,10,2,1,0,806,5,3
2017-2018',Ligue1,Reims,El Bilal Touré,ml MLI,FW,19,13.3,330,316,12,0,0,2,4,0,0,242,2,5
2017-2018',Ligue1,Clermont Foot,Jean-Claude Billong,cm CMR,DF,27,10.9,490,478,11,10,0,4,1,1,0,417,1,4
2017-2018',SerieA,Bologna,Luis Binks,eng ENG,DF,19,7.2,338,317,19,18,0,0,1,0,0,271,2,3
2017-2018',SerieA,Fiorentina,Cristiano Biraghi,it ITA,DF,28,35,2600,2017,575,130,0,34,278,324,121,2080,8,55
2017-2018',SerieA,Genoa,Davide Biraschi,it ITA,DF,27,10.3,449,394,53,19,0,3,14,24,0,322,2,7
2017-2018',Bundesliga,Hoffenheim,Tom Bischof,de GER,MF,16,0.2,5,5,0,0,0,0,1,0,0,2,0,0
2017-2018',EPL,Brighton,Yves Bissouma,ml MLI,MF,24,23.5,1193,1172,19,17,3,3,2,2,0,1061,2,15
2017-2018',Ligue1,Paris S-G,Nathan Bitu Mazala,fr FRA,DF,18,0.1,10,8,2,0,0,0,0,2,0,9,0,0
2017-2018',Ligue1,Brest,Marco Bizot,nl NED,GK,30,38,1207,770,435,107,0,0,0,0,0,851,2,0
2017-2018',SerieA,Venezia,Bjarki Bjarkason,is ISL,MF,21,0,2,2,0,0,0,0,0,0,0,1,0,0
2017-2018',LaLiga,Real Madrid,Antonio Blanco,es ESP,MF,21,0.3,20,20,0,0,0,0,0,0,0,18,0,0
2017-2018',Ligue1,Nantes,Ludovic Blas,fr FRA,"MF,FW",23,32.9,1056,974,75,20,3,22,37,12,1,833,7,29
2017-2018',Bundesliga,Bochum,Danny Blum,de GER,FW,30,3.8,181,154,26,11,0,3,31,4,11,112,1,5
2017-2018',Ligue1,Monaco,Myron Boadu,nl NED,FW,20,10.7,167,149,18,0,0,0,0,0,1,128,0,5
2017-2018',Ligue1,Lyon,Jérôme Boateng,de GER,DF,32,18,1135,1095,39,35,2,4,5,2,0,991,1,2
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',Bundesliga,Hertha BSC,Kevin-Prince Boateng,gh GHA,"MF,FW",34,7.7,335,309,24,16,2,8,5,2,0,256,2,4
2017-2018',Ligue1,Angers,Antonin Bobichon,fr FRA,"MF,FW",25,0.4,17,16,1,0,0,0,2,0,1,12,0,0
2017-2018',Bundesliga,Bochum,Herbert Bockhorn,de GER,DF,26,9.4,340,278,61,4,0,1,27,57,0,236,1,13
2017-2018',Bundesliga,Mainz 05,Jean-Paul Boëtius,nl NED,MF,27,20,937,855,71,42,4,10,50,5,24,695,11,14
2017-2018',SerieA,Atalanta,Jeremie Boga,ci CIV,"FW,MF",24,8.5,419,390,28,4,2,2,24,8,16,333,1,11
2017-2018',SerieA,Sassuolo,Jeremie Boga,ci CIV,"FW,MF",24,7.4,266,263,2,0,1,0,7,1,1,216,1,7
2017-2018',SerieA,Salernitana,Luka Bogdan,hr CRO,DF,25,4.4,134,120,13,6,0,0,1,7,0,93,1,2
2017-2018',SerieA,Salernitana,Emil Bohinen,no NOR,MF,22,7.8,294,261,33,22,0,2,20,0,11,231,0,5
2017-2018',Ligue1,Lorient,Quentin Boisgard,fr FRA,"MF,FW",24,10.6,396,349,45,12,1,1,46,4,29,286,2,12
2017-2018',Ligue1,Lens,Charles Boli,fr FRA,"MF,DF",22,0.4,20,17,3,2,0,0,2,0,1,16,0,0
2017-2018',EPL,Wolves,Willy Boly,ci CIV,DF,30,10,558,548,9,8,0,1,0,1,0,468,1,4
2017-2018',SerieA,Fiorentina,Giacomo Bonaventura,it ITA,MF,31,25.2,1206,1153,47,21,7,14,36,4,17,999,6,18
2017-2018',SerieA,Salernitana,Federico Bonazzoli,it ITA,"FW,MF",24,20.7,547,475,70,6,1,19,23,2,11,407,2,19
2017-2018',Bundesliga,Bochum,Tarsis Bonga,de GER,"MF,FW",24,0.2,8,8,0,0,0,0,1,0,0,4,0,2
2017-2018',SerieA,Bologna,Kevin Bonifazi,it ITA,DF,25,13.4,696,662,34,27,2,6,3,5,0,564,0,5
2017-2018',Bundesliga,RB Leipzig,Solomon Bonnah,nl NED,DF,17,0.1,3,3,0,0,0,0,0,0,0,3,0,0
2017-2018',SerieA,Juventus,Leonardo Bonucci,it ITA,DF,34,22.3,1317,1199,108,80,2,24,3,2,0,1136,10,5
2017-2018',Bundesliga,Wolfsburg,Sebastiaan Bornauw,be BEL,DF,22,22.3,1177,1136,36,31,0,4,0,3,0,1007,5,2
2017-2018',Bundesliga,Eint Frankfurt,Rafael Borré,co COL,FW,25,26.4,694,644,48,1,4,1,20,7,1,489,2,31
2017-2018',Ligue1,Lille,Sven Botman,nl NED,DF,21,25,1525,1464,57,52,0,22,0,4,0,1340,4,11
2017-2018',Ligue1,Saint-Étienne,Denis Bouanga,ga GAB,"FW,MF",26,27.1,795,717,76,12,3,32,67,38,20,539,2,17
2017-2018',Ligue1,Nice,Hicham Boudaoui,dz ALG,MF,21,18,665,656,7,2,0,2,49,4,1,499,2,23
2017-2018',Ligue1,Saint-Étienne,Ryad Boudebouz,dz ALG,"MF,FW",31,25,1586,1418,162,102,10,18,106,1,44,1233,6,24
2017-2018',Ligue1,Angers,Sofiane Boufal,ma MAR,"FW,MF",27,25.9,1016,865,147,47,13,11,108,8,83,746,4,25
2017-2018',Ligue1,Metz,Farid Boulaya,dz ALG,"MF,FW",28,17,760,659,89,23,5,16,71,21,37,505,12,23
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',LaLiga,Sevilla,Yassine Bounou,ma MAR,GK,30,31,1072,772,298,57,0,2,0,0,0,819,2,1
2017-2018',Ligue1,Lens,Ismaëlben Boura,km COM,DF,20,1.1,72,64,8,5,0,2,1,3,0,61,0,0
2017-2018',SerieA,Spezia,Mehdi Bourabia,ma MAR,MF,29,3.1,110,94,15,13,0,0,3,0,2,91,1,2
2017-2018',Ligue1,Rennes,Benjamin Bourigeaud,fr FRA,"FW,MF",27,35.5,1942,1665,269,56,10,25,294,42,171,1374,8,43
2017-2018',Ligue1,Lorient,Redwan Bourles,fr FRA,"MF,FW",18,0.2,7,5,2,0,0,0,0,2,0,4,0,0
2017-2018',SerieA,Roma,Edoardo Bove,it ITA,"MF,DF",19,0.8,35,33,2,2,0,1,2,0,0,29,0,0
2017-2018',EPL,West Ham,Jarrod Bowen,eng ENG,FW,24,33.1,863,748,110,18,3,11,141,3,85,574,5,30
2017-2018',Bundesliga,Hertha BSC,Dedryck Boyata,be BEL,DF,30,21.1,805,784,19,19,0,2,0,0,0,675,2,4
2017-2018',LaLiga,Elche,Lucas Boyé,ar ARG,FW,25,19,426,388,34,0,1,5,7,1,0,306,4,15
2017-2018',Ligue1,Lille,Domagoj Bradarić,hr CRO,DF,21,4.6,297,241,55,14,0,1,21,38,3,220,1,5
2017-2018',Ligue1,Nice,Bilal Brahimi,dz ALG,MF,21,4.2,181,151,29,7,0,0,45,8,14,126,1,3
2017-2018',Ligue1,Angers,Bilal Brahimi,dz ALG,FW,21,3.8,95,83,10,0,1,1,11,10,0,66,2,6
2017-2018',LaLiga,Barcelona,Martin Braithwaite,dk DEN,FW,30,2.6,56,54,2,1,0,1,2,0,0,44,0,1
2017-2018',Bundesliga,Dortmund,Julian Brandt,de GER,"MF,FW",25,23.1,1324,1202,117,17,7,5,128,11,89,1022,5,22
2017-2018',EPL,Everton,Jarrad Branthwaite,eng ENG,DF,19,4.3,117,108,9,7,0,0,0,2,0,89,0,1
2017-2018',LaLiga,Osasuna,Darko Brašanac,rs SRB,MF,29,26.7,910,860,45,1,1,2,27,5,0,676,5,35
2017-2018',Ligue1,Brest,Lilian Brassier,fr FRA,DF,21,25.1,1273,1183,90,39,0,25,17,51,0,1012,0,12
2017-2018',LaLiga,Betis,Claudio Bravo,cl CHI,GK,38,16.2,507,330,174,75,0,5,0,0,0,332,3,0
2017-2018',Bundesliga,Leverkusen,Iker Bravo,es ESP,FW,16,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018',Bundesliga,Stuttgart,Fabian Bredlow,de GER,GK,26,4,129,89,40,3,0,0,0,0,0,116,0,0
2017-2018',SerieA,Torino,Josip Brekalo,hr CRO,MF,23,25.4,1166,1043,112,40,7,8,135,13,52,835,11,34
2017-2018',Bundesliga,Wolfsburg,Josip Brekalo,hr CRO,FW,23,0.2,17,17,0,0,0,1,2,0,0,12,0,1
2017-2018',SerieA,Torino,Gleison Bremer,br BRA,DF,24,32.1,1434,1400,30,26,0,2,1,1,0,1166,4,10
2017-2018',Ligue1,Bordeaux,Jimmy Briand,fr FRA,"FW,MF",35,2.5,77,72,5,1,0,0,2,0,1,64,0,3
2017-2018',LaLiga,Granada,Yan Brice Eteki,cm CMR,MF,23,3.8,127,127,0,0,0,2,0,0,0,95,0,2
2017-2018',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2017-2018',Bundesliga,RB Leipzig,Brian Brobbey,nl NED,"FW,MF",19,1.5,32,31,1,0,0,0,1,0,0,28,0,0
2017-2018',EPL,Southampton,Armando Broja,al ALB,FW,19,21.9,404,402,2,0,1,1,8,0,0,243,0,13
2017-2018',Ligue1,Metz,Dylan Bronn,tn TUN,DF,26,28.3,1185,1090,92,64,4,11,12,28,0,955,3,12
2017-2018',Bundesliga,Wolfsburg,John Brooks,us USA,DF,28,29.1,1736,1654,77,67,1,34,4,9,0,1443,5,13
2017-2018',Bundesliga,Mainz 05,Daniel Brosinski,de GER,DF,33,4.3,243,174,69,5,0,0,23,58,6,160,0,5
2017-2018',EPL,Burnley,Josh Brownhill,eng ENG,MF,25,32.8,1196,1114,70,22,1,10,53,6,22,891,12,22
2017-2018',SerieA,Inter,Marcelo Brozović,hr CRO,MF,28,32.6,2608,2484,121,108,6,36,23,7,5,2401,3,16
2017-2018',Bundesliga,Arminia,Cédric Brunner,ch SUI,DF,27,24.3,1126,838,284,22,1,4,70,251,11,731,4,23
2017-2018',EPL,Leicester City,Lewis Brunt,eng ENG,MF,20,0.3,21,21,0,0,0,1,0,0,0,21,0,0
2017-2018',Bundesliga,Hoffenheim,Jacob Bruun Larsen,dk DEN,"FW,MF",22,9,286,273,12,1,2,1,10,9,1,207,1,10
2017-2018',LaLiga,Osasuna,Ante Budimir,hr CRO,FW,30,19.3,358,335,18,0,2,1,7,3,0,204,5,10
2017-2018',EPL,Aston Villa,Emi Buendía,ar ARG,"MF,FW",24,21.1,902,834,63,18,21,3,34,12,17,711,5,19
2017-2018',Ligue1,Nantes,Osman Bukari,gh GHA,"FW,MF",22,11.2,299,293,5,0,1,0,15,4,1,220,1,8
2017-2018',SerieA,Genoa,Aleksander Buksa,pl POL,FW,18,0.7,15,15,0,0,1,0,0,0,0,5,0,1
2017-2018',SerieA,Torino,Alessandro Buongiorno,it ITA,DF,22,13.1,559,539,18,15,1,3,6,3,0,451,2,7
2017-2018',Bundesliga,Greuther Fürth,Sascha Burchert,de GER,GK,31,14,560,399,157,42,0,0,0,0,0,334,4,0
