Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2022-2023',LaLiga,Elche,Federico Fernández,ar ARG,DF,33,1,14,13,1,1,0,0,0,0,0,8,0,0
2022-2023',LaLiga,Valladolid,Joaquín Fernández,es ESP,DF,26,24,994,943,46,31,0,14,1,8,0,820,5,9
2022-2023',LaLiga,Girona,Valery Fernández,es ESP,"MF,DF",22,10.7,356,323,33,3,0,0,23,27,2,295,0,11
2022-2023',LaLiga,Almería,Fernando,es ESP,GK,32,36.5,1313,836,472,131,0,2,0,0,0,919,5,1
2022-2023',LaLiga,Sevilla,Fernando,br BRA,"MF,DF",35,17.5,873,836,31,25,0,21,2,3,0,768,6,6
2022-2023',SerieA,Sampdoria,Alex Ferrari,it ITA,DF,28,9.6,456,433,23,21,0,3,4,2,0,384,0,8
2022-2023',SerieA,Cremonese,Alex Ferrari,it ITA,DF,28,11.2,458,415,43,18,0,4,6,25,0,339,0,8
2022-2023',SerieA,Spezia,Salvador Ferrer,es ESP,DF,24,1.5,95,81,14,1,0,0,1,13,0,73,0,1
2022-2023',Ligue1,Montpellier,Jordan Ferri,fr FRA,MF,30,30.4,1989,1880,101,83,7,17,30,14,1,1695,8,25
2022-2023',LaLiga,Elche,Fidel,es ESP,"MF,FW",32,19,897,842,46,9,7,14,57,6,31,631,9,35
2022-2023',Ligue1,Strasbourg,Karol Fila,pl POL,DF,24,0.5,41,39,2,0,0,0,3,2,0,33,0,0
2022-2023',SerieA,Salernitana,Vincenzo Fiorillo,it ITA,GK,32,1,24,17,7,2,0,0,0,0,0,16,0,0
2022-2023',EPL,Liverpool,Roberto Firmino,br BRA,"FW,MF",30,13.5,566,548,16,1,8,0,12,6,0,444,2,21
2022-2023',EPL,Leeds United,Junior Firpo,do DOM,DF,25,15.2,621,505,114,8,1,1,12,106,0,454,2,18
2022-2023',Bundesliga,Wolfsburg,Kilian Fischer,de GER,"DF,FW",21,5.6,273,210,63,4,0,0,12,59,0,223,0,9
2022-2023',Bundesliga,Freiburg,Mark Flekken,nl NED,GK,29,34,1468,1138,324,93,0,15,0,0,0,1035,6,2
2022-2023',Bundesliga,Schalke 04,Florian Flick,de GER,MF,22,5.7,185,180,3,3,0,1,1,0,0,129,2,3
2022-2023',Ligue1,Reims,Alexis Flips,fr FRA,"FW,MF",22,22,1034,872,154,49,10,10,139,56,45,690,8,35
2022-2023',SerieA,Milan,Alessandro Florenzi,it ITA,DF,31,2.3,172,136,35,7,0,1,22,22,6,130,1,0
2022-2023',EPL,Manchester City,Phil Foden,eng ENG,FW,22,20.5,1111,1046,61,9,4,4,91,13,39,904,4,32
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Lens,Seko Fofana,ci CIV,MF,27,34.1,1820,1806,12,10,5,17,54,2,0,1590,2,32
2022-2023',EPL,Leicester City,Wesley Fofana,fr FRA,DF,21,2,140,138,1,1,0,0,0,0,0,117,1,3
2022-2023',EPL,Chelsea,Wesley Fofana,fr FRA,DF,21,13.1,872,842,29,23,0,3,3,6,0,779,1,4
2022-2023',Ligue1,Angers,Yahia Fofana,ci CIV,GK,21,11,325,229,96,27,0,0,0,0,0,227,0,0
2022-2023',Ligue1,Monaco,Youssouf Fofana,fr FRA,MF,23,34.3,1738,1683,44,30,11,13,7,3,0,1419,11,21
2022-2023',Ligue1,Reims,Thomas Foket,be BEL,DF,27,22,1257,1039,214,14,0,6,57,200,0,1011,4,32
2022-2023',Ligue1,Lille,José Fonte,pt POR,DF,38,28.8,1979,1868,107,78,0,12,3,5,0,1781,4,7
2022-2023',EPL,West Ham,Pablo Fornals,es ESP,"FW,MF",26,16.7,771,719,48,6,7,10,59,7,21,557,4,22
2022-2023',Bundesliga,RB Leipzig,Emil Forsberg,se SWE,"MF,FW",30,16.5,520,499,18,4,3,2,17,4,8,422,3,10
2022-2023',EPL,Leeds United,Adam Forshaw,eng ENG,MF,30,5.3,244,222,22,7,0,2,20,2,9,196,0,4
2022-2023',EPL,Tottenham,Fraser Forster,eng ENG,GK,34,13.5,363,241,121,28,0,0,0,0,0,266,1,1
2022-2023',Bundesliga,Bochum,Philipp Förster,de GER,MF,27,14.5,546,450,92,33,2,2,77,11,41,394,4,14
2022-2023',Ligue1,Lens,Steven Fortes,cv CPV,DF,30,0.1,3,3,0,0,0,0,0,0,0,1,0,0
2022-2023',Bundesliga,Leverkusen,Timothy Fosu-Mensah,nl NED,DF,24,2.1,119,96,22,2,0,1,4,20,0,93,1,3
2022-2023',LaLiga,Valencia,Dimitri Foulquier,fr FRA,DF,29,19.3,932,712,217,22,0,2,86,194,1,663,3,37
2022-2023',LaLiga,Villarreal,Juan Foyth,ar ARG,DF,24,21.8,1276,1058,211,41,4,14,10,170,0,1116,7,13
2022-2023',Bundesliga,Augsburg,Raphael Framberger,de GER,"DF,FW",26,2,64,44,20,0,0,0,4,20,0,33,0,3
2022-2023',EPL,Fulham,Tyrese Francois,au AUS,FW,22,0,2,2,0,0,0,0,0,0,0,2,0,0
2022-2023',Bundesliga,Wolfsburg,Bartol Franjić,hr CRO,MF,22,2.5,79,79,0,0,0,0,1,0,0,61,0,1
2022-2023',Ligue1,Lens,Przemysław Frankowski,pl POL,"DF,MF",27,31.5,1828,1414,409,64,2,5,255,234,111,1364,5,33
2022-2023',EPL,Newcastle Utd,Ryan Fraser,sct SCO,FW,28,3.5,122,112,7,2,0,0,13,2,3,85,3,4
2022-2023',SerieA,Sassuolo,Davide Frattesi,it ITA,MF,22,31.9,1024,998,25,19,6,21,21,6,0,812,1,25
2022-2023',Bundesliga,Gladbach,Oscar Fraulo,dk DEN,"FW,MF",18,0.1,16,16,0,0,0,0,0,0,0,10,0,0
2022-2023',EPL,Manchester Utd,Fred,br BRA,MF,29,13.9,781,761,16,9,7,1,14,1,3,618,4,26
2022-2023',EPL,Bournemouth,Ryan Fredericks,eng ENG,DF,29,5.9,220,177,43,1,0,0,15,42,0,149,0,11
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',LaLiga,Valladolid,Iván Fresneda,es ESP,DF,17,19.4,922,729,190,19,1,0,59,171,0,710,3,30
2022-2023',EPL,Nott'ham Forest,Remo Freuler,ch SUI,MF,30,24,836,812,23,20,0,2,5,2,0,664,1,17
2022-2023',Bundesliga,Schalke 04,Michael Frey,ch SUI,FW,28,9.6,222,214,7,0,2,0,8,1,0,127,1,9
2022-2023',Bundesliga,Werder Bremen,Marco Friedl,at AUT,DF,24,28.8,1731,1636,90,58,1,35,27,22,10,1407,5,18
2022-2023',Bundesliga,Gladbach,Marvin Friedrich,de GER,DF,26,13.9,965,928,33,30,1,7,1,3,0,830,4,8
2022-2023',Bundesliga,Leverkusen,Jeremie Frimpong,nl NED,"DF,MF",21,30.1,1232,992,239,13,0,4,70,226,0,982,1,35
2022-2023',Bundesliga,Stuttgart,Chris Führich,de GER,"FW,MF",24,20.9,704,633,69,9,2,13,50,21,31,552,2,15
2022-2023',Ligue1,Lens,Angelo Fulgini,fr FRA,"MF,FW",25,9.5,501,423,75,23,5,0,62,4,47,380,3,9
2022-2023',Bundesliga,Mainz 05,Angelo Fulgini,fr FRA,MF,25,5.8,238,230,7,0,1,1,7,5,1,188,1,3
2022-2023',Bundesliga,Werder Bremen,Niclas Füllkrug,de GER,FW,29,27.5,929,908,17,0,4,15,20,1,0,581,4,36
2022-2023',SerieA,Milan,Matteo Gabbia,it ITA,DF,22,6.8,359,346,13,7,0,1,2,1,0,289,0,2
2022-2023',SerieA,Sampdoria,Manolo Gabbiadini,it ITA,"FW,MF",30,26.2,625,590,32,4,9,2,25,5,12,428,3,23
2022-2023',SerieA,Napoli,Gianluca Gaetano,it ITA,MF,22,0.8,62,58,2,2,0,0,1,0,0,48,2,1
2022-2023',SerieA,Inter,Roberto Gagliardini,it ITA,MF,28,8.7,355,348,5,4,1,1,7,1,0,297,2,3
2022-2023',SerieA,Hellas Verona,Adolfo Gaich,ar ARG,FW,23,8.1,165,160,4,0,0,0,0,0,0,94,1,4
2022-2023',EPL,Liverpool,Cody Gakpo,nl NED,"FW,MF",23,16.2,392,381,9,0,3,0,17,2,4,293,2,11
2022-2023',LaLiga,Celta Vigo,Javi Galán,es ESP,DF,27,35.1,2039,1600,427,56,2,19,162,344,27,1577,12,47
2022-2023',LaLiga,Mallorca,Iñigo Ruiz de Galarreta,es ESP,MF,28,27.2,1243,1178,58,35,5,18,54,1,22,1016,7,20
2022-2023',SerieA,Cremonese,Pablo Galdames Millán,cl CHI,MF,25,8.2,302,267,35,16,2,9,22,3,12,211,0,9
2022-2023',EPL,Chelsea,Conor Gallagher,eng ENG,MF,22,18,871,818,50,13,1,6,49,10,21,706,3,29
2022-2023',SerieA,Lecce,Antonino Gallo,it ITA,DF,22,27.6,1254,980,267,20,0,14,89,247,0,843,7,24
2022-2023',Ligue1,Troyes,Gauthier Gallon,fr FRA,GK,29,29.6,951,599,349,108,0,5,0,0,0,633,3,0
2022-2023',Bundesliga,Bochum,Cristian Gamboa,cr CRC,DF,32,16.4,684,572,109,2,1,3,43,107,0,458,3,12
2022-2023',Ligue1,Strasbourg,Kévin Gameiro,fr FRA,FW,35,23.3,747,706,39,1,8,1,19,3,0,591,2,30
2022-2023',EPL,Everton,Idrissa Gana Gueye,sn SEN,MF,32,28.6,1226,1205,17,13,1,4,10,3,0,1025,4,23
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Ligue1,Nantes,Ignatius Ganago,cm CMR,"FW,MF",23,16.9,349,335,12,1,1,2,22,1,0,212,2,16
2022-2023',Ligue1,Lens,Ignatius Ganago,cm CMR,FW,23,0.7,11,9,2,0,0,0,0,0,0,10,0,0
2022-2023',Bundesliga,Bochum,Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",26,2.7,87,82,5,0,0,0,1,0,0,49,0,1
2022-2023',LaLiga,Girona,Aleix García,es ESP,MF,25,26,1657,1441,203,101,3,43,179,13,88,1370,13,22
2022-2023',LaLiga,Rayo Vallecano,Álvaro García,es ESP,"FW,MF",29,31.9,1036,968,61,4,1,4,159,53,4,664,7,49
2022-2023',LaLiga,Girona,Borja García,es ESP,"MF,FW",31,7.5,281,270,10,3,3,0,17,0,6,217,1,7
2022-2023',LaLiga,Cádiz,Carlos García,es ESP,DF,22,0.3,24,23,1,1,0,0,0,0,0,20,0,0
2022-2023',LaLiga,Athletic Club,Dani García,es ESP,MF,32,16.5,720,688,29,28,3,7,5,0,0,571,3,8
2022-2023',LaLiga,Osasuna,David García,es ESP,DF,28,29.8,1424,1385,38,36,1,14,2,2,0,1152,1,8
2022-2023',LaLiga,Barcelona,Eric García,es ESP,"DF,MF",21,15.7,1257,1205,50,33,2,13,0,16,0,1142,2,8
2022-2023',LaLiga,Rayo Vallecano,Fran Garcia,es ESP,DF,22,37.9,2071,1688,379,24,1,8,156,355,0,1626,4,61
2022-2023',LaLiga,Espanyol,Joan García,es ESP,GK,21,1,30,26,4,1,0,0,0,0,0,26,0,0
2022-2023',LaLiga,Athletic Club,Raúl García,es ESP,"FW,MF",36,10.7,318,306,10,2,1,3,13,4,0,199,2,9
2022-2023',LaLiga,Osasuna,Rubén García,es ESP,"FW,MF",29,12.9,567,493,71,30,6,5,79,3,35,411,3,15
2022-2023',LaLiga,Osasuna,Unai García,es ESP,DF,30,19,803,759,44,34,0,27,3,9,0,638,0,3
2022-2023',EPL,Manchester Utd,Alejandro Garnacho,ar ARG,"FW,MF",18,6.3,187,187,0,0,0,2,2,0,0,150,0,7
2022-2023',EPL,Everton,James Garner,eng ENG,"MF,DF",21,8.9,353,310,41,6,0,2,37,16,17,256,2,9
2022-2023',LaLiga,Betis,Felix Garreta,es ESP,DF,18,1,40,38,1,1,0,0,0,0,0,34,1,0
2022-2023',LaLiga,Barcelona,Aleix Garrido,es ESP,FW,18,0.1,3,3,0,0,0,0,1,0,0,2,0,0
2022-2023',LaLiga,Valladolid,Sékou Gassama,sn SEN,FW,27,0.4,9,7,2,0,0,0,0,0,0,7,0,0
2022-2023',Ligue1,Clermont Foot,Johan Gastien,fr FRA,MF,34,28.9,2103,1900,200,144,3,23,67,10,46,1743,3,24
2022-2023',SerieA,Juventus,Federico Gatti,it ITA,DF,24,16.1,957,923,31,21,0,23,3,8,0,808,3,11
2022-2023',LaLiga,Barcelona,Gavi,es ESP,"MF,FW",17,28.1,1206,1157,45,13,8,13,38,9,0,1026,4,27
2022-2023',LaLiga,Girona,Paulo Gazzaniga,ar ARG,GK,30,28,1070,738,326,83,0,3,0,0,0,783,6,0
2022-2023',EPL,Manchester Utd,David de Gea,es ESP,GK,31,38,1218,968,243,64,1,3,0,0,0,866,7,1
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Bundesliga,Eint Frankfurt,Dario Gebuhr,de GER,DF,19,0.2,13,12,0,0,0,0,0,0,0,10,1,1
2022-2023',Bundesliga,Hoffenheim,Dennis Geiger,de GER,MF,24,21.7,852,741,107,42,2,4,49,3,42,697,4,17
2022-2023',EPL,Leeds United,Joe Gelhardt,eng ENG,FW,20,2.4,67,62,3,0,1,0,1,0,0,43,2,4
2022-2023',SerieA,Lecce,Valentin Gendrey,fr FRA,DF,22,34.5,1448,1076,367,15,1,8,74,352,0,1031,5,33
2022-2023',Ligue1,Toulouse,Denis Genreau,au AUS,MF,23,7.3,323,313,10,1,0,2,16,4,0,243,0,17
2022-2023',Bundesliga,Wolfsburg,Yannick Gerhardt,de GER,MF,28,20.7,674,639,30,13,2,4,18,5,3,503,5,25
2022-2023',Ligue1,Montpellier,Valère Germain,fr FRA,"FW,MF",32,7.6,214,202,11,0,1,0,6,1,0,147,1,8
2022-2023',Ligue1,Marseille,Gerson,br BRA,MF,25,4.6,185,177,7,1,0,1,3,5,1,150,1,7
2022-2023',Ligue1,Paris S-G,Ismaël Gharbi,es ESP,"MF,FW",18,0.6,36,33,3,2,0,0,0,0,1,32,0,0
2022-2023',SerieA,Cremonese,Paolo Ghiglione,it ITA,DF,25,7.9,285,227,58,1,0,2,39,55,2,159,0,11
2022-2023',EPL,Brentford,Saman Ghoddos,ir IRN,"MF,FW",28,1.5,79,68,11,3,1,0,7,3,4,59,0,1
2022-2023',Ligue1,Angers,Faouzi Ghoulam,dz ALG,DF,31,5.3,329,242,86,22,0,1,38,48,15,233,1,10
2022-2023',EPL,Wolves,Morgan Gibbs-White,eng ENG,"FW,MF",22,2,95,88,7,2,0,1,8,1,4,75,0,2
2022-2023',EPL,Nott'ham Forest,Morgan Gibbs-White,eng ENG,"MF,FW",22,33,1078,891,171,62,16,8,161,5,94,659,16,30
2022-2023',Bundesliga,Union Berlin,Niko Gießelmann,de GER,DF,30,14.5,744,521,221,23,0,3,88,165,33,496,2,25
2022-2023',Ligue1,Marseille,Samuel Gigot,fr FRA,DF,28,20.9,1130,1077,51,32,0,1,1,6,0,985,2,2
2022-2023',Bundesliga,Augsburg,Rafał Gikiewicz,pl POL,GK,34,23,1152,829,321,87,0,3,0,0,0,846,2,1
2022-2023',EPL,Tottenham,Bryan Gil,es ESP,"MF,FW",21,1.6,60,57,3,1,0,0,2,1,0,47,0,3
2022-2023',LaLiga,Sevilla,Bryan Gil,es ESP,"FW,DF",21,10.2,374,330,40,3,0,2,29,32,5,284,4,17
2022-2023',LaLiga,Cádiz,David Gil,es ESP,GK,28,4,129,75,54,18,0,1,0,0,0,66,0,0
2022-2023',LaLiga,Espanyol,Óscar Gil,es ESP,DF,25,28.4,991,737,252,16,1,3,38,236,0,757,2,34
2022-2023',SerieA,Lazio,Mario Gila,es ESP,DF,21,1,61,56,5,3,0,0,0,2,0,56,0,0
2022-2023',EPL,Brighton,Billy Gilmour,sct SCO,MF,21,5.6,408,403,2,2,2,1,2,0,0,364,3,3
2022-2023',LaLiga,Cádiz,Álvaro Giménez,es ESP,FW,31,0.2,2,2,0,0,0,0,0,0,0,2,0,0
2022-2023',SerieA,Torino,Gvidas Gineitis,lt LTU,MF,18,1.5,90,87,3,1,0,0,0,2,0,75,0,3
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',Bundesliga,Freiburg,Matthias Ginter,de GER,DF,28,34,1903,1826,68,58,2,12,8,4,0,1566,9,10
2022-2023',Ligue1,Nantes,Andrei Girotto,br BRA,"DF,MF",30,35,1750,1702,43,40,1,16,9,3,0,1445,5,12
2022-2023',SerieA,Milan,Olivier Giroud,fr FRA,FW,35,23.8,560,527,32,2,1,1,5,1,0,351,1,13
2022-2023',Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",27,21.6,873,830,37,0,4,1,39,14,9,693,6,22
2022-2023',EPL,Leeds United,Wilfried Gnonto,it ITA,"FW,MF",18,15,512,482,26,1,4,0,42,13,10,370,4,35
2022-2023',EPL,Everton,Ben Godfrey,eng ENG,DF,24,8.9,281,232,48,1,0,0,7,47,0,182,1,9
2022-2023',SerieA,Fiorentina,Pierluigi Gollini,it ITA,GK,27,3,126,111,15,4,0,0,0,0,0,96,0,0
2022-2023',SerieA,Napoli,Pierluigi Gollini,it ITA,GK,27,4,159,123,36,5,0,1,0,0,0,136,0,0
2022-2023',Ligue1,Monaco,Aleksandr Golovin,ru RUS,"MF,FW",26,27.4,1099,989,103,26,8,8,111,17,60,769,7,35
2022-2023',Ligue1,Lille,André Gomes,pt POR,MF,29,18.1,1334,1305,25,18,3,13,11,5,2,1179,4,22
2022-2023',Ligue1,Lille,Angel Gomes,eng ENG,MF,21,31.3,1767,1699,64,35,8,24,49,1,26,1517,4,18
2022-2023',EPL,Wolves,João Gomes,br BRA,MF,21,7.3,322,307,14,11,0,3,8,1,1,250,1,9
2022-2023',EPL,Wolves,Toti Gomes,pt POR,DF,23,10.9,555,499,55,7,0,5,9,48,0,460,1,5
2022-2023',LaLiga,Espanyol,Dani Gómez,es ESP,"MF,FW",24,1,17,16,1,0,0,0,2,1,0,13,0,2
2022-2023',EPL,Liverpool,Joe Gomez,eng ENG,DF,25,16.3,1361,1316,39,6,2,11,4,30,0,1166,6,5
2022-2023',LaLiga,Valencia,Maxi Gómez,uy URU,FW,25,1.2,14,13,1,0,0,0,0,0,0,9,0,0
2022-2023',LaLiga,Osasuna,Moi Gómez,es ESP,"MF,FW",28,27.3,1559,1413,140,71,1,34,115,6,62,1314,6,26
2022-2023',LaLiga,Sevilla,Papu Gómez,ar ARG,"FW,MF",34,11.8,535,500,34,8,2,8,40,13,11,450,1,6
2022-2023',LaLiga,Espanyol,Sergi Gómez,es ESP,DF,30,26,1132,1070,59,49,0,11,3,7,0,968,3,3
2022-2023',EPL,Manchester City,Sergio Gómez,es ESP,"DF,MF",21,3.9,317,287,30,5,0,0,8,22,3,279,0,7
2022-2023',LaLiga,Atlético Madrid,Antonio Gomis,es ESP,GK,19,0.1,3,1,2,1,0,0,0,0,0,0,0,0
2022-2023',Ligue1,Clermont Foot,Maxime Gonalons,fr FRA,MF,33,16.1,835,801,31,30,1,21,3,1,0,736,3,12
2022-2023',LaLiga,Elche,Diego González,es ESP,DF,27,10.6,382,351,31,18,0,2,1,13,0,299,0,6
2022-2023',LaLiga,Betis,Édgar González,es ESP,DF,25,19.7,892,867,22,22,0,2,0,0,0,792,3,7
2022-2023',LaLiga,Mallorca,Giovanni González,uy URU,DF,27,10.3,428,363,64,2,0,0,20,62,0,336,1,5
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',SerieA,Lecce,Joan Gonzàlez,es ESP,MF,20,24.4,782,733,45,7,3,9,26,13,1,598,4,16
2022-2023',SerieA,Fiorentina,Nicolás González,ar ARG,"FW,MF",24,15,571,542,25,9,1,12,31,14,2,381,4,19
2022-2023',LaLiga,Valencia,Nicolás González,es ESP,MF,20,15.6,778,748,28,26,2,5,3,1,0,676,2,8
2022-2023',Ligue1,Ajaccio,Oumar Gonzalez,cm CMR,DF,24,28.6,1102,1058,43,41,1,1,3,2,0,899,1,5
2022-2023',LaLiga,Betis,Roberto González,es ESP,"FW,MF",21,0.6,29,22,7,1,0,0,5,0,6,25,0,1
2022-2023',Bundesliga,Bochum,Jacek Góralski,pl POL,MF,29,1.6,39,35,4,4,0,1,0,0,0,31,0,1
2022-2023',EPL,Newcastle Utd,Anthony Gordon,eng ENG,"FW,MF",21,5.4,198,191,4,1,2,0,9,1,2,162,3,4
2022-2023',EPL,Everton,Anthony Gordon,eng ENG,FW,21,12.2,280,272,7,0,1,1,25,1,2,193,1,10
2022-2023',Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,27,19.2,1012,984,24,18,4,2,10,4,0,826,4,13
2022-2023',LaLiga,Real Sociedad,Andoni Gorosabel,es ESP,DF,25,19,1049,834,213,29,0,2,41,184,0,888,2,20
2022-2023',SerieA,Inter,Robin Gosens,de GER,DF,28,13.2,660,570,86,1,1,3,43,85,0,506,4,14
2022-2023',Bundesliga,Eint Frankfurt,Mario Götze,de GER,MF,30,30.4,1527,1397,119,28,12,9,102,14,38,1130,11,48
2022-2023',Ligue1,Nice,Amine Gouiri,dz ALG,"FW,MF",22,2.5,74,66,6,1,0,0,6,0,3,53,2,7
2022-2023',Ligue1,Rennes,Amine Gouiri,dz ALG,"FW,MF",22,28,742,718,22,0,5,2,10,1,0,588,2,26
2022-2023',Bundesliga,Augsburg,Jeffrey Gouweleeuw,nl NED,DF,31,31.1,1481,1375,95,89,7,12,8,5,0,1036,11,16
2022-2023',Ligue1,Lens,Jonathan Gradit,fr FRA,DF,29,31.4,2093,2016,71,57,4,14,15,8,0,1875,6,14
2022-2023',LaLiga,Espanyol,José Gragera,es ESP,"MF,DF",21,5.1,208,200,8,7,0,1,0,1,0,178,0,0
2022-2023',SerieA,Empoli,Alberto Grassi,it ITA,MF,27,13.3,559,538,19,19,0,1,0,0,0,453,2,8
2022-2023',Bundesliga,Bayern Munich,Ryan Gravenberch,nl NED,MF,20,6.4,373,365,6,1,0,3,6,2,3,326,2,9
2022-2023',SerieA,Torino,Andrew Gravillon,gp GLP,DF,24,3.5,163,156,6,4,0,3,3,2,0,131,1,1
2022-2023',Ligue1,Reims,Andrew Gravillon,gp GLP,DF,24,11.5,445,384,58,19,2,5,16,39,0,330,3,7
2022-2023',EPL,Everton,Demarai Gray,jm JAM,"FW,MF",26,27.9,838,666,172,57,2,8,173,7,74,579,0,38
2022-2023',Ligue1,Lorient,Adrian Grbić,at AUT,"MF,FW",25,0.3,2,2,0,0,0,0,0,0,0,1,0,1
2022-2023',LaLiga,Atlético Madrid,Ivo Grbić,hr CRO,GK,26,10.2,330,207,122,23,0,0,0,0,0,219,1,0
2022-2023',EPL,Manchester City,Jack Grealish,eng ENG,FW,26,22.8,1072,1011,56,7,6,8,53,25,24,902,5,35
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',EPL,Leeds United,Sam Greenwood,eng ENG,"MF,FW",20,4.7,186,143,43,15,0,1,43,2,26,107,0,2
2022-2023',Bundesliga,Freiburg,Michael Gregoritsch,at AUT,FW,28,23.9,541,529,7,1,1,3,13,5,0,297,5,14
2022-2023',LaLiga,Mallorca,Dominik Greif,sk SVK,GK,25,1,38,20,18,3,0,0,0,0,0,23,0,0
2022-2023',Bundesliga,Schalke 04,Leo Greiml,at AUT,DF,21,4,197,191,6,4,1,0,3,2,0,160,0,1
2022-2023',LaLiga,Mallorca,Clément Grenier,fr FRA,MF,31,8,356,311,42,19,0,9,34,0,19,256,3,5
2022-2023',LaLiga,Atlético Madrid,Antoine Griezmann,fr FRA,"FW,MF",31,31.8,1597,1457,136,34,16,20,131,6,72,1236,4,39
2022-2023',Bundesliga,Freiburg,Vincenzo Grifo,it ITA,"MF,FW",29,26.8,1336,1155,174,80,5,16,135,16,67,977,7,27
2022-2023',Bundesliga,Union Berlin,Lennart Grill,de GER,GK,23,5,214,181,33,16,0,0,0,0,0,147,0,1
2022-2023',Bundesliga,Werder Bremen,Christian Groß,de GER,MF,33,21,860,824,34,24,1,5,6,1,0,695,2,19
2022-2023',EPL,Brighton,Pascal Groß,de GER,"MF,DF",31,36,2347,2004,333,87,9,20,224,86,140,1879,10,50
2022-2023',Bundesliga,Mainz 05,Brajan Gruda,de GER,MF,18,0,4,4,0,0,0,0,1,0,0,2,0,0
2022-2023',Bundesliga,Werder Bremen,Ilia Gruev,bg BUL,MF,22,17.6,780,726,53,26,3,3,11,3,2,673,1,11
2022-2023',Bundesliga,Augsburg,Carlos Gruezo,ec ECU,MF,27,10.7,276,270,5,5,1,5,2,0,0,199,1,3
2022-2023',EPL,Crystal Palace,Vicente Guaita,es ESP,GK,35,27,845,590,251,45,0,4,0,0,0,610,4,0
2022-2023',LaLiga,Betis,Andrés Guardado,mx MEX,MF,35,15.3,870,806,63,45,3,14,9,11,7,739,1,14
2022-2023',LaLiga,Valladolid,Sergi Guardiola,es ESP,FW,31,5.6,117,108,8,0,0,0,3,0,0,74,1,6
2022-2023',LaLiga,Cádiz,Sergi Guardiola,es ESP,FW,31,12.9,294,278,15,0,0,0,14,0,0,203,1,12
2022-2023',LaLiga,Sevilla,Nemanja Gudelj,rs SRB,"DF,MF",30,30.9,1602,1527,70,57,1,9,3,6,0,1445,5,4
2022-2023',Ligue1,Lille,Gabriel Gudmundsson,se SWE,"DF,FW",23,9.3,455,363,92,10,0,1,33,81,1,369,0,9
2022-2023',EPL,Wolves,Gonçalo Guedes,pt POR,"FW,MF",25,7.9,201,182,19,2,0,4,27,2,14,138,0,8
2022-2023',Ligue1,Montpellier,Axel Gueguin,fr FRA,"FW,MF",17,0.3,11,10,1,0,0,0,1,0,1,7,0,0
2022-2023',EPL,Crystal Palace,Marc Guéhi,eng ENG,DF,22,37,2208,2124,79,75,3,29,0,2,0,1883,5,12
2022-2023',Ligue1,Marseille,Mattéo Guendouzi,fr FRA,MF,23,23.4,1267,1220,44,27,5,6,24,8,4,1094,3,25
2022-2023',LaLiga,Valencia,Javier Guerra,es ESP,MF,19,6.7,239,233,3,3,0,4,8,0,0,188,3,4
2022-2023',Bundesliga,Dortmund,Raphaël Guerreiro,pt POR,"DF,MF",28,25.4,1811,1544,266,54,5,6,114,164,48,1495,1,38
2022-2023',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2022-2023',SerieA,Udinese,Axel Guessand,fr FRA,DF,17,0.9,22,21,1,0,0,0,0,1,0,17,0,0
2022-2023',Ligue1,Nantes,Evann Guessand,ci CIV,"FW,MF",21,14,308,300,4,1,2,2,31,1,0,196,4,12
2022-2023',LaLiga,Real Sociedad,Ander Guevara,es ESP,MF,25,2.5,179,178,0,0,1,0,0,0,0,161,1,2
2022-2023',LaLiga,Sevilla,Pape Gueye,sn SEN,MF,23,13,553,536,15,15,1,10,18,0,0,447,2,10
2022-2023',Ligue1,Marseille,Pape Gueye,sn SEN,"MF,DF",23,5.5,320,304,15,9,0,2,3,6,0,271,1,2
2022-2023',Bundesliga,Wolfsburg,Josuha Guilavogui,fr FRA,"DF,MF",31,13.1,805,770,34,22,0,4,2,3,0,678,1,7
