Season,League,Team,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,SP_Cmp,SP_Att,SP_Cmp%,MP_Cmp,MP_Att,MP_Cmp%,LP_Cmp,LP_Att,LP_Cmp%
2023-2024',EPL,Wolves,Pedro Neto,pt POR,"FW,MF",23,16.8,538,722,74.5,8269,1984,308,354,87,154,210,73.3,49,98,50
2023-2024',Bundesliga,Gladbach,Luca Netz,de GER,DF,20,24.7,945,1220,77.5,14370,5250,516,586,88.1,335,419,80,58,136,42.6
2023-2024',Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,37,22.8,754,876,86.1,18448,11570,140,141,99.3,411,418,98.3,203,317,64
2023-2024',Bundesliga,Gladbach,Florian Neuhaus,de GER,MF,26,13.6,470,567,82.9,7851,2269,240,273,87.9,175,201,87.1,40,60,66.7
2023-2024',LaLiga,Granada,Carlos Neva,es ESP,DF,27,35,1291,1701,75.9,21366,8794,689,763,90.3,489,610,80.2,97,224,43.3
2023-2024',Bundesliga,Mainz 05,Jessic Ngankam,de GER,"FW,MF",23,2,13,24,54.2,176,18,5,10,50,6,11,54.5,0,0,
2023-2024',Bundesliga,Eint Frankfurt,Jessic Ngankam,de GER,FW,23,3.1,33,45,73.3,359,31,25,32,78.1,5,7,71.4,0,0,
2023-2024',SerieA,Hellas Verona,Cyril Ngonge,be BEL,"FW,MF",23,15.9,234,361,64.8,4279,1264,104,147,70.7,91,120,75.8,32,61,52.5
2023-2024',SerieA,Napoli,Cyril Ngonge,be BEL,FW,23,3.5,107,144,74.3,1788,439,58,65,89.2,37,50,74,11,23,47.8
2023-2024',Ligue1,Le Havre,Steve Ngoura,fr FRA,"FW,MF",18,2.5,33,50,66,569,200,15,22,68.2,16,24,66.7,2,3,66.7
2023-2024',EPL,Nott'ham Forest,Moussa Niakhate,sn SEN,DF,27,16.2,617,774,79.7,11418,4223,237,252,94,309,380,81.3,66,123,53.7
2023-2024',SerieA,Empoli,M'Baye Niang,sn SEN,FW,28,7.9,90,140,64.3,1379,305,50,72,69.4,28,39,71.8,8,18,44.4
2023-2024',LaLiga,Sevilla,Tanguy Nianzou,fr FRA,DF,21,3.5,137,156,87.8,2623,726,43,50,86,80,87,92,12,15,80
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',Ligue1,Clermont Foot,Shamar Nicholson,jm JAM,FW,26,16.5,272,386,70.5,4088,711,143,200,71.5,87,126,69,20,25,80
2023-2024',Ligue1,Toulouse,Rasmus Nicolaisen,dk DEN,DF,26,32.5,1426,1679,84.9,27959,10332,450,513,87.7,822,897,91.6,143,242,59.1
2023-2024',Bundesliga,Gladbach,Moritz Nicolas,de GER,GK,25,27,818,1055,77.5,20660,13537,164,164,100,440,450,97.8,212,433,49
2023-2024',SerieA,Juventus,Hans Nicolussi Caviglia,it ITA,MF,23,3,107,136,78.7,2137,714,56,61,91.8,33,43,76.7,18,28,64.3
2023-2024',LaLiga,Atlético Madrid,Saúl Ñíguez,es ESP,MF,28,15.3,549,682,80.5,7691,1721,338,383,88.3,164,199,82.4,24,48,50
2023-2024',Bundesliga,Werder Bremen,Justin Njinmah,de GER,FW,22,11.3,146,215,67.9,1980,397,89,121,73.6,43,58,74.1,6,9,66.7
2023-2024',EPL,Arsenal,Eddie Nketiah,eng ENG,FW,24,12,168,215,78.1,2332,267,98,118,83.1,60,72,83.3,3,4,75
2023-2024',Bundesliga,Eint Frankfurt,Niels Nkounkou,fr FRA,"DF,MF",22,14.5,625,868,72,10861,4214,290,347,83.6,271,343,79,56,128,43.8
2023-2024',EPL,Chelsea,Christopher Nkunku,fr FRA,"FW,MF",25,4.9,159,183,86.9,2048,567,101,109,92.7,39,43,90.7,4,10,40
2023-2024',Bundesliga,Dortmund,Felix Nmecha,de GER,MF,22,11.3,382,457,83.6,6003,1450,191,218,87.6,145,163,89,27,35,77.1
2023-2024',Bundesliga,Wolfsburg,Lukas Nmecha,de GER,FW,24,0.5,6,12,50,81,15,2,6,33.3,1,1,100,1,1,100
2023-2024',LaLiga,Athletic Club,Peru Nolaskoain,es ESP,"DF,MF",24,0.1,5,8,62.5,103,31,1,1,100,4,5,80,0,1,0
2023-2024',SerieA,Juventus,Joseph Nonge,be BEL,MF,18,0.3,7,9,77.8,157,25,3,3,100,2,4,50,2,2,100
2023-2024',Bundesliga,RB Leipzig,Jonathan Norbye,no NOR,MF,16,0,1,1,100,19,0,0,0,,1,1,100,0,0,
2023-2024',Ligue1,Montpellier,Arnaud Nordin,fr FRA,"FW,MF",25,13.8,304,390,77.9,4665,1231,151,182,83,113,134,84.3,21,34,61.8
2023-2024',EPL,Sheffield Utd,Rhys Norrington-Davies,wls WAL,DF,24,1.2,48,67,71.6,811,222,23,25,92,23,31,74.2,2,7,28.6
2023-2024',EPL,Sheffield Utd,Oliver Norwood,nir NIR,MF,32,16,634,911,69.6,12291,4646,246,296,83.1,262,321,81.6,105,253,41.5
2023-2024',SerieA,Hellas Verona,Tijjani Noslin,nl NED,"FW,MF",24,14.9,235,338,69.5,3048,641,140,178,78.7,69,103,67,6,15,40
2023-2024',LaLiga,Rayo Vallecano,Randy Nteka,ao ANG,"FW,MF",25,6.4,129,180,71.7,1687,395,82,104,78.8,35,48,72.9,4,4,100
2023-2024',Ligue1,Lyon,Ernest Nuamah,gh GHA,"FW,MF",19,20.4,535,692,77.3,8568,1884,273,319,85.6,193,246,78.5,44,75,58.7
2023-2024',Bundesliga,Stuttgart,Alexander Nübel,de GER,GK,26,30,998,1218,81.9,24812,17557,199,200,99.5,539,556,96.9,258,456,56.6
2023-2024',Bundesliga,Hoffenheim,Kasim Nuhu,gh GHA,DF,28,0.1,1,3,33.3,25,0,0,0,,1,1,100,0,0,
2023-2024',EPL,Wolves,Matheus Nunes,pt POR,MF,24,2,87,106,82.1,1077,279,59,68,86.8,23,26,88.5,2,6,33.3
2023-2024',EPL,Manchester City,Matheus Nunes,pt POR,MF,24,7.3,373,443,84.2,5054,783,233,255,91.4,115,133,86.5,11,23,47.8
2023-2024',EPL,Liverpool,Darwin Núñez,uy URU,FW,24,22.7,341,493,69.2,4780,1020,196,251,78.1,101,147,68.7,22,37,59.5
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',LaLiga,Celta Vigo,Unai Núñez,es ESP,DF,26,31.1,1303,1635,79.7,26581,10797,410,472,86.9,712,807,88.2,168,314,53.5
2023-2024',Bundesliga,Darmstadt 98,Fabian Nürnberger,de GER,"DF,MF",24,16.8,713,895,79.7,11202,3439,388,430,90.2,261,315,82.9,46,97,47.4
2023-2024',EPL,Arsenal,Ethan Nwaneri,eng ENG,FW,16,0.2,15,18,83.3,209,56,10,13,76.9,5,5,100,0,0,
2023-2024',SerieA,Salernitana,Simeon Nwankwo,ng NGA,FW,31,7.6,83,133,62.4,1082,151,52,76,68.4,22,27,81.5,2,2,100
2023-2024',Ligue1,Strasbourg,Gerzino Nyamsi,fr FRA,DF,26,12.1,555,632,87.8,11520,4040,136,156,87.2,345,362,95.3,66,101,65.3
2023-2024',LaLiga,Sevilla,Ørjan Nyland,no NOR,GK,32,24,486,787,61.8,16309,13489,78,78,100,192,196,98,212,506,41.9
2023-2024',Ligue1,Strasbourg,Rabby Nzingoula,cg CGO,"MF,FW",17,1.5,27,43,62.8,417,105,10,16,62.5,14,19,73.7,1,3,33.3
2023-2024',SerieA,Fiorentina,M'Bala Nzola,ao ANG,FW,26,17.2,283,345,82,3818,590,185,213,86.9,64,79,81,15,17,88.2
2023-2024',EPL,Brentford,Christian Nørgaard,dk DEN,MF,29,27.8,1199,1501,79.9,19114,6144,639,725,88.1,458,559,81.9,78,146,53.4
2023-2024',Ligue1,Lyon,Jake O'Brien,ie IRL,DF,22,26.3,1270,1440,88.2,24904,8108,413,453,91.2,662,722,91.7,167,221,75.6
2023-2024',EPL,Brighton,Mark O'Mahony,ie IRL,FW,18,0.7,13,16,81.3,162,2,7,8,87.5,5,6,83.3,0,0,
2023-2024',EPL,Burnley,Dara O'Shea,ie IRL,DF,24,32.1,1393,1759,79.2,27584,10235,459,551,83.3,752,854,88.1,168,304,55.3
2023-2024',EPL,Burnley,Michael Obafemi,ie IRL,"FW,MF",23,0.2,4,5,80,55,2,3,3,100,1,1,100,0,0,
2023-2024',SerieA,Cagliari,Adam Obert,sk SVK,DF,20,10.5,372,474,78.5,7539,2700,144,162,88.9,169,197,85.8,57,100,57
2023-2024',SerieA,Sassuolo,Pedro Obiang,gq EQG,MF,31,5,152,188,80.9,2551,813,72,79,91.1,66,77,85.7,11,21,52.4
2023-2024',LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,30,38,773,1025,75.4,20459,15035,136,136,100,414,419,98.8,218,463,47.1
2023-2024',LaLiga,Cádiz,Brian Ocampo,uy URU,"MF,FW",24,2.8,83,132,62.9,1347,340,51,66,77.3,15,25,60,12,22,54.5
2023-2024',LaLiga,Sevilla,Lucas Ocampos,ar ARG,"FW,MF",29,31.9,837,1247,67.1,13104,3535,474,591,80.2,259,378,68.5,69,170,40.6
2023-2024',SerieA,Salernitana,Guillermo Ochoa,mx MEX,GK,38,21,393,652,60.3,11569,8217,59,59,100,182,183,99.5,152,407,37.3
2023-2024',SerieA,Bologna,Jens Odgaard,dk DEN,"FW,MF",24,4.8,94,135,69.6,1306,181,54,63,85.7,34,46,73.9,2,7,28.6
2023-2024',EPL,Burnley,Wilson Odobert,fr FRA,"MF,FW",18,23.3,446,584,76.4,6236,1559,285,330,86.4,134,173,77.5,16,31,51.6
2023-2024',LaLiga,Real Sociedad,Álvaro Odriozola,es ESP,DF,27,4.4,212,244,86.9,3435,996,102,112,91.1,95,105,90.5,9,13,69.2
2023-2024',Bundesliga,Bochum,Tim Oermann,de GER,DF,19,7.9,181,262,69.1,3043,1352,92,113,81.4,71,94,75.5,16,33,48.5
2023-2024',EPL,Brighton,Odeluga Offiah,eng ENG,DF,20,1.4,63,80,78.8,851,196,39,41,95.1,21,24,87.5,2,7,28.6
2023-2024',EPL,Luton Town,Chiedozie Ogbene,ie IRL,"MF,DF",26,22.2,589,790,74.6,8171,2314,365,409,89.2,175,234,74.8,22,57,38.6
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,West Ham,Angelo Ogbonna,it ITA,DF,35,7.1,171,214,79.9,3291,1109,60,67,89.6,94,104,90.4,14,38,36.8
2023-2024',Ligue1,Clermont Foot,Florent Ogier,fr FRA,DF,34,10.5,425,512,83,7821,3241,160,172,93,206,231,89.2,44,90,48.9
2023-2024',SerieA,Milan,Noah Okafor,ch SUI,"FW,MF",23,9.9,120,193,62.2,1802,438,56,84,66.7,52,73,71.2,4,14,28.6
2023-2024',SerieA,Torino,David Okereke,ng NGA,"FW,MF",25,2.8,72,92,78.3,1089,175,31,38,81.6,37,42,88.1,1,3,33.3
2023-2024',SerieA,Frosinone,Caleb Okoli,it ITA,DF,22,32.4,1407,1720,81.8,25428,10828,569,640,88.9,708,794,89.2,113,234,48.3
2023-2024',SerieA,Udinese,Maduka Okoye,ng NGA,GK,23,21,275,451,61,9258,7764,68,68,100,90,90,100,116,285,40.7
2023-2024',Bundesliga,Augsburg,Masaya Okugawa,jp JPN,"FW,DF",27,0.4,7,11,63.6,102,22,5,7,71.4,2,4,50,0,0,
2023-2024',Ligue1,Reims,Joseph Okumu,ke KEN,DF,26,19.4,1062,1293,82.1,24636,8011,204,241,84.6,640,694,92.2,207,322,64.3
2023-2024',LaLiga,Athletic Club,Aingeru Olabarrieta,es ESP,FW,17,0.1,2,5,40,23,6,2,2,100,0,1,0,0,0,
2023-2024',EPL,Brentford,Michael Olakigbe,eng ENG,"DF,FW",19,0.7,27,40,67.5,347,74,17,20,85,7,10,70,1,5,20
2023-2024',LaLiga,Real Sociedad,Olasagasti,es ESP,MF,22,4,127,172,73.8,1799,337,78,94,83,38,48,79.2,5,12,41.7
2023-2024',Bundesliga,Hoffenheim,Finn Ole Becker,de GER,MF,23,6.7,247,315,78.4,3882,1192,132,151,87.4,86,104,82.7,22,40,55
2023-2024',Bundesliga,Köln,Mathias Olesen,lu LUX,"MF,FW",22,1.2,42,53,79.2,639,170,24,29,82.8,15,17,88.2,2,3,66.7
2023-2024',EPL,Crystal Palace,Michael Olise,fr FRA,"FW,MF",21,14.2,540,721,74.9,8557,2634,300,339,88.5,154,195,79,55,116,47.4
2023-2024',SerieA,Napoli,Mathías Olivera,uy URU,DF,25,17.4,1024,1175,87.1,15322,5299,600,638,94,354,406,87.2,49,77,63.6
2023-2024',Bundesliga,RB Leipzig,Dani Olmo,es ESP,MF,25,16.1,511,657,77.8,8589,2309,256,306,83.7,187,226,82.7,52,74,70.3
2023-2024',EPL,Aston Villa,Robin Olsen,se SWE,GK,33,4.5,165,203,81.3,3545,2046,49,49,100,89,90,98.9,26,63,41.3
2023-2024',Ligue1,Rennes,Warmed Omari,fr FRA,DF,23,23,1162,1291,90,23681,8572,330,374,88.2,661,701,94.3,150,175,85.7
2023-2024',Ligue1,Montpellier,Becir Omeragic,ch SUI,"DF,MF",21,25.7,904,1060,85.3,17025,5657,341,378,90.2,443,476,93.1,98,165,59.4
2023-2024',Bundesliga,Gladbach,Jonas Omlin,ch SUI,GK,29,7,208,276,75.4,5517,3723,38,38,100,106,108,98.1,64,130,49.2
2023-2024',EPL,Nott'ham Forest,Andrew Omobamidele,ie IRL,DF,21,8.7,271,310,87.4,5197,1449,78,91,85.7,174,189,92.1,16,25,64
2023-2024',LaLiga,Alavés,Samuel Omorodion,es ESP,FW,19,21.3,232,322,72,3200,468,142,180,78.9,68,93,73.1,8,13,61.5
2023-2024',LaLiga,Granada,Samuel Omorodion,es ESP,FW,19,0.9,10,15,66.7,178,6,3,5,60,4,4,100,2,2,100
2023-2024',EPL,Everton,Amadou Onana,be BEL,MF,21,23.2,871,1036,84.1,14568,4039,444,499,89,312,357,87.4,85,115,73.9
2023-2024',EPL,Manchester Utd,André Onana,cm CMR,GK,27,38,1105,1521,72.6,27115,18646,279,280,99.6,547,559,97.9,267,661,40.4
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',Ligue1,Marseille,Jean Onana,cm CMR,MF,23,6.3,398,458,86.9,6747,1578,166,178,93.3,199,217,91.7,20,39,51.3
2023-2024',EPL,Sheffield Utd,Ryan One,sct SCO,FW,17,0.1,1,1,100,7,0,1,1,100,0,0,,0,0,
2023-2024',Bundesliga,Mainz 05,Karim Onisiwo,at AUT,"FW,MF",31,16.6,205,338,60.7,2977,710,117,166,70.5,52,88,59.1,19,31,61.3
2023-2024',EPL,Everton,Tyler Onyango,eng ENG,MF,20,0,0,0,,0,0,0,0,,0,0,,0,0,
2023-2024',EPL,Luton Town,Fred Onyedinma,eng ENG,"DF,MF",26,4.5,91,135,67.4,1431,352,45,58,77.6,42,61,68.9,2,7,28.6
2023-2024',EPL,Brentford,Frank Onyeka,ng NGA,MF,25,12.9,299,396,75.5,4662,1127,159,181,87.8,114,152,75,18,35,51.4
2023-2024',Bundesliga,RB Leipzig,Loïs Openda,be BEL,FW,23,30,348,524,66.4,4561,1025,211,281,75.1,92,128,71.9,13,31,41.9
2023-2024',Ligue1,Lorient,Royce Openda Owaga,ga GAB,FW,21,0.2,2,3,66.7,27,15,1,2,50,1,1,100,0,0,
2023-2024',Ligue1,Le Havre,Christopher Operi,ci CIV,DF,26,27.2,1147,1570,73.1,19725,7747,558,658,84.8,443,572,77.4,115,265,43.4
2023-2024',Bundesliga,Werder Bremen,Leon Opitz,de GER,"FW,DF",18,0.2,6,13,46.2,101,38,4,5,80,1,5,20,1,2,50
2023-2024',Ligue1,Lyon,Gift Orban,ng NGA,FW,21,5.3,73,103,70.9,1022,169,40,52,76.9,19,26,73.1,5,11,45.5
2023-2024',Bundesliga,RB Leipzig,Willi Orban,hu HUN,DF,30,17.6,1251,1396,89.6,23362,8621,395,432,91.4,763,813,93.8,83,124,66.9
2023-2024',Bundesliga,Bochum,Ivan Ordets,ua UKR,DF,31,20.9,473,653,72.4,9071,2797,157,215,73,268,325,82.5,44,89,49.4
2023-2024',EPL,Nott'ham Forest,Divock Origi,be BEL,FW,28,6.7,92,144,63.9,1357,327,59,82,72,19,32,59.4,9,13,69.2
2023-2024',SerieA,Cagliari,Gaetano Oristanio,it ITA,"FW,MF",20,12.3,164,242,67.8,2772,783,90,110,81.8,47,69,68.1,20,39,51.3
2023-2024',LaLiga,Osasuna,Aimar Oroz,es ESP,MF,21,26,839,1035,81.1,12423,2859,485,560,86.6,288,329,87.5,41,63,65.1
2023-2024',SerieA,Bologna,Riccardo Orsolini,it ITA,"FW,MF",26,19.9,490,731,67,8021,2233,269,312,86.2,142,219,64.8,59,121,48.8
2023-2024',EPL,Manchester City,Stefan Ortega,de GER,GK,30,7.1,213,266,80.1,4942,3526,58,58,100,108,110,98.2,46,96,47.9
2023-2024',LaLiga,Alavés,Eneko Ortiz,es ESP,DF,20,0.2,3,4,75,43,31,2,2,100,1,1,100,0,0,
2023-2024',LaLiga,Osasuna,Asier Osambela,es ESP,MF,19,0.1,2,5,40,17,2,2,3,66.7,0,1,0,0,0,
2023-2024',EPL,Sheffield Utd,Ben Osborn,eng ENG,"DF,MF",28,15.2,448,608,73.7,7007,2650,253,281,90,145,194,74.7,35,90,38.9
2023-2024',EPL,Luton Town,Gabriel Osho,ng NGA,DF,24,20.5,580,706,82.2,10931,4019,195,222,87.8,342,384,89.1,41,87,47.1
2023-2024',SerieA,Napoli,Victor Osimhen,ng NGA,FW,24,22,194,290,66.9,2461,399,120,158,75.9,52,72,72.2,4,13,30.8
2023-2024',LaLiga,Cádiz,Milutin Osmajić,me MNE,MF,24,0.1,2,3,66.7,32,0,1,1,100,1,1,100,0,0,
2023-2024',Bundesliga,Bochum,Patrick Osterhage,de GER,MF,23,20.7,658,835,78.8,9287,2817,378,439,86.1,200,248,80.6,35,59,59.3
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Sheffield Utd,William Osula,dk DEN,FW,19,8.7,49,93,52.7,592,88,33,56,58.9,8,20,40,2,5,40
2023-2024',EPL,Bournemouth,Dango Ouattara,bf BFA,"FW,DF",21,13.7,371,558,66.5,5941,1943,190,255,74.5,147,201,73.1,25,57,43.9
2023-2024',Ligue1,Monaco,Kassoum Ouattara,fr FRA,"DF,FW",18,7.1,213,329,64.7,3743,1188,99,137,72.3,92,133,69.2,19,45,42.2
2023-2024',SerieA,Lecce,Remi Oudin,fr FRA,"MF,FW",26,20.2,497,804,61.8,11002,4033,174,223,78,189,266,71.1,124,261,47.5
2023-2024',Ligue1,Metz,Alexandre Oukidja,dz ALG,GK,35,33.2,513,1002,51.2,18669,15112,49,50,98,199,206,96.6,264,741,35.6
2023-2024',Ligue1,Marseille,Azzedine Ounahi,ma MAR,MF,23,13.4,722,817,88.4,11181,3153,367,407,90.2,281,300,93.7,35,50,70
2023-2024',Ligue1,Lille,Adam Ounas,dz ALG,FW,26,4.6,138,194,71.1,2338,766,70,84,83.3,47,64,73.4,16,29,55.2
2023-2024',Ligue1,Strasbourg,Patrick Ouotro,ci CIV,FW,17,0.1,1,2,50,18,4,0,1,0,1,1,100,0,0,
2023-2024',LaLiga,Cádiz,Aiham Ousou,sy SYR,DF,23,4.8,142,181,78.5,2765,900,48,60,80,75,83,90.4,17,31,54.8
2023-2024',LaLiga,Alavés,Jesús Owono,gq EQG,GK,22,4,77,119,64.7,3064,2621,10,10,100,27,28,96.4,40,81,49.4
2023-2024',LaLiga,Real Sociedad,Mikel Oyarzabal,es ESP,"FW,MF",26,24,373,507,73.6,5041,979,230,283,81.3,106,137,77.4,13,23,56.5
2023-2024',SerieA,Frosinone,Anthony Oyono,ga GAB,DF,22,13.3,518,621,83.4,7039,2371,329,354,92.9,138,174,79.3,24,49,49
2023-2024',Bundesliga,Dortmund,Salih Özcan,tr TUR,MF,25,13.2,680,794,85.6,11028,2214,344,373,92.2,277,316,87.7,40,65,61.5
2023-2024',LaLiga,Valencia,Cenk Özkacar,tr TUR,DF,22,17.8,698,860,81.2,13108,4662,265,295,89.8,364,398,91.5,58,135,43
2023-2024',EPL,Crystal Palace,David Ozoh,eng ENG,"MF,DF",18,1.7,48,51,94.1,695,112,21,22,95.5,25,25,100,0,0,
2023-2024',LaLiga,Real Sociedad,Jon Pacheco,es ESP,DF,22,17,1019,1173,86.9,20084,5738,315,347,90.8,598,635,94.2,102,173,59
2023-2024',Bundesliga,Eint Frankfurt,Willian Pacho,ec ECU,DF,21,33,1930,2286,84.4,35292,13419,677,748,90.5,1097,1195,91.8,135,280,48.2
2023-2024',Bundesliga,Bochum,Gonçalo Paciência,pt POR,"FW,MF",28,7.2,111,176,63.1,1573,553,64,84,76.2,26,37,70.3,10,19,52.6
2023-2024',SerieA,Udinese,Simone Pafundi,it ITA,MF,17,0.1,5,6,83.3,67,18,1,1,100,3,3,100,0,1,0
2023-2024',SerieA,Roma,Riccardo Pagano,it ITA,"MF,DF",18,0.6,20,23,87,363,90,9,10,90,8,9,88.9,3,4,75
2023-2024',Ligue1,Lorient,Pablo Pagis,fr FRA,MF,20,1.8,46,61,75.4,795,127,19,23,82.6,20,26,76.9,5,9,55.6
2023-2024',Bundesliga,Leverkusen,Exequiel Palacios,ar ARG,MF,24,20.3,1856,2023,91.7,26250,8146,1153,1217,94.7,560,601,93.2,80,103,77.7
2023-2024',LaLiga,Rayo Vallecano,Isaac Palazón Camacho,es ESP,"MF,FW",28,31,825,1203,68.6,13401,3997,438,525,83.4,270,372,72.6,82,209,39.2
2023-2024',EPL,Fulham,João Palhinha,pt POR,MF,28,30,1098,1333,82.4,19131,5348,522,586,89.1,449,503,89.3,101,163,62
2023-2024',Ligue1,Nantes,Nicolas Pallois,fr FRA,DF,35,17.7,620,774,80.1,12807,4616,174,206,84.5,346,384,90.1,94,164,57.3
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Chelsea,Cole Palmer,eng ENG,"FW,MF",21,29,1121,1415,79.2,18622,5642,574,636,90.3,407,479,85,101,186,54.3
2023-2024',EPL,Manchester City,Cole Palmer,eng ENG,MF,21,0.1,4,5,80,51,0,2,2,100,2,3,66.7,0,0,
2023-2024',EPL,West Ham,Emerson Palmieri,it ITA,DF,28,34.9,1421,1745,81.4,19356,7676,893,983,90.8,406,510,79.6,54,104,51.9
2023-2024',LaLiga,Alavés,Joaquín Panichelli,ar ARG,"FW,MF",20,2.5,29,46,63,399,153,16,21,76.2,11,15,73.3,0,3,0
2023-2024',Bundesliga,Union Berlin,Miloš Pantović,rs SRB,MF,27,0.2,4,7,57.1,45,23,2,3,66.7,1,1,100,0,1,0
2023-2024',Bundesliga,Dortmund,Antonios Papadopoulos,de GER,DF,23,1.3,59,74,79.7,1170,316,11,14,78.6,41,45,91.1,6,12,50
2023-2024',SerieA,Genoa,Christos Papadopoulos,gr GRE,FW,18,0,0,0,,0,0,0,0,,0,0,,0,0,
2023-2024',LaLiga,Betis,Sokratis Papastathopoulos,gr GRE,DF,35,12.6,507,574,88.3,9309,3232,193,204,94.6,263,284,92.6,45,73,61.6
2023-2024',Bundesliga,Mainz 05,Matondo-Merveille Papela,de GER,"MF,DF",22,2.9,64,91,70.3,1034,318,33,37,89.2,26,35,74.3,4,12,33.3
2023-2024',Bundesliga,Köln,Leart Paqarada,xk KVX,DF,28,11.9,490,717,68.3,8479,3953,243,282,86.2,178,228,78.1,57,149,38.3
2023-2024',EPL,West Ham,Lucas Paquetá,br BRA,"FW,MF",25,29.1,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,54.9
2023-2024',LaLiga,Alavés,Victor Parada,es ESP,"FW,MF",21,0,0,0,,0,0,0,0,,0,0,,0,0,
2023-2024',LaLiga,Athletic Club,Aitor Paredes,es ESP,DF,23,30,1331,1556,85.5,26700,10013,385,432,89.1,785,843,93.1,146,247,59.1
2023-2024',Bundesliga,Wolfsburg,Kevin Paredes,us USA,"FW,MF",20,15.9,455,592,76.9,6756,2043,260,301,86.4,148,191,77.5,27,52,51.9
2023-2024',SerieA,Roma,Leandro Paredes,ar ARG,MF,29,29.3,1880,2129,88.3,35052,11864,748,791,94.6,885,956,92.6,224,330,67.9
2023-2024',LaLiga,Villarreal,Daniel Parejo,es ESP,MF,34,28.7,1624,1847,87.9,30326,10494,658,708,92.9,741,786,94.3,200,282,70.9
2023-2024',SerieA,Fiorentina,Fabiano Parisi,it ITA,DF,22,16.2,830,1001,82.9,14051,4372,411,453,90.7,344,404,85.1,65,99,65.7
2023-2024',EPL,Newcastle Utd,Ben Parkinson,eng ENG,FW,18,0.3,1,3,33.3,15,0,0,1,0,1,2,50,0,0,
2023-2024',EPL,Arsenal,Thomas Partey,gh GHA,"MF,DF",30,8.8,570,636,89.6,9177,2564,298,321,92.8,224,243,92.2,37,54,68.5
2023-2024',SerieA,Atalanta,Mario Pašalić,hr CRO,MF,28,22.8,988,1145,86.3,17661,5285,419,469,89.3,464,513,90.4,90,120,75
2023-2024',SerieA,Salernitana,Triantafyllos Pasaridīs,gr GRE,DF,27,5,141,172,82,2473,1139,55,59,93.2,73,80,91.3,10,28,35.7
2023-2024',LaLiga,Villarreal,Pascu,es ESP,FW,20,0.2,4,5,80,77,31,1,1,100,1,1,100,1,2,50
2023-2024',Bundesliga,Bochum,Felix Passlack,de GER,DF,25,10.7,262,414,63.3,4702,1695,105,126,83.3,121,174,69.5,24,65,36.9
2023-2024',SerieA,Lazio,Patric,es ESP,DF,30,17.9,1051,1199,87.7,20688,7423,370,389,95.1,504,542,93,160,242,66.1
2023-2024',SerieA,Roma,Rui Patrício,pt POR,GK,35,23,493,630,78.3,12956,9189,121,121,100,230,233,98.7,140,273,51.3
2023-2024',Comp,Squad,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%
2023-2024',EPL,Everton,Nathan Patterson,sct SCO,DF,21,11.2,393,550,71.5,6185,2761,219,252,86.9,124,182,68.1,38,86,44.2
2023-2024',LaLiga,Atlético Madrid,Gabriel Paulista,br BRA,DF,32,4.5,240,274,87.6,4592,2040,77,82,93.9,145,159,91.2,17,30,56.7
2023-2024',LaLiga,Valencia,Gabriel Paulista,br BRA,DF,32,15.5,699,816,85.7,14412,5224,187,222,84.2,422,449,94,82,129,63.6
2023-2024',SerieA,Inter,Benjamin Pavard,fr FRA,DF,27,18.6,1180,1308,90.2,20701,6708,505,533,94.7,550,587,93.7,105,149,70.5
2023-2024',Bundesliga,Werder Bremen,Jiří Pavlenka,cz CZE,GK,31,7,187,246,76,4952,3302,39,39,100,93,93,100,54,113,47.8
2023-2024',Bundesliga,Bayern Munich,Aleksandar Pavlovic,de GER,MF,19,13.6,897,971,92.4,15356,4023,430,452,95.1,370,388,95.4,80,98,81.6
