Total_Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_mid_3rd,Tackles_Att_3rd,Drib_Tackled,Drib_Tackle_Lost,Total_Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Clearance,Errors_to_shot,Key
6,6,2,3,1,1,2,3,1,2,1,2,1,2022-2023_joaoferreira
2,1,2,0,0,0,0,0,0,0,0,0,0,2022-2023_zemanuel
0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_jorgekarse
2,0,2,0,0,0,0,0,0,0,0,0,0,2022-2023_julienlomboto
23,12,1,16,6,8,23,24,3,21,3,7,0,2022-2023_frannavarro
38,25,7,21,10,13,11,18,2,16,19,1,0,2022-2023_kanyafujimoto
83,45,40,38,5,40,24,26,8,18,43,48,0,2022-2023_vitorcarvalho
63,38,37,20,6,35,19,30,5,25,31,78,0,2022-2023_adrianmarin
18,7,7,8,3,6,20,22,0,22,16,16,1,2022-2023_murilocosta
15,8,9,5,1,9,17,35,19,16,37,89,0,2022-2023_rubenfernandes
1,1,1,0,0,1,3,0,0,0,0,14,3,2022-2023_andrew
43,26,31,9,3,26,15,24,12,12,29,86,0,2022-2023_tomasaraujo
32,22,21,9,2,23,15,15,7,8,17,39,0,2022-2023_carraca
38,17,12,19,7,18,25,19,7,12,12,9,0,2022-2023_giorgiaburjania
9,7,7,2,0,6,3,19,14,5,17,70,0,2022-2023_lucascunha
19,9,4,7,8,11,14,16,7,9,10,20,0,2022-2023_pedrotiba
27,19,12,11,4,14,25,27,0,27,9,14,0,2022-2023_juanmanuelboselli
1,1,1,0,0,1,0,0,0,0,0,6,0,2022-2023_stanislavkritsyuk
15,10,3,6,6,8,4,11,0,11,6,1,0,2022-2023_bilelaouacheria
24,14,12,10,2,11,2,5,1,4,14,20,0,2022-2023_daniloveiga
26,17,9,10,7,15,15,9,2,7,4,5,1,2022-2023_kevinmedina
6,3,1,4,1,5,4,7,0,7,1,2,1,2022-2023_alialipour
9,4,8,0,1,4,5,8,2,6,4,18,0,2022-2023_henriquegomes
2,2,1,1,0,1,1,13,12,1,6,11,0,2022-2023_nelopes
9,5,5,4,0,7,6,5,3,2,6,2,0,2022-2023_matheusbueno
10,6,9,1,0,6,7,9,7,2,6,17,0,2022-2023_gabrielpereira
5,5,2,3,0,5,9,1,0,1,10,10,0,2022-2023_josecarlos
7,4,5,0,2,6,7,11,0,11,2,1,0,2022-2023_marlon
6,5,4,2,0,2,4,9,1,8,1,2,0,2022-2023_mizukiarai
1,1,0,1,0,0,2,3,2,1,1,3,0,2022-2023_emmanuelhackman
5,2,4,1,0,4,3,3,0,3,1,0,0,2022-2023_roanwilson
2,0,0,1,1,0,1,0,0,0,1,3,0,2022-2023_depu
2,1,0,0,2,0,2,0,0,0,0,1,0,2022-2023_eldersantana
0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_boubacarhanne
0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_andresimoes
0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_miguelmonteiro
0,0,0,0,0,0,1,0,0,0,0,14,1,2022-2023_danielleite
36,27,16,16,4,19,12,29,14,15,16,63,0,2022-2023_joaozinho
23,12,15,7,1,14,5,31,23,8,34,119,1,2022-2023_pedroalvaro
45,25,17,17,11,25,24,18,1,17,15,20,0,2022-2023_tiagogouveia
75,50,43,28,4,45,16,26,5,21,16,45,0,2022-2023_tiagosantos
53,33,24,26,3,25,28,34,10,24,16,12,2,2022-2023_joaocarvalho
22,14,19,3,0,15,6,26,18,8,16,124,1,2022-2023_bernardovital
29,19,10,16,3,11,18,13,2,11,21,7,1,2022-2023_franciscogeraldes
16,8,5,8,3,8,14,8,1,7,4,10,0,2022-2023_rodrigomartins
32,21,14,16,2,21,8,19,10,9,13,63,2,2022-2023_morndiaye
16,9,5,9,2,7,14,19,10,9,14,21,1,2022-2023_joaogamboa
34,23,16,18,0,15,13,11,2,9,22,25,3,2022-2023_loreintzrosier
11,5,9,2,0,7,2,9,7,2,12,32,0,2022-2023_mexer
16,10,4,6,6,6,7,9,1,8,1,6,0,2022-2023_cassiano
3,0,1,1,1,1,2,4,0,4,0,6,0,2022-2023_erison
7,6,2,4,1,4,8,10,1,9,3,2,0,2022-2023_rafikguitane
18,7,10,6,2,12,23,7,3,4,8,9,0,2022-2023_carloseduardo
13,8,9,2,2,8,14,12,1,11,13,20,0,2022-2023_tiagoaraujo
15,12,7,7,1,7,4,9,2,7,9,4,0,2022-2023_jamesleasiliki
5,4,0,4,1,1,4,6,3,3,3,6,0,2022-2023_alejandromarques
2,2,0,1,1,1,4,8,1,7,2,9,0,2022-2023_joaocarlos
11,8,7,2,2,6,2,6,2,4,4,6,0,2022-2023_shaquildelos
7,2,5,2,0,2,4,6,0,6,0,2,0,2022-2023_joaomarques
2,1,2,0,0,1,0,3,2,1,3,9,0,2022-2023_lucasafrico
5,3,3,2,0,2,4,1,0,1,1,1,0,2022-2023_arthur
0,0,0,0,0,0,0,0,0,0,0,1,0,2022-2023_pedrojosemoreirasilva
4,1,3,1,0,3,0,3,0,3,2,3,0,2022-2023_goncaloesteves
6,3,2,2,2,2,1,1,0,1,0,6,0,2022-2023_gilsonbenchimol
5,3,2,3,0,1,2,2,0,2,0,1,0,2022-2023_serginho
1,0,1,0,0,0,2,1,0,1,0,0,0,2022-2023_bamideleisayusuf
1,0,0,0,1,1,0,1,1,0,0,0,0,2022-2023_mabroukrouai
0,0,0,0,0,0,0,0,0,0,2,1,0,2022-2023_volneifeltes
0,0,0,0,0,0,0,1,0,1,0,0,0,2022-2023_eliasachouri
50,30,27,19,4,21,9,46,24,22,57,137,0,2022-2023_filiperelvas
29,19,16,11,2,17,11,46,17,29,45,69,0,2022-2023_fahdmoufi
1,1,1,0,0,1,2,0,0,0,0,24,2,2022-2023_kosukenakamura
40,25,31,6,3,21,18,39,16,23,39,117,2,2022-2023_pedrao
52,35,24,19,9,31,20,26,8,18,31,40,2,2022-2023_moustaphaseck
18,7,2,11,5,5,22,10,0,10,6,7,1,2022-2023_welintonjunior
39,19,10,28,1,15,24,25,5,20,35,28,0,2022-2023_pauloestrelamoreira
11,6,2,4,5,5,9,14,1,13,2,18,0,2022-2023_yagocariello
33,17,16,14,3,11,12,16,6,10,21,46,2,2022-2023_laminediaby
26,20,14,11,1,14,5,15,10,5,6,54,1,2022-2023_parkji-soo
28,16,15,12,1,11,7,18,3,15,14,22,0,2022-2023_ziemohamedouattara
17,12,9,2,6,8,10,21,2,19,1,3,0,2022-2023_luquinha
22,16,6,14,2,10,17,16,4,12,15,11,0,2022-2023_mauricio
11,3,2,7,2,7,20,7,3,4,6,20,0,2022-2023_pedrosa
12,10,6,5,1,3,6,9,2,7,4,12,0,2022-2023_yonygonzalez
15,8,3,9,3,2,6,11,1,10,3,8,1,2022-2023_gustavoklismahn
17,9,6,8,3,10,14,14,1,13,10,9,0,2022-2023_ruigomes
11,9,3,5,3,7,4,8,2,6,1,5,0,2022-2023_carlinhos
13,11,6,6,1,5,7,13,3,10,2,2,1,2022-2023_nonoca
10,8,2,6,2,2,7,5,2,3,1,8,0,2022-2023_bryanrochez
18,12,5,8,5,8,8,6,1,5,3,4,0,2022-2023_ewerton
6,4,5,0,1,4,1,4,4,0,3,22,0,2022-2023_lucao
13,5,5,8,0,4,11,6,3,3,7,5,0,2022-2023_henriquejocu
2,0,0,1,1,1,5,5,0,5,0,1,0,2022-2023_anderson
11,9,7,4,0,5,5,6,4,2,6,24,0,2022-2023_alemao
0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_samuelportugal
7,4,6,1,0,5,3,4,3,1,8,16,0,2022-2023_willyan
7,4,4,2,1,2,5,3,0,3,7,3,0,2022-2023_goncalocosta
2,2,1,0,1,1,1,0,0,0,0,1,0,2022-2023_ricardomatos
2,2,2,0,0,1,2,3,1,2,0,2,0,2022-2023_sergioconceicao
5,4,4,1,0,2,0,0,0,0,3,2,0,2022-2023_adewelesapara
3,3,1,2,0,2,1,1,0,1,2,2,0,2022-2023_wagner
1,1,0,1,0,0,1,2,0,2,1,0,0,2022-2023_brunoreis
0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_davidpastor
0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_wilintonaponza
28,16,10,15,3,14,32,37,8,29,13,17,0,2022-2023_xadas
36,22,13,10,13,16,11,19,1,18,13,6,0,2022-2023_andrevidigal
58,29,29,23,6,30,31,31,4,27,30,62,2,2022-2023_vitorcosta
62,39,34,20,8,36,25,34,8,26,28,36,0,2022-2023_claudiowinck
23,13,13,8,2,13,5,22,18,4,33,73,1,2022-2023_zainadinejunior
43,24,16,24,3,20,27,16,10,6,36,37,3,2022-2023_joaoafonsocrispim
49,36,41,8,0,29,5,16,4,12,47,72,1,2022-2023_moisescastillo
33,16,12,19,2,20,12,19,1,18,8,14,0,2022-2023_diogomendes
38,23,18,18,2,23,29,9,2,7,13,8,0,2022-2023_valdemir
0,0,0,0,0,0,1,0,0,0,0,6,0,2022-2023_marcelocarne
25,17,13,8,4,14,5,19,8,11,10,44,0,2022-2023_renesantos
22,16,15,5,2,10,5,11,7,4,15,50,1,2022-2023_matheuscosta
11,6,4,7,0,5,8,14,3,11,7,4,1,2022-2023_stefanobeltrame
14,8,12,1,1,11,3,20,8,12,26,36,1,2022-2023_leoandrade
16,9,6,5,5,7,11,7,0,7,2,1,0,2022-2023_pablomoreno
6,1,2,4,0,1,2,7,0,7,2,4,0,2022-2023_diederrickjoel
12,8,3,5,4,4,6,6,0,6,3,16,0,2022-2023_brayanriascos
15,9,2,8,5,8,7,4,0,4,3,1,0,2022-2023_felixcorreia
0,0,0,0,0,0,0,1,0,1,1,6,0,2022-2023_joaomiguelmacedosilva
8,6,6,0,2,5,3,5,2,3,8,16,0,2022-2023_paulosergiomota
22,11,7,13,2,13,10,12,3,9,10,8,0,2022-2023_rafaelbrito
11,9,3,6,2,3,3,4,0,4,5,1,0,2022-2023_leoaugustopereira
1,0,1,0,0,1,0,0,0,0,0,3,0,2022-2023_giorgimakaridze
0,0,0,0,0,0,1,0,0,0,0,2,0,2022-2023_matoustrmal
6,4,0,2,4,3,4,3,1,2,1,6,0,2022-2023_jesusramirez
16,12,8,7,1,7,1,6,3,3,7,6,0,2022-2023_fabiochina
10,8,7,2,1,6,5,7,0,7,2,3,0,2022-2023_edgarcosta
5,4,1,3,1,2,1,2,1,1,0,4,0,2022-2023_percyliza
6,2,0,3,3,2,2,4,0,4,2,1,0,2022-2023_genycatamo
,4,,,,,,,,,2,,,2022-2023_zarzana
1,1,0,1,0,0,1,1,0,1,2,0,1,2022-2023_miguelsousa
1,0,0,1,0,0,1,2,0,2,2,1,0,2022-2023_joelsonora
0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_rubenmarques
7,5,3,3,1,3,6,3,1,2,1,5,0,2022-2023_lucianovega
1,1,0,1,0,1,0,0,0,0,1,4,0,2022-2023_nitogomes
1,1,0,1,0,0,1,1,0,1,0,0,0,2022-2023_stanleykanu
0,0,0,0,0,0,0,1,0,1,0,0,0,2022-2023_clesiobauque
2,2,1,1,0,2,1,0,0,0,0,0,0,2022-2023_andreteles
0,0,0,0,0,0,0,0,0,0,0,1,0,2022-2023_dylancollard
58,35,27,21,10,37,36,23,4,19,24,54,2,2022-2023_juandelgado
48,34,26,18,4,28,16,32,11,21,67,60,1,2022-2023_vitorinoantunes
59,42,29,25,5,30,21,38,16,22,37,60,1,2022-2023_ruipires
26,17,20,5,1,12,11,38,24,14,40,112,0,2022-2023_nunolima
20,12,9,6,5,9,27,17,2,15,12,21,0,2022-2023_nicolasgaitan
16,8,7,6,3,6,19,18,1,17,17,16,0,2022-2023_nigelthomas
37,20,14,20,3,19,32,24,3,21,25,13,0,2022-2023_jordanholsgrove
20,13,17,3,0,10,8,19,12,7,21,69,0,2022-2023_maracas
0,0,0,0,0,0,1,0,0,0,1,4,2,2022-2023_josecarlosmarafona
21,13,11,8,2,8,5,6,0,6,6,22,1,2022-2023_zeuilton
19,13,8,8,3,8,9,19,3,16,7,7,1,2022-2023_matchoidjalo
9,6,2,2,5,1,6,7,2,5,3,14,0,2022-2023_adrianbutzke
26,15,14,10,2,15,9,21,3,18,7,13,1,2022-2023_luizcarlos
9,4,9,0,0,3,6,16,9,7,13,50,0,2022-2023_erickferigra
7,5,3,2,2,2,5,2,2,0,2,6,0,2022-2023_alexandreguedes
0,0,0,0,0,0,1,0,0,0,0,8,1,2022-2023_igorvekic
28,12,9,14,5,14,12,7,0,7,6,7,1,2022-2023_paulobernardo
9,2,7,2,0,5,3,15,10,5,13,41,0,2022-2023_flavioramos
9,3,6,1,2,7,2,0,0,0,2,3,0,2022-2023_philippekoffi
1,0,1,0,0,1,0,0,0,0,0,4,2,2022-2023_jordialmeida
6,3,0,3,3,2,6,4,0,4,2,0,0,2022-2023_bastientoma
10,2,8,2,0,8,8,4,0,4,3,11,0,2022-2023_luisalves
7,5,5,1,1,2,4,3,0,3,1,1,0,2022-2023_hernaniinfande
14,10,11,0,3,9,9,4,2,2,4,18,0,2022-2023_jorgefernandosantossilva
5,2,0,3,2,1,4,3,0,3,3,2,0,2022-2023_arthursales
6,4,3,3,0,4,3,7,2,5,4,3,2,2022-2023_abbasibrahim
6,3,2,2,2,3,2,4,0,4,3,3,0,2022-2023_kaykychagas
0,0,0,0,0,0,0,0,0,0,0,0,1,2022-2023_joseoliveira
0,0,0,0,0,0,1,1,0,1,1,9,0,2022-2023_tiagoilori
4,3,2,2,0,3,4,5,4,1,1,9,0,2022-2023_pedroganchas
2,2,1,1,0,0,2,2,0,2,3,4,0,2022-2023_fernandoferreirafonseca
0,0,0,0,0,0,2,1,1,0,0,7,0,2022-2023_fabio
4,3,2,2,0,1,6,2,2,0,2,2,0,2022-2023_tiagoribeiro
1,1,1,0,0,0,1,2,0,2,0,2,0,2022-2023_mauromeirelescouto
0,0,0,0,0,0,1,1,1,0,0,0,0,2022-2023_lucassilva
0,0,0,0,0,0,0,2,1,1,0,1,0,2022-2023_joaovigario
50,31,19,30,1,31,19,34,13,21,26,52,0,2022-2023_adriano
0,0,0,0,0,0,2,0,0,0,0,13,0,2022-2023_gabrielbatista
41,30,27,11,3,16,13,25,16,9,34,136,1,2022-2023_kennedyboateng
37,26,21,13,3,14,24,9,2,7,16,11,0,2022-2023_gabrielvieira
37,19,22,13,2,17,8,16,4,12,33,60,1,2022-2023_pierresagna
24,17,8,12,4,13,23,20,3,17,7,14,0,2022-2023_ricardinho
27,19,12,14,1,16,23,18,7,11,24,27,0,2022-2023_victorbobsin
28,18,18,7,3,18,8,17,4,13,18,38,0,2022-2023_paulohenriquerodriguescabral
18,6,8,9,1,6,21,27,3,24,8,10,1,2022-2023_brunomessi
17,11,1,11,5,9,17,18,3,15,2,20,0,2022-2023_matheusbabi
16,13,11,5,0,8,21,22,4,18,7,12,0,2022-2023_allano
10,6,3,6,1,2,9,2,0,2,4,8,0,2022-2023_kyosuketagawa
29,15,15,10,4,21,16,13,3,10,13,37,1,2022-2023_mt
15,7,10,5,0,11,2,17,9,8,10,66,0,2022-2023_italo
18,10,13,4,1,10,5,17,11,6,18,49,1,2022-2023_ygornogueira
22,16,15,5,2,8,2,19,11,8,20,57,1,2022-2023_cristiangonzalez
30,17,12,16,2,12,15,19,9,10,16,13,0,2022-2023_kentomisao
13,11,6,6,1,6,16,10,1,9,12,7,0,2022-2023_brunojordao
15,13,7,6,2,8,8,7,2,5,3,22,0,2022-2023_xaviquintilla
0,0,0,0,0,0,1,0,0,0,0,3,0,2022-2023_marcoandrerochapereira
8,6,1,5,2,3,6,7,1,6,4,1,0,2022-2023_costinha
19,9,7,7,5,7,10,11,1,10,3,6,0,2022-2023_rildo
15,10,6,8,1,8,3,4,0,4,9,11,1,2022-2023_diogocalila
11,8,5,1,5,5,1,8,1,7,4,9,0,2022-2023_eulanioangelochipelagomes
19,8,5,12,2,8,11,3,0,3,6,13,0,2022-2023_andersoncarvalho
7,5,5,2,0,5,3,4,3,1,6,28,0,2022-2023_paulogodinho
8,3,4,3,1,5,8,10,0,10,3,3,0,2022-2023_andrezinho
0,0,0,0,0,0,1,1,0,1,1,7,0,2022-2023_waltergonzalez
4,3,1,3,0,3,3,2,0,2,5,1,0,2022-2023_pedrobicalho
2,1,0,1,1,0,1,0,0,0,0,0,0,2022-2023_joaomarcos
4,3,0,3,1,3,2,1,0,1,0,0,0,2022-2023_filipstevanovic
1,0,0,0,1,1,0,4,1,3,1,1,0,2022-2023_rodrigovalente
0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_ruicosta
1,1,0,0,1,0,1,1,0,1,1,0,0,2022-2023_rubenalexandregomesoliveira
29,19,20,7,2,20,14,9,5,4,8,27,0,2023-2024_maxaarons
32,18,13,13,6,16,16,26,1,25,2,4,0,2023-2024_brendenaaronson
2,2,1,1,0,1,0,2,0,2,0,0,0,2023-2024_paxtenaaronson
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_keylianeabdallah
64,35,36,23,5,26,19,51,32,19,39,109,2,2023-2024_yunisabdelhamid
21,14,8,10,3,8,10,12,1,11,12,18,0,2023-2024_salisabdulsamed
0,0,0,0,0,0,1,0,0,0,0,4,0,2023-2024_nabilaberdin
85,52,43,34,8,38,58,29,6,23,61,61,3,2023-2024_laurentabergel
9,4,4,3,2,3,5,3,0,3,3,5,0,2023-2024_matthisabline
25,19,15,9,1,17,17,23,5,18,15,62,0,2023-2024_abner
9,8,1,5,3,3,9,9,1,8,1,2,0,2023-2024_zakariaaboukhlal
35,19,28,5,2,21,14,31,26,5,23,115,0,2023-2024_abdelabqar
3,1,0,1,2,0,0,1,0,1,0,4,0,2023-2024_tammyabraham
22,13,16,6,0,11,3,20,13,7,32,77,1,2023-2024_francescoacerbi
0,0,0,0,0,0,0,3,3,0,0,0,0,2023-2024_joshuaacheampong
33,21,20,12,1,9,5,12,2,10,4,25,0,2023-2024_marcosacuna
4,2,1,2,1,0,4,4,1,3,1,1,0,2023-2024_benieadamatraore
8,4,2,5,1,3,4,3,0,3,1,1,0,2023-2024_benieadamatraore
12,4,3,4,5,3,4,9,2,7,5,11,0,2023-2024_akoradams
4,3,1,3,0,2,1,2,0,2,4,2,0,2023-2024_tyleradams
5,1,1,2,2,1,1,1,0,1,0,2,0,2023-2024_junioradamu
14,9,2,9,3,6,5,16,1,15,5,7,0,2023-2024_sargisadamyan
21,11,16,5,0,12,9,16,11,5,25,80,0,2023-2024_tosinadarabioyo
4,1,1,0,3,1,11,13,2,11,6,25,0,2023-2024_elijahadebayo
16,14,9,4,3,8,12,11,0,11,3,5,0,2023-2024_karimadeyemi
Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Lost,Blocks,Sh,Pass,Int,Clr,Err,2023-2024_player
45,20,23,11,11,19,23,31,1,30,19,22,0,2023-2024_simonadingra
13,9,8,3,2,6,1,15,8,7,18,64,1,2023-2024_nathanieladjei
16,7,2,10,4,7,10,10,2,8,6,5,0,2023-2024_amineadli
34,17,17,13,4,13,22,22,8,14,20,15,1,2023-2024_yacineadli
0,0,0,0,0,0,0,0,0,0,1,3,0,2023-2024_adryelson
7,6,1,6,0,2,0,5,0,5,2,2,0,2023-2024_adson
35,20,9,20,6,15,19,28,6,22,12,22,0,2023-2024_michelaebischer
65,41,38,23,4,44,20,47,25,22,55,116,1,2023-2024_emmanuelagbadou
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_julenagirrezabala
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_lucienagoume
23,18,7,14,2,9,3,6,1,5,7,8,0,2023-2024_lucienagoume
45,29,28,13,4,29,12,27,7,20,13,41,0,2023-2024_felixagu
26,14,19,7,0,16,6,33,24,9,17,85,2,2023-2024_nayefaguerd
53,31,27,23,3,27,18,35,5,30,26,46,0,2023-2024_rubenaguilar
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_brandonaguilera
13,9,5,6,2,8,9,3,0,3,2,4,0,2023-2024_naouirouahamada
64,36,48,14,2,30,19,43,26,17,35,137,2,2023-2024_anelahmedhodzic
8,3,6,2,0,4,4,3,1,2,4,28,0,2023-2024_josephaidoo
47,31,31,12,4,29,12,19,3,16,18,51,1,2023-2024_olaaina
71,44,41,23,7,28,21,32,6,26,15,38,0,2023-2024_rayanait-nouri
6,4,2,3,1,3,6,4,1,3,2,8,0,2023-2024_tosinaiyegun
38,21,25,9,4,23,13,26,11,15,25,79,1,2023-2024_kristofferajer
3,2,1,2,0,2,9,6,2,4,4,11,0,2023-2024_ludovicajorque
42,28,16,18,8,22,17,28,12,16,23,70,3,2023-2024_manuelakanji
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_marleyake
Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Lost,Blocks,Sh,Pass,Int,Clr,Err,2023-2024_player
26,16,15,8,3,13,7,17,2,15,14,54,0,2023-2024_nathanake
36,21,11,16,9,10,10,10,2,8,13,13,0,2023-2024_iliasakhomach
27,15,18,7,2,13,3,14,4,10,10,34,0,2023-2024_sergioakieme
11,5,6,3,2,8,3,9,3,6,10,25,0,2023-2024_sergioakieme
0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_ebenezerakinsanmiro
37,23,12,20,5,12,24,21,0,21,9,3,0,2023-2024_maghnesakliouche
5,3,0,2,3,3,0,3,1,2,1,1,0,2023-2024_paulakouokou
14,9,2,10,2,6,1,5,1,4,6,11,0,2023-2024_paulakouokou
20,11,14,4,2,3,6,10,4,6,12,15,1,2023-2024_jean-danielakpa-akpro
1,0,0,1,0,0,1,1,0,1,0,0,0,2023-2024_davidakpanankeye
35,18,22,12,1,26,9,28,8,20,18,32,0,2023-2024_kevinakpoguma
13,9,7,5,1,4,4,10,7,3,15,34,0,2023-2024_davidalaba
35,20,16,12,7,15,38,34,4,30,7,13,0,2023-2024_luisalberto
25,14,15,9,1,18,9,31,24,7,16,102,0,2023-2024_raulalbiol
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_thiagoalcantara
6,6,0,6,0,5,5,5,2,3,5,4,0,2023-2024_carlosalcaraz
97,59,39,52,6,50,71,60,14,46,33,55,2,2023-2024_rubenalcaraz
28,21,15,13,0,19,16,30,18,12,13,111,0,2023-2024_omaralderete
40,23,23,11,6,17,40,20,0,20,7,17,0,2023-2024_ivanalejo
24,8,7,14,3,10,14,14,3,11,4,13,0,2023-2024_carlesalena
39,26,26,11,2,27,60,22,2,20,31,48,5,2023-2024_trentalexander-arnold
2,0,0,2,0,0,0,1,0,1,1,2,0,2023-2024_aboubacarali
4,3,3,1,0,2,5,6,0,6,1,1,0,2023-2024_mohamedalicho
12,9,4,7,1,3,8,10,0,10,3,6,0,2023-2024_mohamedalicho
10,4,3,6,1,4,14,23,2,21,8,15,1,2023-2024_faridealidou
Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Lost,Blocks,Sh,Pass,Int,Clr,Err,2023-2024_player
3,2,2,1,0,2,2,6,1,5,3,4,0,2023-2024_nabilalioui
0,0,0,0,0,0,1,0,0,0,0,11,4,2023-2024_alisson
6,1,3,2,1,4,2,3,0,3,3,3,0,2023-2024_tadeoallende
30,18,11,14,5,14,21,20,3,17,13,30,0,2023-2024_jimallevinah
25,15,9,12,4,9,10,13,1,12,6,5,0,2023-2024_domingosandreribeiroalmeida
36,24,13,15,8,11,18,29,2,27,10,13,0,2023-2024_miguelalmiron
45,29,16,22,7,23,28,21,2,19,14,10,0,2023-2024_pontusalmqvist
5,3,2,3,0,3,1,2,0,2,4,6,0,2023-2024_marcosalonso
16,7,9,6,1,9,15,18,5,13,5,18,0,2023-2024_adriaaltimira
15,8,8,6,1,11,12,12,1,11,9,10,0,2023-2024_sergialtimira
80,39,47,26,7,31,35,59,20,39,42,81,0,2023-2024_edsonalvarez
68,37,43,20,5,37,20,40,11,29,35,80,0,2023-2024_gastonalvarez
14,9,8,3,3,9,11,4,1,3,5,9,0,2023-2024_hugoalvarez
24,13,5,8,11,8,24,30,0,30,2,14,1,2023-2024_julianalvarez
18,9,15,3,0,12,7,8,5,3,11,34,1,2023-2024_yerayalvarez
8,7,5,2,1,2,7,5,1,4,2,5,0,2023-2024_skellyalvero
6,4,1,5,0,3,0,3,1,2,1,1,0,2023-2024_skellyalvero
18,8,10,7,1,7,14,11,1,10,11,16,0,2023-2024_papaamadoudiallo
17,12,7,7,3,3,6,13,0,13,11,6,0,2023-2024_selimamallah
9,6,7,2,0,2,8,2,0,2,3,6,0,2023-2024_amath
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_lorenzoamatucci
1,1,0,1,0,1,2,2,1,1,3,2,0,2023-2024_jordanamavi
27,18,1,15,11,7,18,23,10,13,9,10,0,2023-2024_zekiamdouni
16,7,12,4,0,11,4,6,0,6,7,28,0,2023-2024_kelvinamian
11,3,9,2,0,4,1,4,2,2,9,19,2,2023-2024_brunoamione
Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Lost,Blocks,Sh,Pass,Int,Clr,Err,2023-2024_player
23,11,13,6,4,15,8,9,2,7,11,34,2,2023-2024_michaelamirmurillo
22,14,8,10,4,13,6,16,2,14,14,18,0,2023-2024_nadiemamiri
4,2,0,3,1,0,3,0,0,0,0,1,0,2023-2024_nadiemamiri
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_kofiamoako
27,16,17,8,2,17,14,20,7,13,8,19,2,2023-2024_sofyanamrabat
56,35,33,21,2,29,10,33,18,15,41,207,1,2023-2024_joachimandersen
24,18,12,9,3,15,14,23,4,19,8,23,0,2023-2024_elliotanderson
78,45,32,33,13,34,56,45,3,42,27,23,0,2023-2024_felipeanderson
89,49,39,45,5,43,38,34,5,29,35,60,0,2023-2024_benjaminandre
2,1,0,1,1,0,4,2,0,2,0,1,0,2023-2024_komnenandric
30,18,8,14,8,13,11,15,4,11,20,17,0,2023-2024_robertandrich
20,12,14,6,0,14,7,31,18,13,28,74,2,2023-2024_miguelangelrubio
21,11,12,6,3,11,8,11,5,6,12,37,1,2023-2024_angelino
1,1,1,0,0,1,2,0,0,0,4,8,0,2023-2024_fabrizioangileri
3,1,1,0,2,1,6,3,0,3,1,3,0,2023-2024_jaidonanthony
39,25,21,16,2,23,19,33,20,13,40,150,1,2023-2024_waldemaranton
15,8,5,6,4,3,8,16,3,13,4,4,0,2023-2024_michailantonio
40,21,15,19,6,20,20,29,1,28,12,9,0,2023-2024_antony
21,12,10,6,5,12,10,13,2,11,2,11,1,2023-2024_christopherantwi-adjei
16,11,4,10,2,3,9,5,0,5,4,2,1,2023-2024_houssemaouar
0,0,0,0,0,0,3,0,0,0,1,1,0,2023-2024_stredairappuah
6,2,3,2,1,1,5,1,0,1,2,7,0,2023-2024_mauroarambarri
24,15,12,10,2,15,10,8,3,5,7,17,0,2023-2024_jonaramburu
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_asafarania
41,22,29,7,5,23,10,23,16,7,10,52,1,2023-2024_julianaraujo
Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Lost,Blocks,Sh,Pass,Int,Clr,Err,2023-2024_player
27,22,11,15,1,12,5,20,11,9,12,66,2,2023-2024_ronaldaraujo
23,14,11,8,4,7,8,17,7,10,15,9,0,2023-2024_oliverarblaster
18,13,6,6,6,8,10,22,3,19,1,11,0,2023-2024_cameronarcher
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_cameronarcher
1,1,1,0,0,1,2,0,0,0,1,16,0,2023-2024_alphonseareola
8,4,4,2,2,2,1,1,0,1,1,0,0,2023-2024_aduares
45,24,25,13,7,31,7,36,15,21,18,58,0,2023-2024_jesusareso
