Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
10,7,70,0.58,0.41,0.1,0.14,13.7,0,0,2022-2023_nunomendes
36,18,50,2.1,1.05,0.31,0.61,16.8,2,2,2022-2023_neymar
10,6,60,0.76,0.45,0.3,0.5,15.2,0,0,2022-2023_carlossoler
34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,2022-2023_hugoekitike
11,2,18.2,0.87,0.16,0,0,11.6,0,0,2022-2023_nordimukiele
4,0,0,0.49,0,0,,6.3,0,0,2022-2023_presnelkimpembe
9,4,44.4,0.87,0.39,0.22,0.5,17.1,0,0,2022-2023_warrenzaire-emery
14,6,42.9,1.76,0.75,0.14,0.33,17.9,0,0,2022-2023_renatosanches
0,0,,0,0,,,,0,0,2022-2023_elchadaillebitshiabu
3,1,33.3,1.03,0.34,0,0,16.3,0,0,2022-2023_timotheepembele
6,2,33.3,1.46,0.49,0,0,10.4,0,0,2022-2023_pablosarabia
3,1,33.3,4.66,1.55,0,0,21.3,0,0,2022-2023_ismaelgharbi
0,0,,0,0,,,,0,0,2022-2023_leandroparedes
0,0,,0,0,,,,0,0,2022-2023_ilyeshousni
0,0,,0,0,,,,0,0,2022-2023_alexandreletellier
0,0,,0,0,,,,0,0,2022-2023_bricesamba
24,4,16.7,0.67,0.11,0.04,0.25,14.9,0,0,2022-2023_kevindanso
82,22,26.8,2.4,0.64,0.07,0.27,19.9,1,2,2022-2023_sekofofana
86,29,33.7,2.53,0.85,0.07,0.21,15.6,1,3,2022-2023_floriansotoca
13,4,30.8,0.4,0.12,0.08,0.25,19.1,0,0,2022-2023_salisabdulsamed
5,1,20,0.16,0.03,0.2,1,14.1,0,0,2022-2023_jonathangradit
18,4,22.2,0.58,0.13,0.11,0.5,13.9,0,0,2022-2023_facundomedina
28,6,21.4,0.89,0.19,0.07,0.33,22.1,3,3,2022-2023_przemysawfrankowski
103,49,47.6,3.68,1.75,0.19,0.41,13.1,1,1,2022-2023_loisopenda
18,7,38.9,0.74,0.29,0.22,0.57,19.3,0,0,2022-2023_deivermachado
13,0,0,0.7,0,0,,11.6,0,0,2022-2023_massadiohaidara
26,7,26.9,1.66,0.45,0.04,0.14,17.6,0,0,2022-2023_davidpereiradacosta
21,9,42.9,1.48,0.63,0.24,0.56,14.5,0,0,2022-2023_adrienthomasson
12,8,66.7,1.26,0.84,0.08,0.13,15.7,0,0,2022-2023_angelofulgini
8,3,37.5,0.89,0.33,0,0,23.1,0,0,2022-2023_jeanonana
27,10,37,3.77,1.4,0.19,0.5,14.5,0,0,2022-2023_wesleysaid
14,9,64.3,2.09,1.34,0.36,0.56,16.6,0,0,2022-2023_alexisclaude-maurice
5,1,20,0.88,0.18,0,0,17,0,0,2022-2023_jimmycabot
3,0,0,1.04,0,0,,17.1,0,0,2022-2023_ukaszporeba
5,2,40,2.73,1.09,0,0,9.6,0,0,2022-2023_julienlecardinal
0,0,,0,0,,,,0,0,2022-2023_jean-louisleca
3,1,33.3,2.2,0.73,0,0,15.9,0,0,2022-2023_remylabeaulascary
0,0,,0,0,,,,0,0,2022-2023_adambuksa
2,1,50,1.94,0.97,0,0,28.6,0,0,2022-2023_ismaelbenboura
1,0,0,1.53,0,0,,23.1,0,0,2022-2023_ignatiusganago
0,0,,0,0,,,,0,0,2022-2023_patrickberg
1,0,0,4.09,0,0,,29.8,0,0,2022-2023_gaelkakuta
0,0,,0,0,,,,0,0,2022-2023_stevenfortes
0,0,,0,0,,,,0,0,2022-2023_christopherwooh
22,4,18.2,0.65,0.12,0.05,0.25,20,0,0,2022-2023_valentinrongier
0,0,,0,0,,,,0,0,2022-2023_paulopez
27,9,33.3,0.85,0.28,0.19,0.56,11,0,0,2022-2023_chancelmbemba
63,29,46,2.12,0.97,0.19,0.41,15.2,2,3,2022-2023_alexissanchez
48,12,25,1.67,0.42,0.04,0.17,17.5,0,0,2022-2023_jonathanclauss
30,9,30,0.94,0.28,0.1,0.33,20.5,1,1,2022-2023_jordanveretout
11,0,0,0.38,0,0,,10.2,0,0,2022-2023_leonardobalerdi
70,23,32.9,2.53,0.83,0.06,0.17,17.1,1,1,2022-2023_cengizunder
22,9,40.9,0.89,0.37,0.18,0.44,9.7,0,0,2022-2023_seadkolasinac
24,5,20.8,1.02,0.21,0.04,0.2,16.4,1,1,2022-2023_matteoguendouzi
12,3,25,0.57,0.14,0.17,0.67,8,0,0,2022-2023_samuelgigot
65,17,26.2,2.49,0.65,0.09,0.35,19.4,0,0,2022-2023_nunotavares
35,7,20,2.57,0.51,0.03,0.14,24.3,0,0,2022-2023_ruslanmalinovskyi
8,3,37.5,0.7,0.26,0.13,0.33,16.2,0,0,2022-2023_issakabore
27,7,25.9,2.91,0.75,0.11,0.43,20.6,1,1,2022-2023_dimitripayet
6,3,50,1.05,0.52,0,0,18.7,0,0,2022-2023_amineharit
0,0,,0,0,,,,0,0,2022-2023_rubenblanco
9,6,66.7,1.94,1.29,0.22,0.33,15.8,0,0,2022-2023_gerson
3,0,0,0.5,0,0,,13,0,0,2022-2023_ericbailly
25,9,36,4.85,1.75,0.08,0.22,12.6,0,0,2022-2023_vitinha
8,4,50,1.46,0.73,0.13,0.25,16.8,0,0,2022-2023_papegueye
16,7,43.8,4.91,2.15,0.19,0.43,12.6,0,0,2022-2023_luisjaviersuarez
1,0,0,0.7,0,0,,7.8,0,0,2022-2023_arkadiuszmilik
11,5,45.5,5.1,2.32,0.09,0.2,12.5,0,0,2022-2023_bambadieng
3,2,66.7,2.23,1.49,0.33,0.5,21,0,0,2022-2023_azzedineounahi
0,0,,0,0,,,,0,0,2022-2023_souleymanetoure
0,0,,0,0,,,,0,0,2022-2023_cedricbakambu
0,0,,0,0,,,,0,0,2022-2023_francoismughe
0,0,,0,0,,,,0,0,2022-2023_dujecaleta-car
0,0,,0,0,,,,0,0,2022-2023_salimbenseghir
71,19,26.8,2.08,0.56,0.07,0.26,20,2,2,2022-2023_benjaminbourigeaud
31,10,32.3,0.89,0.29,0.13,0.4,11.9,0,0,2022-2023_arthurtheate
0,0,,0,0,,,,0,0,2022-2023_stevemandanda
74,30,40.5,2.64,1.07,0.2,0.5,13.6,0,0,2022-2023_aminegouiri
30,9,30,1.07,0.32,0.03,0.11,15.5,0,0,2022-2023_hamaritraore
10,3,30,0.46,0.14,0,0,21.3,0,0,2022-2023_adrientruffert
43,21,48.8,2.09,1.02,0.16,0.33,14,0,0,2022-2023_arnaudkalimuendo
19,8,42.1,0.94,0.4,0.11,0.25,23.2,0,0,2022-2023_baptistesantamaria
25,6,24,1.34,0.32,0.08,0.33,18.4,0,0,2022-2023_flavientait
33,11,33.3,1.78,0.59,0.03,0.09,20.4,1,1,2022-2023_lovromajer
7,2,28.6,0.44,0.13,0.14,0.5,6.9,0,0,2022-2023_joerodon
47,27,57.4,3.21,1.84,0.19,0.33,15.2,0,0,2022-2023_martinterrier
3,1,33.3,0.2,0.07,0,0,7.1,0,0,2022-2023_warmedomari
6,1,16.7,0.41,0.07,0,0,18.4,0,0,2022-2023_lesleyugochukwu
26,12,46.2,1.81,0.84,0.23,0.5,15.7,0,0,2022-2023_jeremydoku
5,0,0,0.45,0,0,,8.9,0,0,2022-2023_christopherwooh
21,6,28.6,1.7,0.48,0.14,0.5,21,0,0,2022-2023_desiredoue
22,7,31.8,2.04,0.65,0.14,0.43,13.4,0,0,2022-2023_karltokoekambi
0,0,,0,0,,,,0,0,2022-2023_birgermeling
3,1,33.3,0.47,0.16,0,0,14,0,0,2022-2023_djedspence
5,0,0,0.82,0,0,,22.8,0,0,2022-2023_xeka
1,0,0,0.18,0,0,,19.3,0,0,2022-2023_jeanoelbelocian
0,0,,0,0,,,,0,0,2022-2023_doganalemdar
11,6,54.5,3.98,2.17,0.18,0.33,13.2,0,0,2022-2023_gaetanlaborde
13,3,23.1,3.59,0.83,0.08,0.33,17.6,0,0,2022-2023_kamaldeensulemana
3,1,33.3,1.03,0.34,0,0,14.7,0,0,2022-2023_lorenzassignon
6,2,33.3,2.38,0.79,0,0,20.9,0,0,2022-2023_ibrahimsalah
2,0,0,2,0,0,,8.7,0,0,2022-2023_loicbade
6,2,33.3,5.05,1.68,0.17,0.5,12.2,0,0,2022-2023_matthisabline
2,1,50,7.83,3.91,0,0,10.5,0,0,2022-2023_serhouguirassy
0,0,,0,0,,,,0,0,2022-2023_alandomarcolino
1,0,0,7.5,0,0,,31.4,0,0,2022-2023_gueladoue
95,44,46.3,2.7,1.25,0.15,0.32,15.8,10,11,2022-2023_jonathandavid
55,17,30.9,1.76,0.54,0.02,0.06,23.2,1,1,2022-2023_angelgomes
24,4,16.7,0.74,0.12,0.04,0.25,16.9,0,0,2022-2023_benjaminandre
0,0,,0,0,,,,0,0,2022-2023_lucaschevalier
71,28,39.4,2.3,0.91,0.08,0.21,15.5,0,0,2022-2023_jonathanbamba
14,2,14.3,0.49,0.07,0.07,0.5,12.3,0,0,2022-2023_josefonte
19,6,31.6,0.64,0.2,0.16,0.5,11.4,0,0,2022-2023_bafodediakite
42,23,54.8,1.5,0.82,0.17,0.3,14.1,0,0,2022-2023_remycabella
15,4,26.7,0.67,0.18,0.13,0.5,12.7,0,0,2022-2023_tiagodjalo
13,6,46.2,0.66,0.3,0.15,0.33,17.4,0,0,2022-2023_ismaily
30,11,36.7,1.54,0.57,0,0,21.6,0,0,2022-2023_timothyweah
18,5,27.8,0.99,0.28,0.17,0.6,21.2,0,0,2022-2023_andregomes
17,7,41.2,0.95,0.39,0.18,0.43,9.5,0,0,2022-2023_alexsandroribeiro
26,9,34.6,2.2,0.76,0.04,0.11,19.1,0,0,2022-2023_adamounas
42,14,33.3,3.58,1.19,0.07,0.21,18.4,0,0,2022-2023_edonzhegrova
7,1,14.3,0.75,0.11,0,0,22,0,0,2022-2023_gabrielgudmundsson
2,0,0,0.23,0,0,,15.9,0,0,2022-2023_lenyyoro
22,10,45.5,3.04,1.38,0.18,0.4,10.4,0,0,2022-2023_mohamedlaminebayo
0,0,,0,0,,,,0,0,2022-2023_leojardim
12,2,16.7,2.26,0.38,0,0,24.3,0,0,2022-2023_carlosbaleba
3,1,33.3,0.76,0.25,0.33,1,15.3,0,0,2022-2023_akimzedadka
5,2,40,2.25,0.9,0.2,0.5,19,0,0,2022-2023_yusufyazc
1,0,0,0.32,0,0,,7.6,0,0,2022-2023_jonasmartin
12,5,41.7,4.19,1.74,0.08,0.2,14.4,0,0,2022-2023_alanvirginius
0,0,,0,0,,,,0,0,2022-2023_aminemessoussa
0,0,,0,0,,,,0,0,2022-2023_simonramet
0,0,,0,0,,,,0,0,2022-2023_alexandernubel
28,9,32.1,0.76,0.24,0.11,0.33,15.4,0,1,2022-2023_axeldisasi
42,10,23.8,1.22,0.29,0.05,0.2,22.9,0,0,2022-2023_youssouffofana
10,6,60,0.31,0.19,0.1,0.17,21.1,0,0,2022-2023_caiohenriqueoliveirasilva
49,25,51,1.79,0.91,0.16,0.32,19,0,0,2022-2023_aleksandrgolovin
66,36,54.5,2.81,1.53,0.21,0.39,14.2,5,6,2022-2023_wissambenyedder
27,6,22.2,1.11,0.25,0,0,28.4,0,0,2022-2023_mohamedcamara
16,6,37.5,0.67,0.25,0.19,0.5,10.7,0,0,2022-2023_guillermomaripan
26,8,30.8,1.06,0.33,0.04,0.13,19.5,0,0,2022-2023_vanderson
40,18,45,1.74,0.78,0.1,0.22,15.2,0,0,2022-2023_krepindiatta
40,20,50,1.94,0.97,0.3,0.6,10.9,0,1,2022-2023_breelembolo
4,2,50,0.31,0.15,0,0,17.5,0,0,2022-2023_rubenaguilar
4,3,75,0.31,0.23,0.25,0.33,22.9,0,0,2022-2023_eliotmatazo
21,8,38.1,1.8,0.68,0.19,0.5,18.6,0,0,2022-2023_eliessebenseghir
22,8,36.4,2.73,0.99,0.05,0.13,16.4,0,0,2022-2023_takumiminamino
14,6,42.9,1.13,0.48,0,0,15.2,0,0,2022-2023_ismailjakobs
5,3,60,0.54,0.32,0.4,0.67,16,0,0,2022-2023_benoitbadiashile
1,0,0,0.13,0,0,,12.5,0,0,2022-2023_malangsarr
15,7,46.7,2.11,0.99,0.2,0.43,15.6,0,0,2022-2023_kevinvolland
3,2,66.7,0.61,0.4,0,0,8,0,0,2022-2023_chrislainmatsima
5,2,40,1.12,0.45,0,0,14.9,0,0,2022-2023_maghnesakliouche
12,3,25,3.13,0.78,0,0,15.9,0,0,2022-2023_gelsonmartins
7,5,71.4,2.14,1.53,0.43,0.6,11.5,0,0,2022-2023_myronboadu
5,3,60,1.55,0.93,0,0,18.3,0,0,2022-2023_jeanlucas
6,2,33.3,2.42,0.81,0.17,0.5,15.6,0,0,2022-2023_edandiop
2,1,50,2.77,1.38,0.5,1,10.5,0,0,2022-2023_sofianediop
0,0,,0,0,,,,0,0,2022-2023_soungoutoumagassa
23,5,21.7,0.69,0.15,0.04,0.2,16.8,0,0,2022-2023_nicolastagliafico
107,47,43.9,3.29,1.44,0.2,0.45,14.4,6,8,2022-2023_alexandrelacazette
13,5,38.5,0.39,0.15,0.15,0.4,10.2,0,0,2022-2023_castellolukeba
0,0,,0,0,,,,0,0,2022-2023_anthonylopes
26,13,50,0.85,0.42,0.15,0.31,19.1,0,0,2022-2023_maxencecaqueret
30,9,30,1.33,0.4,0.03,0.11,23,0,0,2022-2023_corentintolisso
14,4,28.6,0.61,0.17,0.07,0.25,25.1,0,0,2022-2023_thiagomendes
10,2,20,0.46,0.09,0,0,12.6,0,0,2022-2023_sinalydiomande
19,1,5.3,0.88,0.05,0.05,1,23.8,0,0,2022-2023_johannlepenant
61,21,34.4,2.93,1.01,0.07,0.19,18.7,0,0,2022-2023_rayancherki
7,3,42.9,0.39,0.17,0,0,20.9,0,0,2022-2023_malogusto
13,3,23.1,0.8,0.19,0.08,0.33,12.5,0,0,2022-2023_dejanlovren
27,13,48.1,1.69,0.81,0.19,0.38,13.6,0,0,2022-2023_bradleybarcola
41,19,46.3,2.73,1.26,0.1,0.21,14.7,0,0,2022-2023_karltokoekambi
9,2,22.2,0.61,0.14,0,0,21.9,0,0,2022-2023_saelkumbedi
30,13,43.3,2.44,1.06,0.2,0.46,16.5,0,0,2022-2023_tete
28,13,46.4,2.87,1.33,0.11,0.23,13.3,0,0,2022-2023_moussadembele
0,0,,0,0,,,,0,0,2022-2023_remyriou
6,5,83.3,1.01,0.84,0.17,0.2,12.7,0,0,2022-2023_aminsarr
14,6,42.9,2.4,1.03,0.07,0.17,15.1,0,0,2022-2023_houssemaouar
0,0,,0,0,,,,0,0,2022-2023_jeromeboateng
10,5,50,2.02,1.01,0.1,0.2,15.7,0,0,2022-2023_jefferson
1,0,0,0.25,0,0,,27.6,0,0,2022-2023_henrique
2,0,0,0.53,0,0,,13.5,0,0,2022-2023_damiendasilva
5,2,40,1.5,0.6,0,0,23.6,0,0,2022-2023_romainfaivre
5,1,20,2.83,0.57,0,0,15.1,0,0,2022-2023_lucaspaqueta
10,7,70,2.68,1.87,0,0,20,0,0,2022-2023_jeffreine-adelaide
0,0,,0,0,,,,0,0,2022-2023_mamadousarr
0,0,,0,0,,,,0,0,2022-2023_mohamedelarouch
0,0,,0,0,,,,0,0,2022-2023_morydiaw
16,5,31.3,0.46,0.14,0,0,8.6,0,0,2022-2023_mateuszwieteska
23,7,30.4,0.73,0.22,0.13,0.43,14.6,0,0,2022-2023_netoborges
19,9,47.4,0.66,0.31,0.21,0.44,24.8,0,0,2022-2023_johangastien
6,2,33.3,0.22,0.07,0,0,32.6,0,0,2022-2023_aliduseidu
54,19,35.2,2.18,0.77,0.11,0.32,17.5,4,6,2022-2023_grejohnkyei
35,13,37.1,1.46,0.54,0.09,0.23,14.4,0,0,2022-2023_elbarashani
17,1,5.9,0.64,0.04,0,0,19.8,0,0,2022-2023_yohannmagnin
30,8,26.7,1.2,0.32,0.03,0.13,16.9,0,0,2022-2023_jimallevinah
14,6,42.9,0.57,0.24,0.07,0.17,17.9,0,0,2022-2023_maximilianocaufriez
47,22,46.8,2.09,0.98,0.15,0.32,21.5,0,0,2022-2023_saif-eddinekhaoui
51,19,37.3,2.33,0.87,0.1,0.26,20.6,2,2,2022-2023_muhammedcham
6,2,33.3,0.37,0.12,0.17,0.5,22.6,0,0,2022-2023_maximegonalons
2,0,0,0.11,0,0,,18.2,0,0,2022-2023_florentogier
28,11,39.3,1.74,0.68,0.11,0.27,14.4,1,2,2022-2023_komnenandric
12,5,41.7,1.45,0.61,0.08,0.2,21.7,0,0,2022-2023_jeremiebela
8,2,25,1.09,0.27,0.13,0.5,20.1,0,0,2022-2023_mehdizeffane
3,0,0,0.47,0,0,,26.5,0,0,2022-2023_cheickkonate
11,5,45.5,1.98,0.9,0,0,16.4,0,0,2022-2023_aimanmaurer
6,3,50,2.09,1.05,0.17,0.33,16.7,0,0,2022-2023_jodeldossou
2,0,0,0.81,0,0,,20.6,0,0,2022-2023_arialmendy
0,0,,0,0,,,,0,0,2022-2023_ouparinedjoco
1,0,0,1.01,0,0,,31.4,0,0,2022-2023_bailadiallo
1,0,0,1.5,0,0,,21.4,0,0,2022-2023_yanismassolin
0,0,,0,0,,,,0,0,2022-2023_brandonbaiye
1,0,0,2.5,0,0,,13.9,0,0,2022-2023_souleymanecisse
0,0,,0,0,,,,0,0,2022-2023_jasonberthomier
0,0,,0,0,,,,0,0,2022-2023_jean-claudebillong
23,5,21.7,0.63,0.14,0.04,0.2,13.8,0,0,2022-2023_dante
0,0,,0,0,,,,0,0,2022-2023_kasperschmeichel
14,4,28.6,0.44,0.13,0,0,13.4,0,0,2022-2023_jean-clairtodibo
38,9,23.7,1.34,0.32,0.05,0.22,18.4,0,0,2022-2023_khephrenthuram
74,39,52.7,2.66,1.4,0.18,0.33,15.7,0,1,2022-2023_gaetanlaborde
7,2,28.6,0.26,0.07,0,0,15.4,0,0,2022-2023_melvinbard
13,5,38.5,0.48,0.18,0,0,19.8,0,0,2022-2023_jordanlotomba
21,9,42.9,1.01,0.43,0.05,0.11,23.8,0,0,2022-2023_hichamboudaoui
22,6,27.3,1.25,0.34,0.05,0.17,15.3,0,0,2022-2023_aaronramsey
10,2,20,0.51,0.1,0,0,16.3,0,0,2022-2023_pablorosario
46,17,37,2.77,1.02,0.07,0.18,17.6,3,3,2022-2023_nicolaspepe
44,18,40.9,2.98,1.22,0.14,0.33,14.9,0,0,2022-2023_teremmoffi
28,9,32.1,2.05,0.66,0.04,0.11,20,0,0,2022-2023_sofianediop
6,3,50,0.64,0.32,0,0,20.1,0,0,2022-2023_mariolemina
38,17,44.7,3.56,1.59,0.11,0.24,19.7,0,0,2022-2023_rossbarkley
24,10,41.7,2.5,1.04,0,0,21.1,0,0,2022-2023_badredinebouanani
23,8,34.8,2.65,0.92,0.13,0.38,16.4,3,3,2022-2023_andydelort
12,5,41.7,1.39,0.58,0.08,0.2,17.3,0,0,2022-2023_youcefatal
2,1,50,0.28,0.14,0.5,1,7.8,0,0,2022-2023_mattiaviti
9,3,33.3,1.49,0.5,0,0,24.5,0,0,2022-2023_alexisbekabeka
8,2,25,1.39,0.35,0,0,16.3,0,0,2022-2023_antoinemendy
8,4,50,1.27,0.63,0.13,0.25,18.2,0,0,2022-2023_youssoufndayishimiye
20,6,30,2.25,0.68,0.15,0.5,24.3,0,0,2022-2023_bilalbrahimi
1,0,0,0.31,0,0,,20.4,0,0,2022-2023_ayoubamraoui
5,2,40,1.99,0.8,0,0,12.5,0,0,2022-2023_aminegouiri
3,1,33.3,1.27,0.42,0,0,20.1,0,0,2022-2023_calvinstengs
0,0,,0,0,,,,0,0,2022-2023_marcinbuka
1,0,0,0.51,0,0,,18.9,0,0,2022-2023_joebryan
4,0,0,2.43,0,0,,16.8,0,0,2022-2023_raresilie
1,0,0,0.49,0,0,,21.9,0,0,2022-2023_redabelahyane
0,0,,0,0,,,,0,0,2022-2023_flaviusdaniliuc
2,0,0,2.81,0,0,,24,0,0,2022-2023_alexisclaude-maurice
0,0,,0,0,,,,0,0,2022-2023_andreadacourt
0,0,,0,0,,,,0,0,2022-2023_theotrinker
9,6,66.7,0.24,0.16,0.11,0.17,11.8,0,0,2022-2023_montassartalbi
17,6,35.3,0.46,0.16,0,0,18.3,0,0,2022-2023_vincentlegoff
45,18,40,1.34,0.54,0.11,0.28,23.4,0,0,2022-2023_enzolefee
10,2,20,0.37,0.07,0,0,20.9,0,0,2022-2023_gedeonkalulu
13,2,15.4,0.5,0.08,0,0,24,0,0,2022-2023_laurentabergel
0,0,,0,0,,,,0,0,2022-2023_yvonmvogo
14,4,28.6,0.76,0.22,0.07,0.25,18.5,0,0,2022-2023_julienponceau
6,2,33.3,0.33,0.11,0,0,14.8,0,0,2022-2023_julienlaporte
52,17,32.7,3.02,0.99,0.12,0.35,16.6,0,0,2022-2023_dangoouattara
0,0,,0,0,,,,0,0,2022-2023_vitomannone
33,18,54.5,2.14,1.17,0.33,0.61,13.6,1,2,2022-2023_teremmoffi
3,1,33.3,0.18,0.06,0.33,1,8.5,0,0,2022-2023_bamomeite
28,13,46.4,1.6,0.74,0.18,0.38,16.1,2,3,2022-2023_ibrahimakone
10,4,40,0.62,0.25,0.2,0.5,14,0,0,2022-2023_theolebris
25,14,56,1.81,1.01,0.2,0.36,17,0,0,2022-2023_romainfaivre
4,0,0,0.3,0,0,,26.3,0,0,2022-2023_bonkeinnocent
20,8,40,1.69,0.68,0.1,0.25,16.2,0,0,2022-2023_stephanediarra
5,2,40,0.42,0.17,0,0,26.9,0,0,2022-2023_jean-victormakengo
26,9,34.6,2.15,0.74,0.04,0.11,20.3,0,0,2022-2023_yoanncathline
21,7,33.3,2.53,0.84,0.1,0.29,16,1,1,2022-2023_bambadieng
9,3,33.3,1.04,0.35,0.11,0.33,16.9,0,0,2022-2023_darlinyongwa
4,1,25,0.79,0.2,0,0,19.8,0,0,2022-2023_igorcarioca
14,5,35.7,4.74,1.69,0.07,0.2,18.2,0,0,2022-2023_armandlauriente
1,0,0,0.4,0,0,,10.5,0,0,2022-2023_chrislainmatsima
8,3,37.5,2.88,1.08,0,0,17.1,0,0,2022-2023_adilaouchiche
6,3,50,2.93,1.47,0.17,0.33,18.5,0,0,2022-2023_quentinboisgard
7,1,14.3,4.63,0.66,0,0,13.5,0,0,2022-2023_ckenedoucoure
4,0,0,3.75,0,0,,18.6,0,0,2022-2023_aymankari
3,0,0,10.8,0,0,,28.5,0,0,2022-2023_adriangrbic
0,0,,0,0,,,,0,0,2022-2023_elijuniorkroupi
32,3,9.4,0.86,0.08,0.03,0.33,15,0,0,2022-2023_yunisabdelhamid
121,50,41.3,3.63,1.5,0.12,0.3,15.2,6,7,2022-2023_folarinbalogun
42,17,40.5,1.3,0.52,0.14,0.35,15.3,0,0,2022-2023_junyaito
0,0,,0,0,,,,0,0,2022-2023_yehvanndiouf
68,23,33.8,2.27,0.77,0.1,0.3,16.1,0,0,2022-2023_marshallmunetsi
11,4,36.4,0.4,0.14,0,0,26.2,0,0,2022-2023_azormatusiwa
53,20,37.7,2.41,0.91,0.08,0.2,24.1,0,0,2022-2023_alexisflips
22,3,13.6,0.83,0.11,0,0,15.8,0,0,2022-2023_emmanuelagbadou
2,1,50,0.09,0.05,0,0,11.7,0,0,2022-2023_thomasfoket
0,0,,0,0,,,,0,0,2022-2023_thibaultdesmet
18,4,22.2,1.17,0.26,0,0,23.3,0,0,2022-2023_dionlopy
27,7,25.9,1.59,0.41,0.11,0.43,19.5,0,0,2022-2023_jenscajuste
25,9,36,1.95,0.7,0.04,0.11,19.8,1,1,2022-2023_kamorydoumbia
5,0,0,0.42,0,0,,22.3,0,0,2022-2023_bradleylocko
8,1,12.5,0.69,0.09,0,0,18.3,0,0,2022-2023_andrewgravillon
31,6,19.4,2.79,0.54,0,0,20.8,0,0,2022-2023_arberzeneli
3,0,0,0.26,0,0,,27.5,0,0,2022-2023_maximebusi
3,1,33.3,0.4,0.13,0,0,19.4,0,0,2022-2023_checkkeita
0,0,,0,0,,,,0,0,2022-2023_patrickpentz
25,11,44,2.49,1.09,0,0,19.2,0,0,2022-2023_mitchellvanbergen
0,0,,0,0,,,,0,0,2022-2023_woutfaes
6,2,33.3,2.33,0.78,0.17,0.5,17.2,0,0,2022-2023_myzianemaolida
2,0,0,0.93,0,0,,36.7,0,0,2022-2023_noahholm
1,0,0,0.52,0,0,,15.5,0,0,2022-2023_valentinatanganaedoa
5,1,20,2.06,0.41,0,0,14.3,0,0,2022-2023_kajsierhuis
1,1,100,0.69,0.69,0,0,7.5,0,0,2022-2023_ibrahimdiakite
1,1,100,0.99,0.99,0,0,26.1,0,0,2022-2023_elbilaltoure
1,0,0,0.84,0,0,,25.5,0,0,2022-2023_martinadeline
2,0,0,2.73,0,0,,21,0,0,2022-2023_nathanaelmbuku
0,0,,0,0,,,,0,0,2022-2023_falloufall
0,0,,0,0,,,,0,0,2022-2023_mohamedtoure
1,0,0,4.29,0,0,,18.9,0,0,2022-2023_mamadoudiakhon
0,0,,0,0,,,,0,0,2022-2023_rafikguitane
0,0,,0,0,,,,0,0,2022-2023_samuelkoeberle
14,2,14.3,0.46,0.07,0.07,0.5,24.1,0,0,2022-2023_jordanferri
17,2,11.8,0.57,0.07,0,0,8.6,0,0,2022-2023_christopherjullien
58,24,41.4,2.05,0.85,0.1,0.25,27,6,6,2022-2023_tejisavanier
59,24,40.7,2.21,0.9,0.15,0.38,16.1,0,0,2022-2023_arnaudnordin
6,2,33.3,0.21,0.07,0.17,0.5,16.7,0,0,2022-2023_falayesacko
62,36,58.1,2.22,1.29,0.29,0.5,14.5,1,1,2022-2023_elyewahi
12,1,8.3,0.44,0.04,0,0,27.2,0,0,2022-2023_jorischotard
34,12,35.3,1.59,0.56,0.15,0.42,20.1,0,0,2022-2023_faitoutmaouassa
38,16,42.1,2.09,0.88,0.11,0.25,22.2,0,0,2022-2023_wahbikhazri
0,0,,0,0,,,,0,0,2022-2023_benjaminlecomte
6,0,0,0.33,0,0,,9.5,0,0,2022-2023_maximeesteve
10,1,10,0.69,0.07,0.1,1,14.8,0,0,2022-2023_issiagasylla
11,3,27.3,0.79,0.21,0,0,11.5,0,0,2022-2023_boubakarkouyate
37,15,40.5,2.59,1.05,0.11,0.27,16.8,0,0,2022-2023_stephymavididi
7,4,57.1,0.49,0.28,0.29,0.5,10,0,0,2022-2023_nicolascozza
18,6,33.3,1.36,0.45,0,0,20.6,0,0,2022-2023_leoleroy
0,0,,0,0,,,,0,0,2022-2023_jonasomlin
4,2,50,0.33,0.16,0.25,0.5,18.8,0,0,2022-2023_enzotchato
3,2,66.7,0.35,0.24,0.33,0.5,6.1,0,0,2022-2023_mamadousakho
8,3,37.5,1,0.38,0,0,21.8,0,0,2022-2023_khalilfayad
3,2,66.7,0.51,0.34,0.33,0.5,20.5,0,0,2022-2023_theosainte-luce
19,6,31.6,2.49,0.78,0.11,0.33,12.7,0,0,2022-2023_valeregermain
0,0,,0,0,,,,0,0,2022-2023_bingouroukamara
1,0,0,0.25,0,0,,20.7,0,0,2022-2023_arnaudsouquet
6,1,16.7,2.73,0.45,0,0,13.9,0,0,2022-2023_benimakouana
0,0,,0,0,,,,0,0,2022-2023_matiscarvalho
0,0,,0,0,,,,0,0,2022-2023_cheikhfaye
0,0,,0,0,,,,0,0,2022-2023_axelgueguin
2,1,50,9,4.5,0.5,1,20.4,0,0,2022-2023_sachadelaye
0,0,,0,0,,,,0,0,2022-2023_pedromendes
0,0,,0,0,,,,0,0,2022-2023_thibaulttamas
1,0,0,0.03,0,0,,13.4,0,0,2022-2023_maximedupe
19,10,52.6,0.52,0.27,0.11,0.2,9,0,0,2022-2023_anthonyrouault
