Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
0,0,,0,0,,,,0,0,2022-2023_josepantonigaya
0,0,,0,0,,,,0,0,2022-2023_dominikgreif
0,0,,0,0,,,,0,0,2022-2023_leonardoroman
2,1,50,3.46,1.73,0,0,17.4,0,0,2022-2023_lagojunior
0,0,,0,0,,,,0,0,2022-2023_javierllabres
0,0,,0,0,,,,0,0,2022-2023_rubenquintanilla
13,3,23.1,0.39,0.09,0,0,12.2,0,0,2022-2023_santiagobueno
24,5,20.8,0.73,0.15,0.08,0.4,17.8,0,0,2022-2023_oriolromeu
85,32,37.6,2.95,1.11,0.14,0.38,15,1,1,2022-2023_valentincastellanos
20,3,15,0.66,0.1,0.15,1,12.7,0,0,2022-2023_arnaumartinez
0,0,,0,0,,,,0,0,2022-2023_paulogazzaniga
17,4,23.5,0.64,0.15,0.12,0.5,19.4,0,0,2022-2023_miguelgutierrez
32,14,43.8,1.23,0.54,0.03,0.07,23.2,0,0,2022-2023_aleixgarcia
56,22,39.3,2.31,0.91,0.07,0.18,20,0,0,2022-2023_rodrigoriquelme
11,8,72.7,0.6,0.44,0.27,0.38,16.9,0,0,2022-2023_davidlopez
18,8,44.4,1.02,0.45,0.17,0.38,15.7,0,0,2022-2023_ivanmartin
19,9,47.4,1.15,0.54,0.16,0.33,18,0,0,2022-2023_viktortsyhankov
5,1,20,0.32,0.06,0.2,1,9.8,0,0,2022-2023_juanpe
11,5,45.5,0.81,0.37,0.09,0.2,10.7,0,0,2022-2023_bernardoespinosa
16,6,37.5,1.29,0.48,0.06,0.17,21.1,0,0,2022-2023_javihernandez
8,1,12.5,0.62,0.08,0.13,1,20.2,0,0,2022-2023_yancouto
24,8,33.3,2.24,0.75,0.08,0.25,17.9,0,0,2022-2023_yangelherrera
17,3,17.6,1.71,0.3,0.06,0.33,22.4,0,0,2022-2023_tonivilla
0,0,,0,0,,,,0,0,2022-2023_juancarlos
8,3,37.5,1.06,0.4,0.13,0.33,20.9,0,0,2022-2023_borjagarcia
29,15,51.7,2.39,1.24,0.14,0.27,13,5,6,2022-2023_cristhianstuani
7,0,0,0.65,0,0,,16.6,0,0,2022-2023_valeryfernandez
10,4,40,1.39,0.56,0.2,0.5,11.6,0,0,2022-2023_reinier
4,0,0,1.7,0,0,,25.2,0,0,2022-2023_ramonterrats
1,1,100,0.44,0.44,0,0,12.6,0,0,2022-2023_manuvallejo
2,1,50,0.75,0.37,0,0,26.2,2,2,2022-2023_samuelsaiz
1,1,100,0.9,0.9,0,0,16.9,0,0,2022-2023_oscarurena
4,1,25,2.71,0.68,0,0,11.8,0,0,2022-2023_ricardartero
0,0,,0,0,,,,0,0,2022-2023_alexandercallens
4,2,50,4.29,2.14,0,0,18.3,0,0,2022-2023_joelroca
30,11,36.7,0.79,0.29,0.07,0.18,27.9,0,0,2022-2023_frangarcia
0,0,,0,0,,,,0,0,2022-2023_stoledimitrievski
6,1,16.7,0.17,0.03,0,0,17.4,0,0,2022-2023_ivanballiu
91,22,24.2,2.76,0.67,0.09,0.36,24.6,1,3,2022-2023_isaacpalazoncamacho
14,5,35.7,0.41,0.15,0.07,0.2,8.9,0,0,2022-2023_catena
52,21,40.4,1.63,0.66,0.1,0.24,17.7,0,0,2022-2023_alvarogarcia
41,14,34.1,1.44,0.49,0.1,0.29,28,0,0,2022-2023_florianlejeune
13,1,7.7,0.46,0.04,0,0,23.6,0,0,2022-2023_oscarvalentin
25,7,28,0.92,0.26,0.12,0.43,16.2,0,0,2022-2023_santicomesana
23,6,26.1,0.97,0.25,0.09,0.33,18.6,1,2,2022-2023_oscartrejo
76,19,25,2.85,0.71,0.08,0.32,16,0,0,2022-2023_sergiocamello
20,5,25,1.4,0.35,0.05,0.2,18.8,0,0,2022-2023_patheciss
26,10,38.5,1.87,0.72,0.04,0.1,26.5,0,0,2022-2023_unailopez
6,1,16.7,0.59,0.1,0,0,11.3,0,0,2022-2023_abdulmumin
41,14,34.1,4.58,1.57,0.07,0.21,20.6,1,2,2022-2023_rauldetomas
9,3,33.3,1.65,0.55,0,0,17.2,0,0,2022-2023_salvi
20,4,20,2.92,0.58,0.05,0.25,16.2,1,1,2022-2023_radamelfalcao
4,2,50,1.76,0.88,0,0,13.7,0,0,2022-2023_andresmartin
2,0,0,0.49,0,0,,18.2,0,0,2022-2023_pepchavarria
2,0,0,1.75,0,0,,27.9,0,0,2022-2023_mariohernandez
0,0,,0,0,,,,0,0,2022-2023_diegolopez
1,0,0,1.02,0,0,,20.9,0,0,2022-2023_josepozo
4,0,0,3.1,0,0,,11.2,0,0,2022-2023_randyntekja
4,0,0,6,0,0,,32.7,0,0,2022-2023_bebe
0,0,,0,0,,,,0,0,2022-2023_pablomunoz
0,0,,0,0,,,,0,0,2022-2023_mariosuarez
0,0,,0,0,,,,0,0,2022-2023_diegomendez
0,0,,0,0,,,,0,0,2022-2023_estebansaveljich
38,9,23.7,1.23,0.29,0.08,0.33,25.8,0,0,2022-2023_nemanjagudelj
22,7,31.8,0.93,0.29,0.14,0.43,17.1,0,0,2022-2023_olivertorres
0,0,,0,0,,,,0,0,2022-2023_yassinebounou
10,3,30,0.45,0.14,0,0,24.8,0,0,2022-2023_jesusnavas
21,5,23.8,0.99,0.24,0.14,0.6,25.6,0,0,2022-2023_marcosacuna
29,8,27.6,1.46,0.4,0,0,27.3,1,2,2022-2023_ivanrakitic
47,23,48.9,2.29,1.12,0.13,0.26,15,0,0,2022-2023_eriklamela
13,3,23.1,0.73,0.17,0,0,21.4,0,0,2022-2023_joanjordan
6,0,0,0.34,0,0,,24.7,0,0,2022-2023_fernando
60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,2022-2023_youssefen-nesyri
8,1,12.5,0.47,0.06,0,0,13.7,0,0,2022-2023_gonzalomontiel
4,2,50,0.25,0.12,0.25,0.5,7.8,0,0,2022-2023_loicbade
6,1,16.7,0.4,0.07,0.17,1,12,0,0,2022-2023_tanguynianzou
50,15,30,3.47,1.04,0.12,0.4,12.5,0,0,2022-2023_rafamir
12,1,8.3,0.76,0.06,0,0,22.5,0,0,2022-2023_alextelles
8,1,12.5,0.61,0.08,0.13,1,15.6,0,0,2022-2023_karimrekik
20,5,25,1.54,0.38,0.05,0.2,19.2,0,0,2022-2023_papegueye
0,0,,0,0,,,,0,0,2022-2023_markodmitrovic
27,6,22.2,2.09,0.46,0.04,0.17,16.4,3,3,2022-2023_lucasocampos
22,7,31.8,1.86,0.59,0.05,0.14,21.4,0,0,2022-2023_papugomez
24,9,37.5,2.03,0.76,0.08,0.22,24.1,0,0,2022-2023_suso
17,4,23.5,1.67,0.39,0.12,0.5,13.7,0,0,2022-2023_bryangil
4,1,25,0.45,0.11,0,0,15.6,0,0,2022-2023_isco
5,2,40,0.85,0.34,0.4,1,14.3,0,0,2022-2023_carmona
0,0,,0,0,,,,0,0,2022-2023_marcao
3,1,33.3,0.73,0.24,0.33,1,8.7,0,0,2022-2023_kikesalas
3,1,33.3,0.87,0.29,0,0,18.8,0,0,2022-2023_thomasdelaney
2,1,50,0.91,0.46,0,0,17.3,0,0,2022-2023_kasperdolberg
1,1,100,0.6,0.6,0,0,29.2,0,0,2022-2023_manuelsebastian
1,1,100,0.81,0.81,1,1,11.8,0,0,2022-2023_jesuscorona
0,0,,0,0,,,,0,0,2022-2023_adnanjanuzaj
0,0,,0,0,,,,0,0,2022-2023_diegoiturralde
0,0,,0,0,,,,0,0,2022-2023_ivanromero
0,0,,0,0,,,,0,0,2022-2023_carlosalvarez
0,0,,0,0,,,,0,0,2022-2023_pedroortiz
13,1,7.7,0.37,0.03,0,0,22.4,0,0,2022-2023_javigalan
15,5,33.3,0.43,0.14,0,0,14.4,0,0,2022-2023_unainunez
14,3,21.4,0.4,0.09,0.21,1,13.2,0,0,2022-2023_josephaidoo
24,2,8.3,0.76,0.06,0,0,27.3,0,0,2022-2023_franbeltran
75,29,38.7,2.35,0.91,0.13,0.34,19.5,2,3,2022-2023_iagoaspas
62,29,46.8,2.43,1.14,0.18,0.38,19.8,0,0,2022-2023_gabrielveiga
19,7,36.8,0.79,0.29,0,0,13,0,0,2022-2023_hugomallo
54,20,37,2.27,0.84,0.06,0.15,21.8,0,0,2022-2023_carlesperez
23,6,26.1,1.09,0.29,0,0,19.4,0,0,2022-2023_francocervi
41,15,36.6,2.16,0.79,0.1,0.27,12.6,0,0,2022-2023_jrgenstrandlarsen
43,17,39.5,2.18,0.86,0.05,0.12,24.6,0,0,2022-2023_oscarrodriguezarnaiz
0,0,,0,0,,,,0,0,2022-2023_agustinmarchesin
0,0,,0,0,,,,0,0,2022-2023_ivanvillar
17,3,17.6,1.03,0.18,0,0,19.7,0,0,2022-2023_lucadelatorre
15,3,20,0.93,0.19,0,0,19.3,0,0,2022-2023_renatotapia
5,0,0,0.35,0,0,,12.1,0,0,2022-2023_oscarmingueza
13,7,53.8,1.32,0.71,0.23,0.43,11,0,0,2022-2023_harisseferovic
0,0,,0,0,,,,0,0,2022-2023_kevinvazquez
30,10,33.3,4.08,1.36,0.07,0.2,17.2,0,0,2022-2023_goncalopaciencia
2,0,0,0.69,0,0,,14.4,0,0,2022-2023_augustosolari
3,2,66.7,1.07,0.71,0.33,0.5,18.8,0,0,2022-2023_miguelrodriguez
1,1,100,0.83,0.83,0,0,21.5,0,0,2022-2023_carlosdominguez
0,0,,0,0,,,,0,0,2022-2023_williotswedberg
0,0,,0,0,,,,0,0,2022-2023_pabloduran
1,0,0,5.29,0,0,,20.8,0,0,2022-2023_hugosotelo
0,0,,0,0,,,,0,0,2022-2023_fernandomedrano
7,1,14.3,0.2,0.03,0,0,12.2,0,0,2022-2023_luishernandez
20,1,5,0.58,0.03,0,0,28.9,0,0,2022-2023_alfonsoespino
1,0,0,0.03,0,0,,11.2,0,0,2022-2023_jeremiasledesma
33,12,36.4,1.2,0.44,0.09,0.25,13.6,0,0,2022-2023_rubensobrino
7,1,14.3,0.29,0.04,0,0,27.9,0,0,2022-2023_isaaccarcelen
42,14,33.3,1.95,0.65,0.07,0.21,21.1,1,1,2022-2023_theobongonda
6,1,16.7,0.29,0.05,0,0,18.3,0,0,2022-2023_fedesanemeterio
31,4,12.9,1.37,0.18,0.03,0.25,23.5,2,3,2022-2023_rubenalcaraz
9,0,0,0.47,0,0,,16.6,0,0,2022-2023_fali
16,8,50,0.91,0.46,0.13,0.25,12.9,1,1,2022-2023_alexfernandez
13,2,15.4,1.05,0.16,0.08,0.5,21.3,0,0,2022-2023_brianocampo
30,8,26.7,1.87,0.5,0.03,0.13,16.7,0,0,2022-2023_anthonylozano
27,13,48.1,2.09,1,0.11,0.23,15.5,0,0,2022-2023_sergiguardiola
23,6,26.1,1.58,0.41,0,0,21.3,0,0,2022-2023_ivanalejo
14,6,42.9,1.12,0.48,0.29,0.67,12.5,0,0,2022-2023_gonzaloescalante
2,2,100,0.19,0.19,0.5,0.5,7,0,0,2022-2023_victorchust
22,7,31.8,2.62,0.83,0.05,0.14,16.8,0,0,2022-2023_alvaronegredo
15,3,20,2.11,0.42,0.07,0.33,14.9,0,0,2022-2023_rogermarti
1,0,0,0.12,0,0,,6.5,0,0,2022-2023_mamadoumbaye
31,6,19.4,3.93,0.76,0.03,0.17,13.3,0,0,2022-2023_chrisramos
1,0,0,0.14,0,0,,32.7,0,0,2022-2023_josebazaldua
4,1,25,0.6,0.15,0,0,14.6,0,0,2022-2023_jorgemere
17,6,35.3,2.44,0.86,0.18,0.5,18.8,0,0,2022-2023_lucasperez
4,2,50,0.75,0.37,0,0,20.6,0,0,2022-2023_santiagoarzamendia
0,0,,0,0,,,,0,0,2022-2023_davidgil
0,0,,0,0,,,,0,0,2022-2023_raulparra
5,2,40,1.13,0.45,0,0,24.1,0,0,2022-2023_josemari
2,1,50,0.81,0.4,0,0,36.4,0,0,2022-2023_tomasalarcon
0,0,,0,0,,,,0,0,2022-2023_blanco
3,1,33.3,1.64,0.55,0,0,17.3,0,0,2022-2023_awermabil
1,0,0,0.66,0,0,,13.2,0,0,2022-2023_cala
0,0,,0,0,,,,0,0,2022-2023_youbadiarra
3,0,0,4.09,0,0,,16.5,0,0,2022-2023_mamadydiarra
0,0,,0,0,,,,0,0,2022-2023_albertoperea
0,0,,0,0,,,,0,0,2022-2023_joseantonio
0,0,,0,0,,,,0,0,2022-2023_carlosgarcia
0,0,,0,0,,,,0,0,2022-2023_franciscomwepu
0,0,,0,0,,,,0,0,2022-2023_alvarogimenez
0,0,,0,0,,,,0,0,2022-2023_davidsoria
82,31,37.8,2.48,0.94,0.11,0.29,18.8,5,6,2022-2023_enesunal
9,1,11.1,0.29,0.03,0,0,15.3,0,0,2022-2023_djene
50,19,38,1.63,0.62,0.16,0.42,14.6,0,2,2022-2023_borjamayoral
16,4,25,0.54,0.14,0,0,11,0,0,2022-2023_domingosduarte
33,10,30.3,1.4,0.42,0.06,0.2,22.3,0,0,2022-2023_carlesalena
18,7,38.9,0.79,0.31,0,0,14.2,0,0,2022-2023_nemanjamaksimovic
6,1,16.7,0.28,0.05,0.17,1,19,0,0,2022-2023_damiansuarez
17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,2022-2023_omaralderete
8,1,12.5,0.39,0.05,0,0,27.7,0,0,2022-2023_luismilla
21,7,33.3,0.88,0.29,0.05,0.14,20.1,0,0,2022-2023_iglesias
1,0,0,0.05,0,0,,11.7,0,0,2022-2023_stefanmitrovic
15,5,33.3,0.76,0.25,0,0,18.1,0,0,2022-2023_portu
5,2,40,0.3,0.12,0.4,1,16.9,0,0,2022-2023_gastonalvarez
8,0,0,0.73,0,0,,28.6,0,0,2022-2023_mauroarambarri
7,1,14.3,0.55,0.08,0,0,24.9,0,0,2022-2023_angelalgobia
32,9,28.1,2.5,0.7,0.09,0.33,18.1,0,0,2022-2023_munirelhaddadi
3,0,0,0.46,0,0,,23.6,0,0,2022-2023_fabrizioangileri
14,5,35.7,2.88,1.03,0.07,0.2,12,0,0,2022-2023_jaimemata
3,1,33.3,0.59,0.2,0,0,19.7,0,0,2022-2023_gonzalovillar
15,4,26.7,3.01,0.8,0.07,0.25,16.1,0,0,2022-2023_juanmilatasa
2,0,0,0.55,0,0,,21.7,0,0,2022-2023_jaimeseoane
0,0,,0,0,,,,0,0,2022-2023_jordanamavi
0,0,,0,0,,,,0,0,2022-2023_moisesparragutierrez
0,0,,0,0,,,,0,0,2022-2023_alejandrorevueltamontero
0,0,,0,0,,,,0,0,2022-2023_giorgimamardashvili
96,33,34.4,2.99,1.03,0.06,0.18,17.9,0,0,2022-2023_samuellino
22,8,36.4,0.73,0.27,0.05,0.13,23.8,0,1,2022-2023_joseluisgaya
23,8,34.8,0.82,0.28,0.09,0.25,22.7,0,0,2022-2023_domingosandreribeiroalmeida
21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,2022-2023_mouctardiakhaby
22,3,13.6,0.94,0.13,0,0,18.4,0,0,2022-2023_yunusmusah
6,0,0,0.27,0,0,,19.1,0,0,2022-2023_thierrycorreia
31,8,25.8,1.93,0.5,0.1,0.38,14.7,2,3,2022-2023_edinsoncavani
10,6,60,0.54,0.32,0.1,0.17,18.2,0,0,2022-2023_eraycomert
4,2,50,0.22,0.11,0,0,,1,1,2022-2023_hugoguillamon
14,2,14.3,0.84,0.12,0.07,0.5,17.4,0,0,2022-2023_gabrielpaulista
14,3,21.4,0.9,0.19,0.07,0.33,15.2,0,0,2022-2023_nicolasgonzalez
3,0,0,0.16,0,0,,13.3,0,0,2022-2023_dimitrifoulquier
37,10,27,2.44,0.66,0.11,0.4,18.5,0,0,2022-2023_samucastillejo
43,15,34.9,2.67,0.93,0.12,0.33,18.1,1,1,2022-2023_justinkluivert
11,2,18.2,0.73,0.13,0,0,12.8,0,0,2022-2023_cenkozkacar
32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,1,2022-2023_hugoduro
21,5,23.8,1.87,0.45,0,0,22.5,0,0,2022-2023_ilaixmoriba
9,1,11.1,0.89,0.1,0.11,1,17.3,0,0,2022-2023_tonilato
15,6,40,2.23,0.89,0.07,0.17,20.8,0,0,2022-2023_javierguerra
12,8,66.7,2.42,1.61,0.25,0.38,10.5,0,0,2022-2023_diegolopez
17,2,11.8,3.42,0.4,0.06,0.5,14.6,0,0,2022-2023_marcosandre
6,1,16.7,1.74,0.29,0,0,21,0,0,2022-2023_jesusvazquez
4,1,25,1.49,0.37,0,0,30,1,1,2022-2023_carlossoler
2,0,0,1.24,0,0,,9.3,0,0,2022-2023_cristhianmosquera
1,0,0,0.64,0,0,,25,0,0,2022-2023_franciscoperez
3,0,0,2.5,0,0,,18.9,0,0,2022-2023_maxigomez
2,1,50,2.09,1.05,0.5,1,10.7,0,0,2022-2023_albertomari
0,0,,0,0,,,,0,0,2022-2023_fernando
19,1,5.3,0.54,0.03,0,0,14.7,0,0,2022-2023_rodrigoely
37,7,18.9,1.17,0.22,0.05,0.29,25.4,0,0,2022-2023_lucasrobertone
9,5,55.6,0.27,0.15,0.33,0.6,10.1,0,0,2022-2023_sranbabic
23,7,30.4,0.9,0.27,0.04,0.14,20.2,0,0,2022-2023_sergioakieme
23,10,43.5,1.12,0.49,0.13,0.3,17.2,1,1,2022-2023_gonzalomelero
45,16,35.6,2.35,0.83,0.11,0.31,14.9,0,0,2022-2023_leobaptistao
20,7,35,0.9,0.32,0.05,0.14,20,0,0,2022-2023_samucosta
10,2,20,0.48,0.1,0,0,20.4,0,0,2022-2023_alejandropozopozo
7,1,14.3,0.38,0.05,0.14,1,20.7,0,0,2022-2023_cesardelahoz
41,13,31.7,2.48,0.79,0.1,0.31,15.9,0,0,2022-2023_luisjaviersuarez
47,19,40.4,2.87,1.16,0.06,0.16,23.9,1,1,2022-2023_adriembarba
3,1,33.3,0.18,0.06,0.33,1,10.2,0,0,2022-2023_juanbrandariz
29,14,48.3,2.06,1,0.24,0.5,11.5,0,0,2022-2023_elbilaltoure
40,18,45,2.57,1.15,0.08,0.17,19.8,0,1,2022-2023_largieramazani
5,2,40,0.4,0.16,0.2,0.5,21.2,0,0,2022-2023_alexcentelles
1,0,0,0.1,0,0,,23.9,0,0,2022-2023_houboulangmendes
8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,2022-2023_inigoeguaras
17,6,35.3,2.01,0.71,0.06,0.17,18.1,0,0,2022-2023_arnaupuigmal
25,12,48,3.14,1.51,0.24,0.5,15,0,0,2022-2023_lazaro
1,0,0,0.15,0,0,,11.7,0,0,2022-2023_kaiky
5,2,40,0.62,0.25,0.4,1,17.4,0,0,2022-2023_franciscoportillo
13,4,30.8,2.22,0.68,0,0,14.2,0,0,2022-2023_dyegosousa
7,3,42.9,2.62,1.13,0.29,0.67,14.5,0,0,2022-2023_umarsadiq
0,0,,0,0,,,,0,0,2022-2023_fernandopacheco
0,0,,0,0,,,,0,0,2022-2023_diegomarino
1,1,100,2.09,2.09,0,0,15.9,0,0,2022-2023_curro
2,1,50,9,4.5,0,0,24.4,0,0,2022-2023_josecarloslazo
1,0,0,6,0,0,,9.4,0,0,2022-2023_markomilovanovic
0,0,,0,0,,,,0,0,2022-2023_jordimasip
9,2,22.2,0.34,0.08,0.11,0.5,17.9,0,0,2022-2023_javisanchez
46,10,21.7,1.79,0.39,0.02,0.1,22.6,0,0,2022-2023_kikeperez
37,13,35.1,1.45,0.51,0.03,0.08,17.5,0,0,2022-2023_gonzaloplata
10,1,10,0.42,0.04,0.1,1,13.5,0,0,2022-2023_joaquinfernandez
39,10,25.6,1.73,0.44,0.08,0.3,24.4,0,0,2022-2023_monchu
30,10,33.3,1.32,0.44,0.03,0.1,17.3,0,0,2022-2023_oscarplano
26,10,38.5,1.45,0.56,0.08,0.2,26.5,0,0,2022-2023_roquemesa
17,4,23.5,0.95,0.22,0.06,0.25,20.2,0,0,2022-2023_jawadelyamiq
20,6,30,0.95,0.29,0.05,0.17,24.6,0,0,2022-2023_alvaroaguado
4,0,0,0.21,0,0,,17.8,0,0,2022-2023_ivanfresneda
27,7,25.9,1.69,0.44,0.04,0.14,23.4,0,0,2022-2023_sergioescudero
5,2,40,0.3,0.12,0,0,26.4,0,0,2022-2023_lucasolaza
49,17,34.7,3,1.04,0.12,0.35,14.1,2,2,2022-2023_cylelarin
1,0,0,0.07,0,0,,33.5,0,0,2022-2023_martinhongla
4,0,0,0.3,0,0,,27.6,0,0,2022-2023_luisperez
26,15,57.7,1.75,1.01,0.19,0.33,16.3,1,2,2022-2023_sergioleon
17,7,41.2,1.33,0.55,0.06,0.14,22.6,0,0,2022-2023_ivansanchez
6,1,16.7,0.58,0.1,0,0,18.1,0,0,2022-2023_lucasoliveirarosa
0,0,,0,0,,,,0,0,2022-2023_sergioasenjo
11,3,27.3,1.97,0.54,0,0,17.7,0,0,2022-2023_sergiguardiola
19,6,31.6,2.85,0.9,0,0,18.7,0,0,2022-2023_darwinmachis
18,7,38.9,2.17,0.84,0.06,0.14,12.8,0,0,2022-2023_shonweissman
1,0,0,0.24,0,0,,3.5,0,0,2022-2023_zouhairfeddal
5,2,40,1.69,0.67,0.4,1,19.2,0,0,2022-2023_selimamallah
3,1,33.3,1.29,0.43,0.33,1,13,0,0,2022-2023_anuar
1,0,0,0.23,0,0,,4.8,0,0,2022-2023_davidtorres
6,3,50,1.96,0.98,0,0,21.2,0,0,2022-2023_kenedy
3,0,0,1.82,0,0,,10.6,0,0,2022-2023_juanjonarvaez
0,0,,0,0,,,,0,0,2022-2023_tonivilla
0,0,,0,0,,,,0,0,2022-2023_mickaelmalsa
2,0,0,5,0,0,,10.7,0,0,2022-2023_sekougassama
1,0,0,4.74,0,0,,20.1,0,0,2022-2023_manuelpozo
0,0,,0,0,,,,0,0,2022-2023_robertoarroyo
0,0,,0,0,,,,0,0,2022-2023_alvaroaceves
0,0,,0,0,,,,0,0,2022-2023_babatundeakinsola
39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,2022-2023_sergidarder
87,33,37.9,2.62,0.99,0.13,0.33,16.1,5,5,2022-2023_joselu
23,6,26.1,0.78,0.2,0,0,11.2,0,0,2022-2023_leandrocabrera
11,2,18.2,0.39,0.07,0,0,18.9,0,0,2022-2023_oscargil
58,25,43.1,2.13,0.92,0.17,0.4,16,0,0,2022-2023_martinbraithwaite
15,4,26.7,0.56,0.15,0.07,0.25,24.5,0,0,2022-2023_brianolivan
10,4,40,0.37,0.15,0.1,0.25,21.9,0,0,2022-2023_viniciussouza
9,4,44.4,0.35,0.15,0,0,12.8,0,0,2022-2023_sergigomez
57,23,40.4,2.19,0.88,0.12,0.3,14.2,0,0,2022-2023_javipuado
7,2,28.6,0.39,0.11,0,0,9.1,0,0,2022-2023_fernandocalero
13,6,46.2,0.74,0.34,0.23,0.5,12.9,0,0,2022-2023_cesarmontes
0,0,,0,0,,,,0,0,2022-2023_fernandopacheco
33,11,33.3,2.38,0.79,0.03,0.09,20.4,0,0,2022-2023_nicoribaudo
19,7,36.8,1.47,0.54,0.11,0.29,24.7,0,0,2022-2023_eduexposito
0,0,,0,0,,,,0,0,2022-2023_alvarofernandez
4,2,50,0.38,0.19,0,0,19.4,0,0,2022-2023_denissuarez
3,2,66.7,0.26,0.18,0,0,17.4,0,0,2022-2023_aleixvidal
0,0,,0,0,,,,0,0,2022-2023_benjaminlecomte
9,0,0,0.91,0,0,,19.1,0,0,2022-2023_ruben
4,1,25,0.78,0.2,0.25,1,11.6,0,0,2022-2023_josegragera
5,3,60,0.89,0.54,0,0,17.9,0,0,2022-2023_keidibare
2,1,50,0.76,0.38,0.5,1,14.6,0,0,2022-2023_ronaelpierre-gabriel
1,0,0,0.39,0,0,,19.8,0,0,2022-2023_adriapedrosa
0,0,,0,0,,,,0,0,2022-2023_omarelhilali
0,0,,0,0,,,,0,0,2022-2023_joangarcia
4,1,25,2.26,0.57,0.25,1,21.1,0,0,2022-2023_josecarloslazo
0,0,,0,0,,,,0,0,2022-2023_simo
0,0,,0,0,,,,0,0,2022-2023_danigomez
1,1,100,1.53,1.53,1,1,20.6,0,0,2022-2023_lucakoleosho
2,0,0,5.14,0,0,,29.8,0,0,2022-2023_adriembarba
0,0,,0,0,,,,0,0,2022-2023_pollozano
1,0,0,12.86,0,0,,26.5,0,0,2022-2023_rogermartinez
0,0,,0,0,,,,0,0,2022-2023_nabiltouaizi
0,0,,0,0,,,,0,0,2022-2023_edgarbadia
47,18,38.3,1.55,0.59,0.02,0.06,25.5,0,0,2022-2023_gerardgumbau
9,3,33.3,0.31,0.1,0,0,17.9,0,0,2022-2023_carlosclerc
71,20,28.2,2.6,0.73,0.1,0.35,14.4,0,1,2022-2023_lucasboye
9,3,33.3,0.33,0.11,0,0,22.1,0,0,2022-2023_omarmascarell
22,8,36.4,0.98,0.36,0,0,15.5,0,0,2022-2023_pedrobigas
46,14,30.4,2,0.61,0.09,0.29,16.1,0,0,2022-2023_tetemorente
4,3,75,0.19,0.14,0,0,13.8,0,0,2022-2023_helibeltonpalacios
33,7,21.2,1.61,0.34,0.09,0.43,15,3,3,2022-2023_peremilla
13,2,15.4,0.68,0.11,0.15,1,15.6,1,1,2022-2023_fidel
10,3,30,0.54,0.16,0,0,10.3,0,0,2022-2023_enzoroco
2,0,0,0.16,0,0,,11.1,0,0,2022-2023_johndonald
20,8,40,1.61,0.64,0,0,18.9,0,0,2022-2023_raulguti
6,2,33.3,0.6,0.2,0,0,11.2,0,0,2022-2023_lisandromagallan
14,4,28.6,1.74,0.5,0,0,14.3,0,0,2022-2023_randyntekja
6,3,50,0.5,0.25,0.17,0.33,14.3,0,0,2022-2023_josan
1,1,100,0.1,0.1,0,0,21.7,0,0,2022-2023_lautaroblanco
9,2,22.2,1.15,0.26,0.11,0.5,12.2,0,0,2022-2023_gonzaloverdu
29,9,31,2.33,0.72,0.14,0.44,12.9,0,0,2022-2023_ezequielponce
6,0,0,0.56,0,0,,12.8,0,0,2022-2023_diegogonzalez
17,6,35.3,2.1,0.74,0.06,0.17,22.9,0,0,2022-2023_alexcollado
6,2,33.3,0.82,0.27,0,0,15.6,0,0,2022-2023_rogermarti
5,3,60,0.76,0.46,0.2,0.33,17.9,0,0,2022-2023_carmona
1,1,100,0.14,0.14,1,1,10.5,0,0,2022-2023_pollirola
5,2,40,0.88,0.35,0,0,14.7,0,0,2022-2023_nicolasezequielfernandez
3,0,0,1,0,0,,19.6,0,0,2022-2023_johanmojica
6,0,0,1.96,0,0,,33,0,0,2022-2023_domingosquina
0,0,,0,0,,,,0,0,2022-2023_axelwerner
0,0,,0,0,,,,0,0,2022-2023_federicofernandez
0,0,,0,0,,,,0,0,2022-2023_papecheikhdiop
0,0,,0,0,,,,0,0,2022-2023_alejandroalfaro
0,0,,0,0,,,,0,0,2022-2023_javierpastore
0,0,,0,0,,,,0,0,2022-2023_gianluigidonnarumma
129,55,42.6,4.09,1.74,0.12,0.29,18.3,0,0,2022-2023_lionelmessi
144,73,50.7,4.6,2.33,0.18,0.36,15.9,3,5,2022-2023_kylianmbappe
19,7,36.8,0.63,0.23,0.11,0.29,14.6,0,0,2022-2023_sergioramos
18,4,22.2,0.6,0.13,0.11,0.5,9.2,0,0,2022-2023_marquinhos
31,11,35.5,1.14,0.4,0.06,0.18,20.5,0,0,2022-2023_vitinha
22,5,22.7,0.82,0.19,0.09,0.4,12.7,0,0,2022-2023_danilopereira
8,4,50,0.33,0.16,0,0,17.8,0,0,2022-2023_marcoverratti
18,9,50,0.79,0.39,0.28,0.56,14.9,0,0,2022-2023_achrafhakimi
26,9,34.6,1.24,0.43,0.12,0.33,18.2,0,0,2022-2023_fabianruizpena
7,6,85.7,0.38,0.33,0.14,0.17,11.4,0,0,2022-2023_juanbernat
