Touches,TouchesDef Pen,TouchesDef 3rd,TouchesMid 3rd,TouchesAtt 3rd,TouchesAtt Pen,TouchesLive,DribblesAtt,DribbleSucc,DribbleSucc%,DribbleTkld,Carries,TotDist,ProgressivegDist,ProgressiveCarries,ProgressiveFinalThird,CarriesPenArea,Miscontrolled,Dispossed,Recievd ,ProgressiveReceive,Key
79,70,79,0,0,0,79,0,0,,0,46,373,243,0,0,0,0,0,26,0,2022-2023_milesvilar
138,2,13,64,63,11,138,9,4,44.4,5,100,723,319,8,8,3,12,6,112,24,2022-2023_cristianvolpato
82,4,41,25,16,0,82,2,0,0,2,20,72,17,1,0,0,3,1,27,3,2022-2023_filippomissori
53,1,4,16,34,11,53,4,1,25,3,34,241,103,3,4,2,4,5,43,15,2022-2023_eldorshomurodov
49,3,17,18,14,1,49,1,1,100,0,19,83,26,2,1,1,3,0,14,4,2022-2023_matiasvina
4,0,0,2,2,0,4,0,0,,0,3,4,0,0,0,0,0,0,4,1,2022-2023_jordanmajchrzak
0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2022-2023_niccolopisilli
2597,271,1054,1304,257,45,2597,23,7,30.4,9,1380,6329,3479,39,26,1,22,9,1685,43,2022-2023_danilo
1488,41,237,595,674,62,1488,52,23,44.2,24,809,4882,2587,101,54,22,50,20,943,230,2022-2023_filipkostic
1555,68,321,801,458,83,1555,55,27,49.1,18,889,6016,3069,72,69,5,56,35,1010,109,2022-2023_adrienrabiot
1994,287,1100,827,76,50,1994,7,3,42.9,4,1146,4727,2297,8,6,0,18,8,1304,4,2022-2023_gleisonbremer
1671,100,466,939,283,20,1671,27,15,55.6,11,804,3203,1475,25,18,4,29,19,1083,37,2022-2023_manuellocatelli
837,731,833,4,0,0,837,1,1,100,0,498,2576,1593,0,0,0,1,0,406,0,2022-2023_wojciechszczesny
1581,41,400,758,433,50,1581,59,25,42.4,22,914,4703,2541,48,35,20,35,14,1057,125,2022-2023_juancuadrado
610,12,35,293,292,102,607,33,14,42.4,18,347,1648,609,22,22,12,61,37,460,117,2022-2023_dusanvlahovic
1455,118,521,750,196,13,1455,28,19,67.9,4,763,4257,2489,51,36,3,26,17,901,25,2022-2023_alexsandro
623,16,45,322,261,75,622,22,11,50,9,343,1317,473,10,18,2,50,16,483,85,2022-2023_arkadiuszmilik
749,17,124,411,221,15,749,19,8,42.1,8,471,2225,921,27,19,5,33,28,536,56,2022-2023_nicolofagioli
1116,100,527,532,71,23,1116,11,8,72.7,2,721,3952,2208,18,14,1,8,6,806,13,2022-2023_federicogatti
851,2,71,372,426,46,850,80,32,40,41,552,3838,1814,56,43,13,32,26,640,95,2022-2023_angeldimaria
694,15,109,346,249,45,694,43,19,44.2,18,408,2017,1075,33,21,6,41,26,476,85,2022-2023_fabiomiretti
526,25,115,249,164,22,526,9,7,77.8,2,231,1171,678,19,11,2,20,12,349,54,2022-2023_westonmckennie
652,30,190,338,127,4,652,9,2,22.2,3,343,1610,755,16,12,0,8,7,406,40,2022-2023_mattiadesciglio
333,3,32,146,165,57,333,41,14,34.1,23,220,1487,667,30,15,20,29,29,252,76,2022-2023_moisekean
362,329,359,3,0,0,362,0,0,,0,230,1152,801,0,0,0,0,0,185,0,2022-2023_mattiaperin
658,102,326,326,10,7,657,1,1,100,0,405,1630,854,2,2,0,3,1,460,1,2022-2023_leonardobonucci
868,41,216,494,161,4,868,6,4,66.7,1,473,1989,1029,11,10,2,5,4,587,11,2022-2023_leandroparedes
476,4,56,166,265,49,476,45,24,53.3,19,293,2176,1193,46,28,16,26,19,331,88,2022-2023_federicochiesa
325,61,204,112,9,4,325,1,1,100,0,187,844,496,2,0,0,1,0,213,0,2022-2023_danielerugani
235,4,45,93,99,16,235,25,12,48,11,143,990,453,12,12,4,10,7,158,33,2022-2023_matiassoule
138,3,36,90,13,2,138,1,0,0,1,79,343,171,1,1,0,1,1,93,2,2022-2023_enzobarrenechea
78,1,28,29,21,2,78,3,1,33.3,1,40,275,125,5,2,0,5,0,50,4,2022-2023_tommasobarbieri
175,4,35,50,93,10,175,14,5,35.7,5,99,738,336,11,16,3,9,4,114,36,2022-2023_samueliling-junior
51,2,14,30,9,1,51,0,0,,0,27,149,104,2,3,0,1,1,36,3,2022-2023_deniszakaria
83,4,11,38,35,10,83,8,6,75,1,52,267,132,5,2,4,2,4,70,15,2022-2023_paulpogba
29,0,4,17,9,0,29,2,2,100,0,21,125,66,1,1,0,1,0,24,2,2022-2023_nicolorovella
2213,72,534,904,793,26,2212,20,7,35,9,1011,4803,2798,69,51,10,16,6,1214,113,2022-2023_cristianobiraghi
1135,893,1125,10,0,0,1135,1,1,100,0,602,3154,1984,0,0,0,1,0,612,0,2022-2023_pietroterracciano
1719,52,464,813,462,24,1719,62,34,54.8,21,1028,6650,3625,72,58,7,35,15,1083,104,2022-2023_dodo
1835,139,854,890,111,35,1835,16,12,75,3,1088,6689,3255,19,25,1,11,6,1131,6,2022-2023_lucasmartinezquarta
921,7,78,372,490,109,921,90,48,53.3,30,654,5072,2366,83,45,50,61,47,714,178,2022-2023_jonathanikone
1641,45,298,1106,256,6,1641,17,12,70.6,4,1054,6108,2876,36,28,1,20,16,1196,24,2022-2023_sofyanamrabat
1520,143,743,710,74,35,1520,0,0,,0,816,3547,1782,9,10,0,7,0,902,3,2022-2023_nikolamilenkovic
1522,122,668,820,46,12,1522,13,9,69.2,2,901,5350,3206,19,13,0,9,11,973,2,2022-2023_igor
1190,33,175,670,356,37,1190,16,5,31.3,9,598,2489,1243,18,25,3,13,8,720,59,2022-2023_rolandomandragora
942,8,74,324,559,111,942,66,21,31.8,36,564,2844,1302,50,32,24,80,42,703,203,2022-2023_christiankouame
1134,14,132,573,456,69,1134,54,23,42.6,19,707,4208,2260,64,60,10,23,29,804,91,2022-2023_giacomobonaventura
904,19,84,470,362,67,904,39,19,48.7,17,556,3364,1435,45,31,8,34,28,649,93,2022-2023_antoninbarak
437,11,27,196,219,79,436,22,15,68.2,6,214,1023,316,8,8,4,25,16,326,75,2022-2023_lukajovic
489,14,36,168,289,102,487,35,15,42.9,17,270,1438,397,11,14,9,60,24,361,86,2022-2023_arthur
606,12,66,235,317,61,606,42,18,42.9,19,409,2870,1567,56,37,16,29,19,470,125,2022-2023_riccardosaponara
811,8,71,381,372,73,809,73,25,34.2,31,506,3201,1421,37,31,9,45,14,623,112,2022-2023_nicolasgonzalez
634,10,92,371,179,9,634,23,12,52.2,8,348,1705,786,18,16,4,17,14,434,30,2022-2023_alfredduncan
695,25,202,332,165,10,695,6,3,50,2,364,1824,933,24,19,2,12,1,441,43,2022-2023_lorenzovenuti
368,1,17,88,268,52,368,47,13,27.7,21,302,2822,1548,65,35,28,28,13,316,123,2022-2023_riccardosottil
824,26,220,341,272,9,824,27,16,59.3,8,484,3453,1961,49,28,4,14,7,511,61,2022-2023_aleksaterzic
324,15,56,148,127,22,324,16,7,43.8,5,176,1019,467,12,13,0,11,9,200,16,2022-2023_gaetanocastrovilli
381,33,192,179,15,3,381,2,1,50,1,208,944,485,4,2,0,4,1,258,0,2022-2023_lucaranieri
202,165,201,1,0,0,202,0,0,,0,123,615,370,0,0,0,0,0,121,0,2022-2023_michelecerofolini
150,4,18,79,53,11,150,3,1,33.3,2,93,321,144,3,4,1,6,6,96,17,2022-2023_youssefmaleh
131,116,131,0,0,0,131,0,0,,0,104,423,217,0,0,0,0,0,91,0,2022-2023_pierluigigollini
91,2,18,59,14,1,91,2,0,0,0,49,240,144,4,1,0,2,5,68,2,2022-2023_alessandrobianco
127,0,10,49,71,8,127,10,6,60,2,82,823,342,11,10,2,7,6,98,31,2022-2023_josipbrekalo
112,1,25,64,24,3,112,1,0,0,0,81,284,120,0,4,0,1,1,85,6,2022-2023_marcobenassi
40,38,40,0,0,0,40,0,0,,0,26,237,118,0,0,0,0,0,16,0,2022-2023_salvatoresirigu
25,0,1,8,16,3,25,1,0,0,1,16,115,60,3,1,1,1,1,18,4,2022-2023_szymonzurkowski
1311,1189,1306,5,0,0,1311,0,0,,0,707,3512,2253,0,0,0,1,0,553,0,2022-2023_ukaszskorupski
2258,304,1222,998,51,16,2258,6,4,66.7,2,1409,7653,4456,37,15,2,19,6,1537,6,2022-2023_jhonlucumi
2145,127,851,955,363,36,2145,35,13,37.1,16,1118,5528,3091,45,41,3,39,11,1286,65,2022-2023_stefanposch
1807,81,492,1138,193,10,1807,48,27,56.3,13,1033,4285,1647,15,13,1,43,25,1239,29,2022-2023_jerdyschouten
1472,44,272,794,415,69,1472,25,9,36,12,830,3488,1460,31,37,7,33,16,1129,114,2022-2023_lewisferguson
1703,47,308,991,419,37,1703,37,23,62.2,12,908,3910,1802,39,41,5,50,21,1170,84,2022-2023_nicolasdominguez
1064,5,122,454,502,46,1064,71,24,33.8,41,667,4328,1960,68,59,19,50,31,791,141,2022-2023_musabarrow
1790,70,620,771,423,40,1790,60,31,51.7,24,1030,5494,2822,64,59,17,42,18,1148,105,2022-2023_andreacambiaso
1215,22,193,487,544,101,1212,85,33,38.8,44,716,4369,1892,53,37,34,69,36,881,212,2022-2023_riccardoorsolini
1226,158,649,557,23,7,1226,3,2,66.7,0,721,3553,1787,7,5,0,6,1,830,1,2022-2023_adamasoumaoro
791,14,147,400,246,28,791,13,6,46.2,7,505,1992,841,14,12,4,30,17,618,85,2022-2023_michelaebischer
618,14,44,325,255,57,615,27,13,48.1,11,361,1616,524,13,12,6,42,19,496,116,2022-2023_markoarnautovic
1226,123,520,656,60,0,1226,6,4,66.7,2,643,2305,983,1,3,0,6,4,803,5,2022-2023_garymedel
739,25,110,393,249,27,739,14,6,42.9,5,470,2620,1170,30,34,0,22,15,568,66,2022-2023_robertosoriano
931,29,210,549,181,18,931,26,18,69.2,7,553,2627,1180,24,22,1,13,9,654,35,2022-2023_nikolamoro
855,31,226,403,234,5,855,11,4,36.4,7,466,2045,1141,32,19,0,10,1,544,47,2022-2023_charalamboslykogiannis
828,127,448,364,22,4,828,7,5,71.4,2,549,3188,1823,4,3,0,9,5,613,0,2022-2023_kevinbonifazi
314,4,26,139,156,29,314,19,4,21.1,11,209,1114,446,17,14,7,23,14,246,72,2022-2023_nicolasansone
490,20,137,194,163,9,490,17,11,64.7,4,293,1735,1021,21,15,1,13,8,331,50,2022-2023_giorgoskyriakopoulos
445,49,243,195,8,3,445,4,3,75,0,281,1593,958,6,3,0,5,2,296,1,2022-2023_joaquinsosa
484,27,172,237,81,7,484,4,2,50,1,261,1371,800,18,12,0,6,5,289,17,2022-2023_lorenzodesilvestri
379,8,21,177,185,33,379,37,16,43.2,19,236,1178,407,10,16,5,36,25,309,74,2022-2023_joshuazirkzee
243,6,75,105,65,3,243,10,6,60,3,127,728,374,9,10,1,11,7,144,21,2022-2023_densokasius
116,0,23,57,37,2,116,2,1,50,0,76,374,119,3,3,0,2,4,89,4,2022-2023_emanuelvignato
25,23,25,0,0,0,25,0,0,,0,10,46,35,0,0,0,0,1,7,0,2022-2023_francescobardi
71,4,20,37,15,4,71,0,0,,0,40,132,51,2,1,0,1,3,46,5,2022-2023_niklaspyyhtia
6,0,1,2,3,1,6,0,0,,0,4,22,4,1,1,0,1,1,5,3,2022-2023_antonioraimondo
1882,1342,1862,21,1,1,1882,0,0,,0,1187,7724,4634,0,0,0,2,1,1000,0,2022-2023_vanjamilinkovic-savic
1938,161,860,976,110,33,1938,16,6,37.5,7,986,4659,2324,13,16,2,33,6,1180,19,2022-2023_alessandrobuongiorno
1993,119,692,998,314,12,1993,13,7,53.8,5,1136,5905,3111,49,58,5,13,11,1328,51,2022-2023_ricardorodriguez
1296,16,131,548,641,116,1296,64,30,46.9,26,782,4766,2266,85,59,28,94,49,968,210,2022-2023_nikolavlasic
946,11,49,457,450,117,945,41,23,56.1,11,496,2285,536,17,19,11,83,29,730,139,2022-2023_antoniosanabria
1479,145,759,671,67,17,1479,14,10,71.4,3,768,3730,1812,14,16,1,21,7,814,2,2022-2023_perrschuurs
1678,129,754,844,90,8,1678,5,4,80,1,919,3316,1486,11,10,0,7,6,1123,13,2022-2023_koffidjidji
1010,10,66,527,424,42,1010,46,15,32.6,25,667,3642,1633,47,44,8,47,27,802,105,2022-2023_alekseimiranchuk
1354,46,299,649,420,59,1354,54,30,55.6,13,708,3749,1789,54,34,9,33,17,849,93,2022-2023_wilfriedsingo
1376,50,233,900,258,15,1376,26,8,30.8,12,868,4897,2083,43,30,5,21,17,974,31,2022-2023_samuelericci
1175,37,213,708,260,21,1175,22,7,31.8,13,625,3132,1657,27,24,3,27,11,767,32,2022-2023_karollinetty
1304,37,302,627,389,39,1304,22,12,54.5,8,686,3409,1607,30,27,10,20,17,841,81,2022-2023_mergimvojvoda
714,2,47,236,444,90,714,120,50,41.7,60,520,4385,2110,86,48,52,53,34,568,163,2022-2023_nemanjaradonjic
1017,38,200,433,394,23,1017,35,16,45.7,13,496,2428,1262,44,25,8,16,4,607,84,2022-2023_valentinolazaro
850,29,129,537,190,23,849,7,1,14.3,4,448,2360,1057,26,18,4,17,8,556,33,2022-2023_sasalukic
930,19,150,613,179,8,930,15,7,46.7,3,518,3188,1577,29,28,3,19,5,666,28,2022-2023_ivanilic
679,20,146,294,250,13,679,49,23,46.9,20,361,2268,1112,35,26,4,15,8,390,43,2022-2023_olaaina
347,4,22,139,192,35,347,57,26,45.6,25,221,1493,646,27,10,11,33,13,257,74,2022-2023_yannkaramoh
238,2,22,107,117,27,238,30,16,53.3,9,164,1395,752,29,19,12,24,13,185,42,2022-2023_dembaseck
159,3,9,58,92,20,159,16,3,18.8,11,101,532,111,4,2,3,24,19,125,50,2022-2023_pietropellegri
245,20,114,121,12,5,245,1,1,100,0,111,541,279,3,2,0,1,2,129,5,2022-2023_davidzima
212,25,121,77,14,0,212,2,1,50,1,112,428,242,1,2,0,3,1,131,0,2022-2023_andrewgravillon
172,7,36,112,25,2,172,6,3,50,3,84,377,193,2,1,0,4,3,103,4,2022-2023_michelndaryadopo
102,1,9,74,19,3,102,3,1,33.3,2,58,255,142,3,3,1,1,1,75,7,2022-2023_gvidasgineitis
58,4,12,34,12,0,58,2,1,50,1,39,240,86,2,4,0,2,2,38,3,2022-2023_emirhanilkhan
64,6,29,24,11,3,64,2,2,100,0,23,139,93,3,2,2,3,2,29,5,2022-2023_brianbayeye
12,0,4,8,0,0,12,0,0,,0,8,33,12,0,0,0,0,0,7,0,2022-2023_jacoposegre
13,3,3,5,5,1,13,0,0,,0,2,5,0,0,0,0,2,1,5,0,2022-2023_ronaldovieira
1607,1324,1600,7,0,0,1607,2,2,100,0,973,5309,3519,0,0,0,1,1,841,0,2022-2023_micheledigregorio
2073,111,676,917,498,71,2073,61,33,54.1,24,1032,5925,3073,87,62,15,45,28,1267,151,2022-2023_carlos
2378,87,587,1333,484,51,2375,58,34,58.6,19,1434,8205,3834,77,45,6,62,35,1704,88,2022-2023_matteopessina
1364,7,128,668,577,103,1363,91,40,44,43,884,5535,2661,100,50,42,79,32,1089,188,2022-2023_gianlucacaprari
1604,46,396,694,534,51,1604,54,18,33.3,28,877,5018,2362,67,48,9,47,16,1062,168,2022-2023_patrickciurria
1890,191,962,812,130,28,1890,22,11,50,9,1041,4854,2484,22,10,1,11,8,1280,29,2022-2023_armandoizzo
1874,299,1090,750,37,15,1874,4,2,50,2,1049,5335,2820,6,8,1,10,5,1273,3,2022-2023_pablomari
1636,219,891,674,75,12,1636,3,1,33.3,1,978,4803,2623,12,11,0,5,1,1176,13,2022-2023_lucacaldirola
835,25,76,405,364,94,835,73,35,47.9,25,519,3543,1410,66,35,31,76,36,639,166,2022-2023_danymota
1556,46,374,950,248,10,1556,15,6,40,8,950,5023,2259,26,30,2,20,7,1134,19,2022-2023_nicolorovella
1442,22,276,880,299,11,1442,29,11,37.9,9,903,4511,1934,27,32,2,32,15,1103,37,2022-2023_stefanosensi
641,21,47,343,256,88,640,37,20,54.1,11,373,2180,657,23,13,11,64,43,497,132,2022-2023_andreapetagna
1182,115,552,587,47,11,1182,5,2,40,3,683,3472,1874,19,9,1,6,1,851,12,2022-2023_marlon
957,51,277,372,321,30,957,20,11,55,8,509,3234,1645,55,35,7,24,15,606,121,2022-2023_samuelebirindelli
786,23,161,469,164,10,786,20,7,35,11,477,2855,1283,19,23,4,14,12,581,28,2022-2023_pepin
538,8,55,267,232,31,538,41,20,48.8,13,371,2327,1110,31,32,8,22,17,412,69,2022-2023_andreacolpani
328,14,70,174,90,4,328,15,8,53.3,3,213,1365,656,13,18,0,10,10,236,15,2022-2023_filipporanocchia
231,9,53,133,48,5,231,10,3,30,4,114,673,281,7,4,0,10,5,152,9,2022-2023_mattiavaloti
349,26,151,159,44,1,349,3,1,33.3,2,219,1022,462,4,6,0,3,1,259,8,2022-2023_giuliodonati
161,5,8,80,73,27,160,5,3,60,2,84,274,53,1,2,2,17,5,119,32,2022-2023_christiangytkjr
194,6,38,126,31,2,194,0,0,,0,100,487,253,3,7,1,3,6,137,0,2022-2023_andreabarberis
141,1,37,55,52,10,141,5,1,20,3,80,713,329,14,4,5,4,5,89,19,2022-2023_marcodalessandro
267,34,127,121,19,0,267,1,1,100,0,138,600,313,2,2,0,3,2,174,3,2022-2023_valentinantov
93,12,66,25,2,1,93,0,0,,0,59,215,95,0,0,0,0,0,64,0,2022-2023_lucamarrone
139,6,29,47,65,1,139,4,2,50,1,79,416,275,9,5,0,4,2,85,22,2022-2023_salvatoremolina
104,4,41,43,20,4,104,3,1,33.3,2,50,284,190,4,2,0,0,0,66,2,2022-2023_andreacarboni
32,26,32,0,0,0,32,0,0,,0,19,101,61,0,0,0,0,0,17,0,2022-2023_alessiocragno
35,13,28,7,0,0,35,0,0,,0,11,63,22,0,0,0,0,0,13,0,2022-2023_andrearanocchia
61,2,17,28,21,1,61,7,3,42.9,4,34,293,169,7,3,1,0,0,36,8,2022-2023_francocarboni
45,0,2,19,24,8,45,4,3,75,1,31,266,107,4,1,3,2,0,39,6,2022-2023_samuelevignato
60,0,8,40,13,0,60,4,3,75,1,45,315,147,3,3,0,1,1,51,2,2022-2023_warrenbondo
1267,1140,1267,0,0,0,1267,0,0,,0,625,2964,2110,0,0,0,0,0,544,0,2022-2023_marcosilvestri
2151,121,649,1266,260,15,2151,28,11,39.3,13,1222,6377,2966,47,32,0,39,29,1297,36,2022-2023_walace
1602,53,323,722,583,102,1601,101,39,38.6,51,984,5692,2599,66,43,16,53,37,1102,186,2022-2023_robertopereyra
2136,248,1051,947,153,21,2136,11,5,45.5,6,1217,6225,3638,23,24,1,15,9,1379,26,2022-2023_nehuenperez
1729,296,1068,612,53,40,1729,5,2,40,3,972,4732,2415,3,7,2,10,4,1032,7,2022-2023_jakabijol
1503,67,346,652,545,76,1503,122,51,41.8,50,904,6569,3420,109,71,31,58,36,902,155,2022-2023_destinyudogie
1667,135,805,701,172,43,1667,10,5,50,5,850,3682,2219,19,15,3,16,2,948,48,2022-2023_rodrigobecao
1272,35,210,646,438,55,1272,38,14,36.8,20,734,3806,1793,42,34,10,51,22,818,90,2022-2023_sandilovric
652,34,49,274,336,130,651,76,32,42.1,40,364,1825,594,25,15,14,114,43,475,121,2022-2023_beto
831,20,48,356,439,101,831,64,30,46.9,29,569,2585,914,37,26,13,95,44,735,200,2022-2023_isaacsuccess
1098,20,160,572,381,38,1098,64,28,43.8,34,619,3575,1568,34,33,7,29,20,716,65,2022-2023_lazarsamardzic
779,51,267,282,236,31,779,43,14,32.6,19,400,2323,1020,29,16,7,20,11,407,69,2022-2023_kingsleyehizibue
725,5,44,295,400,82,725,45,20,44.4,21,455,3177,2005,72,39,33,22,18,506,118,2022-2023_gerarddeulofeu
770,13,145,398,234,26,770,36,15,41.7,13,473,2944,1530,45,31,11,26,17,504,37,2022-2023_tolgayarslan
393,11,64,223,112,6,393,15,11,73.3,1,259,1518,688,18,17,0,15,11,290,31,2022-2023_jean-victormakengo
667,51,292,306,72,0,667,7,4,57.1,1,338,1593,868,11,7,1,8,3,383,20,2022-2023_enzoebosse
496,55,243,219,41,6,496,4,3,75,0,297,1477,714,4,3,1,4,1,307,6,2022-2023_adammasina
228,10,18,125,86,29,228,5,3,60,1,118,379,128,1,1,1,14,3,169,29,2022-2023_ilijanestorovski
292,4,15,138,144,19,292,33,10,30.3,21,187,1209,518,19,19,5,19,8,216,49,2022-2023_florianthauvin
233,16,64,82,97,13,233,36,19,52.8,13,129,1242,644,27,18,6,17,9,125,22,2022-2023_festyebosele
223,13,90,90,47,7,223,10,8,80,1,126,497,234,6,2,1,8,4,139,11,2022-2023_marvinzeegelaar
185,37,117,65,4,2,185,1,1,100,0,90,425,187,1,0,0,1,0,88,0,2022-2023_bramnuytinck
48,2,8,19,21,3,48,6,1,16.7,4,33,272,137,4,4,0,0,0,27,4,2022-2023_brandonsoppy
32,9,20,12,0,0,32,0,0,,0,13,41,28,0,0,0,1,0,20,0,2022-2023_axelguessand
39,8,26,13,0,0,39,1,1,100,0,18,48,19,0,0,0,1,1,21,0,2022-2023_jamesabankwah
90,0,8,55,30,1,90,7,2,28.6,3,66,401,169,3,1,0,2,3,68,9,2022-2023_simonepafundi
36,4,7,14,16,1,36,2,1,50,1,17,67,40,0,2,0,1,0,22,1,2022-2023_matojajalo
11,1,1,4,7,2,11,0,0,,0,10,27,9,0,1,0,2,1,10,3,2022-2023_vivaldosemedo
14,4,8,6,0,0,14,0,0,,0,6,17,4,0,0,0,0,0,6,0,2022-2023_nicolococetta
14,0,2,7,5,0,14,0,0,,0,10,66,43,1,0,0,0,0,12,1,2022-2023_leonardobuta
1480,1194,1468,11,1,0,1480,0,0,,0,873,4354,2708,0,0,0,1,0,761,0,2022-2023_andreaconsigli
1417,68,280,704,456,109,1417,74,34,45.9,27,809,4866,2374,73,54,21,56,44,993,94,2022-2023_davidefrattesi
2308,94,780,1033,523,31,2308,41,23,56.1,11,1272,7803,4585,110,65,13,28,8,1419,115,2022-2023_rogerio
1817,79,630,868,328,23,1817,13,7,53.8,6,970,5068,2834,56,41,3,25,14,1105,99,2022-2023_jeremytoljan
1100,7,81,392,654,106,1099,140,64,45.7,59,762,6095,3186,127,68,50,56,53,816,263,2022-2023_armandlauriente
1562,199,855,693,21,10,1562,2,1,50,1,912,4147,2132,7,2,1,13,1,964,1,2022-2023_martinerlic
1855,60,456,1070,345,14,1855,27,11,40.7,15,1214,6585,3157,54,58,2,17,12,1407,40,2022-2023_maximelopez
738,11,26,351,367,120,737,30,10,33.3,17,383,1470,443,17,11,11,60,56,567,166,2022-2023_andreapinamonti
1476,210,749,672,66,14,1476,2,0,0,1,858,4530,2799,11,10,0,10,2,938,4,2022-2023_gianmarcoferrari
1179,17,102,463,628,111,1171,50,22,44,20,766,3818,1586,57,29,31,60,23,905,213,2022-2023_domenicoberardi
1025,29,153,563,321,31,1025,53,34,64.2,10,696,3965,1950,40,39,3,28,16,766,68,2022-2023_matheushenrique
1136,191,681,431,28,13,1136,4,3,75,1,601,2703,1221,6,5,0,4,5,660,3,2022-2023_ruan
362,7,34,175,159,34,362,21,7,33.3,14,216,1003,331,11,12,2,28,17,254,75,2022-2023_gregoiredefrel
629,20,97,366,178,36,629,15,7,46.7,2,339,1778,892,31,19,7,20,11,445,54,2022-2023_kristianthorstvedt
527,34,138,339,53,2,527,8,3,37.5,4,262,1022,335,0,7,0,6,2,325,6,2022-2023_pedroobiang
505,14,140,187,186,16,505,31,14,45.2,15,312,1875,1061,17,15,5,14,18,333,46,2022-2023_giorgoskyriakopoulos
451,8,63,150,247,29,451,32,18,56.3,12,278,1652,739,23,16,12,20,9,295,96,2022-2023_nedimbajrami
506,27,160,230,118,8,506,20,6,30,9,276,1617,934,24,19,3,12,5,302,25,2022-2023_nadirzortea
308,3,43,142,127,24,308,15,4,26.7,9,194,1312,600,14,7,7,16,23,226,36,2022-2023_hamedjuniortraore
395,16,68,211,126,15,395,15,11,73.3,4,228,1379,632,21,20,3,12,13,279,32,2022-2023_abdouharroui
385,54,198,182,6,0,385,0,0,,0,235,1168,744,8,5,0,0,1,264,0,2022-2023_kaanayhan
233,1,30,80,124,39,233,25,8,32,14,160,1103,709,37,13,23,15,8,182,47,2022-2023_emilceide
129,0,17,61,53,12,129,12,4,33.3,6,81,535,314,11,4,5,11,7,91,29,2022-2023_lucadandrea
205,11,51,106,48,1,205,5,1,20,4,129,563,338,3,6,0,2,3,135,15,2022-2023_riccardomarchizza
81,71,81,0,0,0,81,0,0,,0,46,198,122,0,0,0,0,0,43,0,2022-2023_gianlucapegolo
155,4,12,76,71,16,155,17,7,41.2,8,80,294,95,2,1,2,16,12,96,19,2022-2023_agustinalvarezmartinez
55,47,55,0,0,0,55,0,0,,0,33,125,68,0,0,0,0,0,33,0,2022-2023_alessandrorusso
3,0,2,1,0,0,3,0,0,,0,3,6,4,0,0,0,0,0,3,0,2022-2023_mertmuldur
23,0,7,9,7,1,23,1,0,0,1,14,49,9,0,0,0,1,0,16,2,2022-2023_janisantiste
40,8,29,11,0,0,40,0,0,,0,30,124,66,1,0,0,0,0,29,0,2022-2023_filipporomagna
15,0,0,7,8,2,15,0,0,,0,10,33,6,0,1,0,2,1,12,4,2022-2023_giacomoraspadori
2057,414,1236,783,52,23,2057,2,2,100,0,1125,5044,2598,13,6,1,6,3,1191,3,2022-2023_sebastianoluperto
2094,159,727,930,483,26,2094,129,64,49.6,47,1105,7030,4064,102,75,13,55,39,1113,68,2022-2023_fabianoparisi
1365,1120,1363,2,0,0,1365,0,0,,0,820,4026,2527,0,0,0,0,0,736,0,2022-2023_guglielmovicario
1805,76,428,971,425,16,1805,39,22,56.4,15,1051,5460,2560,35,41,3,24,22,1164,27,2022-2023_razvanmarin
1333,66,317,658,376,29,1333,42,15,35.7,21,746,3897,1736,40,41,7,42,30,863,89,2022-2023_filippobandinelli
841,11,109,408,334,46,841,60,23,38.3,30,548,3500,1772,57,51,14,33,15,600,94,2022-2023_tommasobaldanzi
1301,242,785,494,25,18,1301,2,2,100,0,694,3506,1752,10,2,0,3,2,762,0,2022-2023_ardianismajli
1089,105,452,437,210,28,1089,26,11,42.3,9,558,2977,1483,31,21,5,16,14,604,42,2022-2023_tyronneebuehi
478,10,34,207,239,103,476,12,1,8.3,8,288,1218,449,16,7,7,45,24,395,128,2022-2023_francescocaputo
597,19,67,250,291,77,597,48,19,39.6,27,346,1840,737,29,22,12,54,45,466,127,2022-2023_martinsatriano
1210,60,387,539,293,15,1210,35,13,37.1,18,663,3977,2265,50,27,5,11,14,710,51,2022-2023_petarstojanovic
630,24,163,338,143,24,630,55,31,56.4,19,325,1788,748,19,23,8,25,15,351,37,2022-2023_jean-danielakpa-akpro
734,79,261,400,80,13,734,8,4,50,4,302,1330,474,5,6,1,18,12,398,10,2022-2023_albertograssi
638,9,87,255,311,56,638,57,22,38.6,20,442,3746,1603,73,30,23,44,21,464,99,2022-2023_nicolocambiaghi
554,43,187,254,115,16,554,6,1,16.7,4,263,946,449,10,13,2,17,9,336,23,2022-2023_nicolashaas
614,118,405,207,6,0,614,2,1,50,1,347,1854,819,2,1,0,8,3,370,0,2022-2023_konidewinter
622,19,135,353,142,14,622,5,0,0,5,368,1669,709,11,9,0,11,6,440,38,2022-2023_liamhenderson
358,12,35,151,179,49,358,23,10,43.5,12,193,1064,354,9,12,6,37,14,268,67,2022-2023_samlammers
457,1,66,185,219,27,457,31,11,35.5,18,267,1928,816,22,21,10,24,17,304,47,2022-2023_nedimbajrami
476,20,135,216,132,15,476,31,13,41.9,15,255,1355,552,11,14,0,23,24,292,40,2022-2023_jacopofazzini
242,218,242,0,0,0,242,0,0,,0,103,502,323,0,0,0,0,0,88,0,2022-2023_samueleperisan
459,82,298,156,6,3,459,4,4,100,0,264,1558,909,6,2,0,1,1,326,0,2022-2023_sebastianwalukiewicz
